MmbCode,Cluster,AnniPresenza,GareMedie,EtaUltima,AnniDaChurn
CRS053 ,1,4,22.5,75.0,5
CRS056 ,1,1,2.0,100.0,8
CRS059 ,1,2,4.5,82.0,6
CRS069 ,3,4,45.0,64.0,5
CRS075 ,3,5,39.4,70.0,4
CRS083 ,1,3,5.0,66.0,6
CRS087 ,1,2,19.5,78.0,7
CRS101 ,0,8,52.375,83.0,1
CRS102 ,1,4,9.75,80.0,5
CRS129 ,1,1,5.0,76.0,7
CRS150 ,1,4,4.5,81.0,5
CRS171 ,1,1,2.0,70.0,8
CRS181 ,4,2,1.0,20.0,7
CRS183 ,4,2,1.0,17.0,7
CRS188 ,4,1,1.0,19.0,6
CRS189 ,4,1,1.0,17.0,6
CRS199 ,0,4,2.75,74.0,1
CRS202 ,1,1,1.0,80.0,3
CRS203 ,1,1,2.0,70.0,3
CRS205 ,1,1,1.0,63.0,1
CRT007 ,0,5,12.8,76.0,2
CRT015 ,3,4,72.75,88.0,5
CRT016 ,1,4,10.25,85.0,5
CRT028 ,1,1,1.0,68.0,6
CRT030 ,0,6,31.333333333333332,67.0,3
CRT031 ,1,3,45.666666666666664,80.0,6
CRT053 ,1,1,1.0,76.0,7
CRT064 ,1,1,1.0,72.0,8
CRT067 ,0,3,3.6666666666666665,64.0,4
CRT073 ,1,4,20.75,73.0,5
CRT077 ,1,3,4.333333333333333,91.0,6
CRT078 ,1,1,7.0,62.0,8
CRT081 ,0,5,33.2,92.0,3
CRT084 ,4,2,2.0,17.0,6
CRT089 ,1,3,8.0,69.0,5
CRT091 ,1,1,2.0,72.0,7
CRT092 ,1,3,3.0,78.0,3
CRT093 ,0,6,6.333333333333333,78.0,1
CRT096 ,1,3,4.666666666666667,62.0,2
CRT100 ,4,1,1.0,27.0,6
CRT103 ,1,2,4.5,74.0,2
CRT114 ,0,7,18.142857142857142,95.0,1
CRT124 ,0,7,25.571428571428573,90.0,1
CRT126 ,1,3,5.666666666666667,67.0,3
CRT134 ,1,4,26.25,64.0,5
CRT136 ,1,2,37.0,89.0,6
CRT137 ,1,1,2.0,59.0,5
CRT158 ,1,4,16.0,89.0,5
CRT161 ,1,1,1.0,79.0,8
CRT169 ,1,4,17.0,81.0,5
CRT175 ,0,8,51.625,74.0,1
CRT180 ,1,3,6.333333333333333,89.0,6
CRT182 ,0,7,70.57142857142857,89.0,1
CRT187 ,1,2,1.0,65.0,5
CRT221 ,1,4,51.25,85.0,5
CRT247 ,0,6,19.166666666666668,94.0,1
CRT278 ,1,2,24.0,60.0,5
CRT283 ,0,6,16.666666666666668,84.0,1
CRT290 ,1,2,11.5,75.0,6
CRT313 ,1,1,3.0,63.0,8
CRT314 ,0,8,11.25,76.0,1
CRT315 ,0,3,14.666666666666666,74.0,1
CRT331 ,0,7,46.0,92.0,1
CRT332 ,0,5,25.2,74.0,4
CRT335 ,0,4,31.25,75.0,5
CRT346 ,1,2,34.5,66.0,7
CRT349 ,1,1,2.0,67.0,8
CRT352 ,0,5,6.0,88.0,1
CRT353 ,1,1,2.0,76.0,8
CRT354 ,1,1,3.0,82.0,8
CRT361 ,4,1,1.0,21.0,7
CRT366 ,4,1,1.0,17.0,6
CRT367 ,4,1,1.0,19.0,6
CRT376 ,1,1,19.0,54.0,3
CRT383 ,4,2,7.0,45.0,1
CRT386 ,1,1,2.0,57.0,1
CRT388 ,1,1,1.0,63.0,1
CRT389 ,4,1,1.0,14.0,1
CRV030 ,1,4,44.5,85.0,5
CRV035 ,1,1,1.0,98.0,6
CRY003 ,1,4,20.0,77.0,5
CRY004 ,0,5,21.6,82.0,4
CRY006 ,1,2,12.0,77.0,7
CRY007 ,1,1,3.0,63.0,8
CRY010 ,0,8,19.875,94.0,1
CRY021 ,1,2,18.0,81.0,7
CRY023 ,4,1,1.0,32.0,7
CRZ005 ,3,7,60.142857142857146,96.0,2
CRZ006 ,1,1,3.0,62.0,7
CRZ018 ,0,6,20.166666666666668,82.0,3
CRZ042 ,1,3,4.333333333333333,72.0,4
CRZ050 ,1,1,4.0,73.0,8
CRZ062 ,1,1,20.0,100.0,8
CRZ128 ,1,2,8.5,76.0,5
CRZ131 ,0,3,9.0,53.0,2
CRZ139 ,0,6,30.666666666666668,73.0,3
CRZ140 ,1,1,17.0,71.0,8
CRZ143 ,1,2,7.0,70.0,1
CRZ147 ,1,1,10.0,84.0,7
CRZ164 ,1,3,23.333333333333332,55.0,6
CRZ179 ,1,2,30.0,80.0,7
CRZ189 ,4,2,1.0,21.0,7
CRZ191 ,1,1,8.0,70.0,8
CRZ192 ,4,1,1.0,24.0,7
CRZ193 ,4,1,2.0,22.0,6
CRZ196 ,1,2,4.5,84.0,2
CRZ201 ,1,1,1.0,63.0,2
CRZ202 ,1,1,2.0,66.0,2
CSB001 ,4,3,12.666666666666666,31.0,6
CSC010 ,1,1,23.0,89.0,8
CSC014 ,0,2,30.0,68.0,1
CSC029 ,1,4,9.0,72.0,5
CSC037 ,0,5,18.0,86.0,4
CSC043 ,1,1,30.0,75.0,7
CSC047 ,4,1,1.0,27.0,7
CSC050 ,1,1,2.0,85.0,7
CSC052 ,1,1,1.0,73.0,5
CSC053 ,4,1,1.0,28.0,7
CSC055 ,4,1,4.0,18.0,6
CSC057 ,4,1,1.0,32.0,6
CSC062 ,1,4,5.75,96.0,3
CSC067 ,0,7,23.428571428571427,85.0,2
CSC076 ,1,2,4.0,76.0,6
CSC080 ,1,2,6.0,84.0,7
CSC084 ,1,2,14.0,88.0,6
CSC094 ,4,1,1.0,53.0,8
CSC106 ,1,5,19.6,86.0,4
CSC142 ,1,4,9.75,94.0,5
CSC152 ,1,1,1.0,86.0,8
CSC176 ,1,1,9.0,90.0,8
CSC178 ,1,3,5.0,88.0,2
CSC214 ,1,1,1.0,86.0,1
CSC216 ,3,4,202.25,78.0,5
CSC217 ,1,2,4.0,65.0,1
CSC219 ,1,4,13.75,79.0,5
CSC226 ,4,2,15.0,35.0,7
CSC232 ,4,1,3.0,24.0,7
CSC233 ,4,1,2.0,17.0,6
CSC234 ,4,1,4.0,23.0,6
CSD004 ,1,2,9.0,83.0,5
CSD014 ,1,4,6.5,73.0,3
CSD022 ,0,2,25.5,93.0,6
CSD026 ,0,6,47.666666666666664,79.0,3
CSD033 ,3,4,94.0,79.0,5
CSD042 ,0,5,11.8,93.0,3
CSD049 ,0,3,17.0,79.0,4
CSD066 ,1,4,38.75,84.0,5
CSD076 ,1,3,4.666666666666667,80.0,6
CSD081 ,1,2,1.0,78.0,6
CSD083 ,1,2,12.5,78.0,5
CSD092 ,1,3,23.0,56.0,5
CSD107 ,1,5,4.4,75.0,1
CSD108 ,1,2,7.0,83.0,5
CSD116 ,1,1,4.0,69.0,7
CSD117 ,4,1,1.0,21.0,7
CSD121 ,1,1,2.0,85.0,6
CSD122 ,4,1,3.0,17.0,6
CSD123 ,1,2,7.5,79.0,5
CSD124 ,4,1,1.0,17.0,6
CSG010 ,1,2,64.0,85.0,7
CSG018 ,1,1,11.0,89.0,8
CSG038 ,0,6,17.666666666666668,91.0,3
CSG041 ,1,3,6.666666666666667,80.0,6
CSG045 ,1,3,2.6666666666666665,86.0,4
CSG062 ,1,4,42.5,85.0,5
CSG064 ,1,2,5.5,87.0,7
CSG075 ,0,5,36.6,73.0,4
CSL003 ,0,8,18.125,83.0,1
CSL004 ,0,5,22.2,79.0,4
CSL005 ,1,4,23.25,84.0,5
CSL008 ,1,1,11.0,95.0,8
CSL012 ,0,7,12.285714285714286,89.0,1
CSL018 ,1,3,5.0,70.0,1
CSL020 ,3,3,52.333333333333336,94.0,6
CSL038 ,0,7,40.857142857142854,73.0,1
CSL040 ,1,3,3.3333333333333335,91.0,6
CSL048 ,3,5,146.2,82.0,4
CSL059 ,1,4,28.75,82.0,5
CSL063 ,0,7,52.857142857142854,84.0,2
CSL071 ,0,5,13.6,70.0,2
CSL072 ,1,1,7.0,82.0,8
CSL078 ,1,1,1.0,65.0,7
CSL080 ,1,1,1.0,84.0,7
CSL081 ,4,1,2.0,46.0,7
CSL082 ,1,2,1.5,79.0,2
CSL084 ,0,4,71.25,91.0,5
CSL086 ,1,2,32.0,84.0,5
CSL088 ,1,2,4.5,77.0,5
CSL090 ,1,1,4.0,86.0,5
CSL093 ,0,6,23.166666666666668,79.0,3
CSL105 ,0,3,26.0,77.0,5
CSL113 ,1,1,1.0,79.0,5
CSL124 ,0,7,72.42857142857143,96.0,2
CSL127 ,4,2,1.5,28.0,5
CSL140 ,4,1,4.0,40.0,5
CSL174 ,1,2,6.5,94.0,5
CSL198 ,1,3,14.666666666666666,85.0,6
CSL202 ,1,1,1.0,79.0,7
CSL204 ,1,1,1.0,65.0,5
CSL280 ,0,4,6.5,86.0,1
CSL317 ,1,1,9.0,77.0,7
CSL322 ,1,1,10.0,78.0,7
CSL355 ,4,1,1.0,18.0,8
CSL360 ,4,1,2.0,19.0,7
CSL362 ,4,1,1.0,17.0,7
CSL364 ,4,1,1.0,15.0,6
CSL365 ,4,1,1.0,17.0,6
CSL367 ,4,1,2.0,17.0,6
CSL368 ,4,1,2.0,17.0,6
CSL384 ,1,1,1.0,64.0,2
CSM002 ,0,3,8.0,79.0,5
CSM004 ,1,4,8.25,76.0,5
CSM009 ,1,1,1.0,68.0,2
CSM043 ,1,3,10.0,74.0,6
CSN005 ,1,2,1.0,81.0,6
CSN006 ,1,2,32.0,73.0,7
CSN034 ,1,1,4.0,73.0,8
CSN036 ,3,6,256.8333333333333,85.0,3
CSN053 ,0,4,3.75,81.0,3
CSN057 ,1,2,4.5,55.0,5
CSN067 ,0,4,22.0,75.0,4
CSN072 ,3,3,81.0,87.0,6
CSN081 ,4,2,1.0,37.0,7
CSN083 ,1,1,2.0,64.0,8
CSN086 ,1,4,3.25,80.0,4
CSN087 ,1,4,1.0,86.0,2
CSN089 ,1,2,9.5,75.0,3
CSN091 ,0,3,6.666666666666667,85.0,1
CSN096 ,1,1,4.0,95.0,7
CSN102 ,4,1,3.0,26.0,7
CSN115 ,0,6,6.0,83.0,2
CSN116 ,1,2,66.5,101.0,7
CSN120 ,0,3,27.666666666666668,81.0,1
CSN122 ,1,1,9.0,94.0,6
CSN136 ,1,1,1.0,83.0,8
CSN155 ,1,2,13.0,76.0,6
CSN160 ,1,4,27.75,82.0,5
CSN162 ,1,1,1.0,67.0,5
CSN174 ,0,5,17.6,86.0,3
CSN183 ,1,1,1.0,65.0,5
CSN189 ,1,1,4.0,76.0,1
CSN202 ,1,2,8.0,77.0,1
CSN204 ,1,3,38.0,95.0,6
CSN224 ,1,4,31.0,78.0,5
CSN227 ,0,8,25.25,91.0,1
CSN234 ,0,7,19.142857142857142,79.0,2
CSN235 ,0,8,11.625,93.0,1
CSN246 ,1,1,1.0,97.0,3
CSN251 ,1,4,11.25,90.0,3
CSN262 ,0,5,9.0,93.0,1
CSN273 ,1,1,4.0,83.0,8
CSN286 ,0,6,13.166666666666666,60.0,1
CSN290 ,1,4,26.5,75.0,5
CSN294 ,1,2,2.5,69.0,6
CSN296 ,1,2,4.5,90.0,7
CSN300 ,1,1,8.0,72.0,8
CSN315 ,1,2,7.5,79.0,7
CSN343 ,0,7,34.714285714285715,72.0,1
CSN361 ,0,4,56.5,86.0,4
CSN367 ,4,2,4.0,33.0,7
CSN368 ,1,1,17.0,87.0,8
CSN384 ,1,2,2.0,75.0,5
CSN388 ,1,4,35.75,72.0,5
CSN389 ,1,3,21.0,90.0,5
CSN391 ,1,1,3.0,81.0,6
CSN395 ,1,2,11.0,69.0,6
CSN407 ,1,1,1.0,81.0,7
CSN418 ,1,1,2.0,79.0,8
CSN419 ,4,3,11.0,26.0,6
CSN420 ,1,1,1.0,71.0,8
CSN429 ,4,1,2.0,19.0,6
CSN430 ,4,1,1.0,19.0,6
CSN432 ,4,1,1.0,25.0,6
CSN434 ,4,1,1.0,17.0,6
CSN441 ,1,1,2.0,74.0,2
CSN445 ,1,2,2.0,64.0,2
CSN446 ,1,1,11.0,74.0,2
CSN448 ,1,1,4.0,66.0,1
CSP002 ,1,4,11.5,71.0,5
CSP004 ,3,5,240.4,68.0,4
CSP011 ,1,2,2.5,59.0,4
CSP012 ,1,1,3.0,70.0,4
CSP029 ,1,3,54.333333333333336,92.0,6
CSP046 ,4,1,1.0,21.0,7
CSR020 ,3,7,97.57142857142857,84.0,2
CSR035 ,0,8,19.75,84.0,1
CSR046 ,1,2,1.5,72.0,7
CSR053 ,1,4,4.25,88.0,5
CSR058 ,4,1,1.0,45.0,8
CSR060 ,1,4,10.25,76.0,5
CSR061 ,1,1,2.0,59.0,8
CSR064 ,1,1,9.0,73.0,7
CSR067 ,0,6,32.0,80.0,3
CSR071 ,1,4,19.5,88.0,5
CSR083 ,1,2,4.5,94.0,7
CSR135 ,1,1,1.0,83.0,6
CSR142 ,0,5,19.0,53.0,2
CSR164 ,1,2,49.0,78.0,7
CSR183 ,0,8,40.5,94.0,1
CSR190 ,0,6,8.833333333333334,77.0,3
CSR201 ,1,1,2.0,73.0,8
CSR207 ,1,4,29.75,78.0,5
CSR210 ,1,3,7.333333333333333,92.0,6
CSR216 ,1,3,67.66666666666667,62.0,6
CSR241 ,1,4,89.5,86.0,5
CSR246 ,0,7,52.285714285714285,76.0,1
CSR253 ,0,4,59.5,62.0,5
CSR256 ,0,7,17.142857142857142,90.0,1
CSR257 ,1,4,39.5,95.0,5
CSR259 ,1,1,1.0,71.0,8
CSR294 ,0,5,33.2,75.0,4
CSR296 ,1,4,32.0,72.0,5
CSR304 ,0,4,62.75,71.0,5
CSR307 ,1,2,5.5,79.0,7
CSR315 ,1,1,1.0,81.0,8
CSR322 ,4,1,3.0,24.0,7
CSR326 ,4,1,1.0,25.0,6
CSR329 ,1,1,1.0,77.0,6
CSR331 ,1,3,8.0,60.0,2
CSR341 ,1,1,16.0,69.0,4
CSR356 ,1,1,4.0,58.0,1
CSS002 ,1,1,1.0,84.0,8
CSS003 ,1,1,7.0,93.0,8
CSS004 ,1,2,27.0,86.0,7
CSS006 ,0,5,49.4,84.0,3
CSS017 ,0,5,11.2,86.0,3
CSS030 ,1,1,13.0,87.0,8
CSS084 ,1,2,8.0,95.0,6
CSS085 ,4,2,1.5,24.0,6
CSS089 ,1,1,5.0,69.0,2
CST014 ,1,1,10.0,96.0,8
CST017 ,1,1,2.0,84.0,8
CST020 ,1,4,47.5,93.0,5
CST027 ,1,1,2.0,65.0,8
CST028 ,1,4,15.75,88.0,5
CST032 ,0,4,10.5,72.0,2
CST073 ,3,5,73.6,72.0,4
CST087 ,1,4,8.75,73.0,2
CST091 ,1,1,3.0,79.0,6
CST105 ,1,4,13.75,88.0,5
CST134 ,1,2,1.0,82.0,5
CST140 ,0,6,22.5,78.0,3
CST147 ,0,5,38.6,73.0,4
CST151 ,0,4,88.0,84.0,5
CST158 ,1,2,23.0,76.0,7
CST159 ,1,2,20.0,79.0,6
CST161 ,1,1,1.0,62.0,6
CST165 ,4,1,1.0,19.0,6
CST168 ,0,3,3.6666666666666665,77.0,1
CST170 ,1,1,1.0,64.0,4
CST177 ,1,1,1.0,63.0,2
CST180 ,4,1,1.0,17.0,1
CSV012 ,1,4,12.5,75.0,5
CSV022 ,1,3,6.333333333333333,69.0,6
CSZ007 ,1,5,27.0,66.0,4
CSZ023 ,1,2,3.0,61.0,1
CSZ039 ,1,4,25.25,76.0,5
CSZ041 ,0,5,44.6,82.0,1
CSZ046 ,0,6,27.5,93.0,2
CSZ048 ,1,1,1.0,82.0,1
CSZ072 ,1,1,2.0,93.0,6
CSZ098 ,4,1,1.0,26.0,7
CSZ099 ,4,1,1.0,23.0,6
CTC015 ,0,6,30.333333333333332,94.0,3
CTC024 ,1,1,1.0,91.0,7
CTC025 ,1,2,2.0,77.0,7
CTC026 ,3,5,124.8,55.0,4
CTC027 ,1,3,2.0,69.0,6
CTC035 ,1,1,2.0,56.0,6
CTC047 ,1,3,28.333333333333332,84.0,6
CTC058 ,0,5,38.8,83.0,3
CTC072 ,1,1,13.0,52.0,3
CTC074 ,1,5,22.8,51.0,4
CTC079 ,1,1,1.0,55.0,6
CTC085 ,1,4,10.5,89.0,5
CTC086 ,1,3,19.0,59.0,6
CTC093 ,0,5,15.6,52.0,3
CTC094 ,4,1,1.0,17.0,7
CTD003 ,1,2,7.5,80.0,5
CTD010 ,1,1,32.0,76.0,2
CTD012 ,0,8,66.125,68.0,1
CTD014 ,0,7,44.142857142857146,77.0,2
CTD021 ,4,1,2.0,34.0,5
CTD038 ,3,3,216.66666666666666,76.0,6
CTD042 ,4,2,9.5,36.0,7
CTD044 ,1,4,29.0,72.0,5
CTD046 ,4,1,1.0,17.0,6
CTD047 ,4,1,1.0,22.0,6
CTD048 ,4,1,1.0,18.0,6
CTG001 ,0,3,102.33333333333333,111.0,6
CTG018 ,0,5,35.6,87.0,4
CTH002 ,1,1,4.0,87.0,2
CTH003 ,1,2,72.0,87.0,3
CTL002 ,0,6,18.5,81.0,1
CTL003 ,3,4,68.5,90.0,5
CTL008 ,0,5,12.8,81.0,4
CTL009 ,3,3,109.0,87.0,6
CTL013 ,1,3,19.333333333333332,93.0,6
CTL031 ,1,1,4.0,83.0,8
CTL033 ,1,4,67.75,90.0,5
CTL036 ,4,1,11.0,23.0,7
CTL038 ,1,2,3.0,69.0,5
CTL052 ,3,4,74.25,76.0,5
CTL054 ,1,2,6.0,67.0,6
CTL064 ,1,1,2.0,92.0,8
CTL066 ,1,3,51.333333333333336,81.0,6
CTL069 ,1,5,4.6,89.0,4
CTL074 ,1,3,17.0,78.0,6
CTL093 ,1,3,15.0,79.0,6
CTL118 ,0,6,4.833333333333333,76.0,1
CTL123 ,4,3,36.333333333333336,42.0,6
CTL135 ,0,5,45.4,70.0,4
CTL139 ,4,1,1.0,47.0,7
CTL141 ,4,1,6.0,30.0,6
CTL142 ,1,1,1.0,81.0,6
CTL155 ,1,1,4.0,76.0,1
CTN010 ,1,1,14.0,75.0,4
CTN018 ,1,4,13.75,63.0,5
CTN019 ,1,2,9.5,80.0,7
CTN022 ,1,2,5.0,56.0,5
CTN024 ,1,1,28.0,92.0,8
CTN028 ,0,4,48.0,55.0,5
CTN030 ,3,5,73.2,78.0,4
CTN031 ,3,7,129.0,76.0,2
CTN032 ,0,5,39.8,83.0,4
CTN037 ,1,3,2.3333333333333335,77.0,6
CTN045 ,0,4,108.5,95.0,5
CTN050 ,0,7,42.42857142857143,75.0,2
CTN068 ,1,4,37.75,88.0,5
CTN083 ,1,4,40.25,94.0,5
CTN134 ,1,1,3.0,70.0,7
CTN144 ,1,1,3.0,87.0,5
CTN154 ,1,3,1.6666666666666667,49.0,3
CTN168 ,1,2,7.5,73.0,7
CTN169 ,1,2,3.5,78.0,7
CTN171 ,1,3,4.666666666666667,75.0,6
CTN173 ,1,1,1.0,81.0,8
CTN177 ,4,1,2.0,20.0,7
CTP001 ,1,3,3.0,77.0,6
CTP004 ,1,1,2.0,77.0,7
CTP007 ,0,6,98.5,83.0,2
CTP031 ,1,1,6.0,78.0,8
CTP033 ,1,1,1.0,79.0,6
CTR003 ,1,3,9.333333333333334,91.0,6
CTR012 ,1,2,3.0,61.0,1
CTR020 ,1,2,6.0,77.0,7
CTR034 ,1,3,2.3333333333333335,85.0,6
CTR039 ,1,1,1.0,78.0,5
CTR047 ,1,4,61.25,82.0,5
CTR049 ,0,7,16.714285714285715,78.0,1
CTR071 ,1,1,5.0,86.0,8
CTR092 ,1,3,13.666666666666666,86.0,4
CTR100 ,0,5,30.2,72.0,4
CTR102 ,1,1,6.0,77.0,8
CTR103 ,1,4,11.25,73.0,5
CTR104 ,0,5,7.2,39.0,2
CTR107 ,1,2,2.0,71.0,7
CTR109 ,4,2,27.0,35.0,7
CTR110 ,1,1,2.0,56.0,2
CTR115 ,4,1,2.0,23.0,6
CTR125 ,1,1,3.0,74.0,1
CTS023 ,1,2,18.0,99.0,7
CTS029 ,1,1,1.0,81.0,7
CTS031 ,0,5,24.2,83.0,3
CTS032 ,4,1,1.0,15.0,6
CTS033 ,1,1,1.0,69.0,5
CTT011 ,1,1,1.0,73.0,8
CTT054 ,0,6,18.333333333333332,79.0,3
CTT057 ,0,6,35.166666666666664,74.0,2
CTT061 ,4,1,2.0,17.0,6
CTT065 ,0,3,13.0,73.0,1
CTV002 ,1,1,1.0,68.0,8
CTV003 ,1,3,9.666666666666666,65.0,4
CTV005 ,1,3,18.0,71.0,2
CTZ007 ,1,1,1.0,63.0,6
CVB002 ,1,1,3.0,60.0,1
CVB007 ,1,1,2.0,96.0,8
CVC004 ,3,7,97.14285714285714,75.0,2
CVC011 ,1,3,5.333333333333333,78.0,6
CVC039 ,0,6,32.833333333333336,91.0,2
CVC048 ,0,5,73.0,64.0,4
CVC054 ,1,1,20.0,82.0,6
CVC058 ,1,4,8.5,69.0,5
CVC060 ,4,2,3.5,19.0,6
CVD013 ,1,1,2.0,102.0,8
CVD035 ,1,4,21.25,80.0,5
CVD037 ,4,2,3.5,18.0,6
CVD039 ,1,2,4.5,66.0,1
CVG002 ,3,8,109.125,89.0,1
CVG003 ,0,8,46.75,81.0,1
CVG004 ,1,4,4.25,83.0,1
CVG006 ,1,1,16.0,81.0,8
CVG008 ,1,1,5.0,85.0,8
CVG011 ,1,1,21.0,78.0,2
CVG020 ,1,1,2.0,77.0,8
CVG034 ,0,3,69.0,84.0,6
CVL003 ,1,1,1.0,89.0,8
CVL021 ,0,5,15.6,63.0,3
CVL023 ,1,2,4.0,84.0,5
CVL025 ,3,4,122.75,80.0,5
CVL042 ,1,4,14.0,97.0,5
CVL044 ,1,4,28.0,70.0,5
CVL048 ,1,4,24.5,76.0,5
CVL051 ,1,1,1.0,92.0,8
CVL093 ,1,3,1.3333333333333333,77.0,2
CVL095 ,4,1,1.0,47.0,7
CVL096 ,1,2,6.0,71.0,6
CVL115 ,1,2,5.5,60.0,7
CVM003 ,1,3,47.666666666666664,94.0,6
CVM009 ,0,4,59.75,75.0,5
CVM014 ,4,1,4.0,27.0,7
CVM015 ,4,1,3.0,16.0,6
CVN001 ,1,1,3.0,84.0,8
CVN004 ,0,4,46.0,84.0,5
CVN006 ,1,3,23.333333333333332,68.0,5
CVN008 ,1,1,7.0,92.0,6
CVN023 ,1,4,45.25,83.0,5
CVN025 ,1,1,10.0,91.0,6
CVN027 ,1,4,26.25,75.0,5
CVN030 ,1,3,84.66666666666667,90.0,6
CVN031 ,1,3,19.0,78.0,5
CVN038 ,1,3,7.666666666666667,73.0,6
CVN039 ,1,4,53.0,88.0,5
CVN041 ,1,4,20.0,87.0,5
CVN042 ,1,1,2.0,78.0,2
CVN044 ,1,1,3.0,60.0,1
CVN057 ,1,5,4.8,84.0,4
CVN061 ,3,6,95.16666666666667,86.0,3
CVN074 ,1,1,4.0,89.0,8
CVN080 ,1,2,4.5,71.0,5
CVN087 ,1,2,10.0,73.0,2
CVN091 ,1,1,2.0,78.0,7
CVN097 ,1,2,5.0,85.0,4
CVN107 ,1,4,44.75,78.0,5
CVN140 ,1,3,12.0,93.0,5
CVN144 ,0,6,23.5,73.0,1
CVN146 ,1,2,4.5,78.0,7
CVN148 ,0,5,24.2,79.0,3
CVN149 ,1,1,22.0,68.0,6
CVN153 ,0,4,42.5,75.0,5
CVN154 ,1,1,2.0,81.0,8
CVP002 ,1,1,1.0,70.0,7
CVP004 ,0,8,76.125,98.0,1
CVP007 ,1,1,35.0,89.0,8
CVP015 ,1,2,10.5,81.0,6
CVP023 ,1,1,1.0,66.0,1
CVR003 ,3,4,111.25,94.0,5
CVR007 ,3,3,171.0,84.0,6
CVR011 ,4,2,31.5,35.0,6
CVR015 ,0,4,18.75,73.0,1
CVR023 ,1,2,13.0,70.0,5
CVR033 ,1,1,1.0,87.0,5
CVR034 ,0,8,39.125,90.0,1
CVR069 ,1,3,36.333333333333336,85.0,6
CVR073 ,1,4,27.75,77.0,5
CVR080 ,1,2,3.0,63.0,2
CVR081 ,1,1,25.0,78.0,8
CVR084 ,1,2,17.5,93.0,7
CVR088 ,1,3,25.666666666666668,89.0,6
CVR093 ,1,2,2.5,67.0,5
CVR095 ,1,2,9.0,69.0,5
CVS001 ,3,4,102.0,96.0,5
CVS017 ,1,1,4.0,85.0,7
CVS019 ,1,3,13.0,86.0,6
CVS022 ,0,6,19.833333333333332,77.0,2
CVS027 ,0,5,71.4,67.0,4
CVS028 ,1,2,21.5,81.0,3
CVS033 ,4,1,1.0,17.0,7
CVT014 ,1,1,2.0,100.0,8
CVT056 ,4,2,1.5,19.0,6
CVT062 ,1,2,5.5,67.0,1
CVV002 ,1,1,5.0,71.0,8
CVV007 ,1,4,16.0,90.0,5
CVV010 ,1,2,5.5,63.0,1
CVZ001 ,1,5,20.4,86.0,4
CVZ020 ,0,7,30.285714285714285,91.0,1
CVZ025 ,1,1,17.0,85.0,7
CVZ026 ,1,1,2.0,93.0,7
CYL002 ,1,4,30.0,90.0,5
CZC013 ,0,7,54.0,80.0,2
CZC014 ,1,1,7.0,82.0,5
CZC020 ,4,1,2.0,38.0,1
CZD006 ,0,4,7.25,83.0,2
CZG005 ,0,5,14.6,81.0,2
CZG008 ,1,1,1.0,84.0,7
CZL003 ,3,8,19.625,76.0,1
CZL030 ,1,3,14.333333333333334,77.0,6
CZL032 ,1,1,9.0,78.0,8
CZL033 ,1,3,23.666666666666668,81.0,6
CZL041 ,4,1,1.0,20.0,7
CZN009 ,0,8,39.25,73.0,1
CZN023 ,1,4,33.0,73.0,5
CZN029 ,0,7,8.0,74.0,1
CZN030 ,4,1,1.0,17.0,6
CZP002 ,1,3,20.333333333333332,83.0,6
CZP009 ,0,7,12.571428571428571,60.0,1
CZR028 ,4,1,4.0,17.0,6
CZR029 ,4,1,1.0,23.0,6
CZT001 ,1,2,10.0,66.0,7
CZT009 ,0,5,25.4,61.0,4
CZT013 ,1,1,4.0,61.0,7
CZY002 ,4,2,2.0,25.0,6
DBB003 ,0,4,24.0,55.0,2
DBC006 ,3,6,147.0,92.0,3
DBC008 ,4,1,1.0,26.0,6
DBC011 ,4,1,2.0,41.0,4
DBC013 ,0,6,12.333333333333334,80.0,2
DBC015 ,1,5,10.0,78.0,4
DBC027 ,0,7,72.42857142857143,90.0,2
DBC033 ,1,1,4.0,68.0,3
DBC043 ,0,7,58.42857142857143,91.0,2
DBD006 ,0,5,48.6,82.0,4
DBD023 ,4,1,2.0,17.0,6
DBG005 ,3,8,109.125,79.0,1
DBL014 ,0,5,23.4,64.0,4
DBL016 ,1,1,4.0,69.0,8
DBL020 ,1,2,15.0,80.0,7
DBL023 ,3,4,3.75,45.0,1
DBL036 ,1,3,3.6666666666666665,102.0,6
DBL048 ,0,5,58.8,86.0,4
DBL084 ,1,2,1.5,90.0,7
DBL085 ,0,5,49.4,74.0,3
DBL087 ,1,2,34.5,87.0,7
DBL091 ,1,1,1.0,68.0,6
DBL092 ,4,1,2.0,16.0,6
DBL097 ,1,1,4.0,91.0,4
DBM009 ,4,1,1.0,17.0,6
DBN005 ,0,4,42.25,88.0,5
DBN013 ,1,4,26.25,76.0,5
DBN019 ,4,2,2.0,29.0,5
DBN022 ,1,1,1.0,92.0,4
DBN037 ,1,1,2.0,85.0,8
DBN038 ,1,1,6.0,85.0,6
DBN039 ,3,4,97.25,85.0,5
DBN041 ,1,4,52.5,86.0,5
DBN076 ,3,4,97.5,81.0,5
DBN086 ,0,5,120.6,78.0,2
DBN099 ,4,2,1.0,16.0,7
DBR003 ,3,3,127.33333333333333,85.0,6
DBR011 ,0,5,10.4,74.0,3
DBR039 ,0,8,46.125,85.0,1
DBR051 ,1,3,5.0,66.0,6
DBR054 ,1,2,3.0,72.0,5
DBR065 ,1,3,22.0,72.0,6
DBR072 ,4,1,1.0,13.0,1
DBS003 ,1,2,1.0,61.0,5
