MmbCode,Cluster,AnniPresenza,GareMedie,EtaUltima,AnniDaChurn
SRV012 ,1,2,12.0,74.0,7
SRV013 ,1,2,1.5,76.0,4
SRZ002 ,3,6,91.33333333333333,86.0,3
SRZ011 ,1,1,3.0,92.0,8
SRZ018 ,1,1,1.0,63.0,6
SRZ019 ,1,2,3.5,81.0,5
SRZ047 ,1,4,39.75,83.0,5
SRZ059 ,1,1,1.0,92.0,6
SSC003 ,1,1,1.0,61.0,7
SSC020 ,0,5,37.8,80.0,2
SSC045 ,4,1,4.0,24.0,6
SSD009 ,4,1,1.0,19.0,1
SSG009 ,0,5,6.2,77.0,2
SSG035 ,1,4,10.5,81.0,5
SSL009 ,1,1,4.0,79.0,7
SSL010 ,1,3,3.3333333333333335,53.0,4
SSL034 ,1,2,1.5,81.0,3
SSL038 ,0,5,42.2,70.0,4
SSL051 ,1,4,21.75,89.0,5
SSL053 ,0,5,59.4,75.0,1
SSL073 ,4,1,1.0,20.0,8
SSN003 ,1,4,38.5,93.0,5
SSN009 ,1,2,1.5,87.0,7
SSN010 ,1,4,30.75,90.0,5
SSN015 ,1,1,1.0,62.0,7
SSN021 ,3,8,160.625,84.0,1
SSN043 ,3,5,74.6,52.0,4
SSN079 ,1,2,2.5,91.0,7
SSN086 ,1,4,10.5,78.0,5
SSN097 ,1,4,20.5,84.0,5
SSP008 ,0,5,52.8,58.0,4
SSR002 ,1,4,46.75,83.0,5
SSR006 ,1,3,11.666666666666666,78.0,5
SSR010 ,1,1,4.0,70.0,8
SSR011 ,1,2,2.5,74.0,7
SSR024 ,0,3,10.333333333333334,80.0,5
SSR027 ,1,3,11.666666666666666,82.0,6
SSR033 ,3,3,55.0,95.0,6
SSR053 ,1,2,8.5,67.0,4
SSR056 ,4,2,1.0,20.0,7
SSS003 ,4,1,1.0,50.0,8
SSS025 ,4,1,1.0,22.0,8
SST001 ,1,3,5.333333333333333,67.0,6
SST035 ,1,1,1.0,67.0,8
SST036 ,1,3,8.0,82.0,5
SSV005 ,1,4,16.25,58.0,5
SSZ008 ,1,2,13.5,63.0,5
SSZ018 ,1,3,38.333333333333336,75.0,5
STB003 ,0,5,69.2,76.0,2
STB010 ,0,4,24.0,68.0,4
STC003 ,1,1,5.0,63.0,2
STC010 ,1,2,35.0,83.0,7
STC011 ,1,4,8.25,71.0,5
STC027 ,1,1,2.0,84.0,6
STC028 ,4,1,1.0,20.0,7
STC041 ,3,7,10.857142857142858,63.0,1
STC043 ,1,1,1.0,76.0,7
STC053 ,0,6,10.0,81.0,3
STC058 ,3,5,95.2,90.0,4
STC110 ,0,5,72.0,80.0,4
STC116 ,1,3,3.6666666666666665,88.0,5
STC122 ,0,6,54.333333333333336,81.0,3
STC133 ,1,1,1.0,77.0,7
STC135 ,4,1,1.0,25.0,8
STC138 ,0,4,70.75,80.0,5
STC144 ,4,1,1.0,17.0,7
STC146 ,4,1,2.0,17.0,6
STD006 ,3,8,77.125,81.0,1
STD008 ,0,8,50.875,66.0,1
STD017 ,0,4,29.5,53.0,5
STD019 ,0,8,39.625,75.0,1
STD028 ,1,3,4.666666666666667,96.0,6
STD031 ,0,4,17.5,93.0,1
STD037 ,1,2,4.5,54.0,5
STD049 ,1,4,10.5,85.0,5
STD052 ,1,4,8.25,50.0,5
STD055 ,1,1,5.0,72.0,6
STD060 ,4,1,2.0,16.0,6
STD066 ,1,1,1.0,74.0,3
STD067 ,1,2,10.5,82.0,1
STG031 ,1,1,8.0,85.0,8
STG038 ,3,6,149.33333333333334,91.0,3
STG054 ,1,2,12.5,90.0,1
STG057 ,1,3,2.6666666666666665,85.0,6
STG058 ,0,4,56.75,79.0,5
STG070 ,1,1,1.0,73.0,8
STG073 ,4,1,1.0,15.0,4
STH005 ,1,1,3.0,87.0,5
STJ001 ,1,1,1.0,81.0,7
STL003 ,0,6,3.8333333333333335,60.0,2
STL004 ,0,7,36.714285714285715,49.0,2
STL006 ,0,7,17.714285714285715,67.0,2
STL027 ,1,1,5.0,83.0,6
STL040 ,3,1,270.0,80.0,6
STL045 ,4,2,11.0,49.0,6
STL053 ,1,2,7.0,76.0,6
STL054 ,1,1,1.0,63.0,6
STL055 ,1,1,3.0,73.0,6
STL067 ,1,3,2.6666666666666665,96.0,6
STL073 ,1,1,1.0,81.0,7
STL080 ,1,3,14.666666666666666,83.0,6
STL091 ,1,4,25.0,76.0,5
STL094 ,1,4,11.25,85.0,5
STL119 ,0,4,76.25,78.0,5
STL122 ,1,3,1.0,84.0,5
STL154 ,1,2,5.0,79.0,4
STL163 ,1,3,17.0,71.0,5
STL167 ,0,6,30.666666666666668,43.0,3
STL169 ,1,2,6.5,89.0,7
STL198 ,1,2,1.0,71.0,7
STL199 ,1,2,2.0,80.0,7
STL201 ,1,4,39.5,89.0,5
STL203 ,1,2,17.5,76.0,7
STL217 ,1,4,55.5,72.0,5
STL224 ,1,3,4.0,84.0,6
STL231 ,4,1,4.0,21.0,7
STL244 ,1,1,1.0,74.0,4
STL248 ,1,2,5.5,83.0,2
STM018 ,4,1,4.0,56.0,8
STN011 ,1,4,42.75,85.0,5
STN013 ,1,4,17.75,80.0,5
STN014 ,0,4,24.0,90.0,5
STN021 ,1,2,45.0,81.0,7
STN031 ,1,1,1.0,68.0,7
STN036 ,1,1,2.0,81.0,6
STN041 ,1,3,80.0,84.0,6
STN044 ,1,3,5.0,81.0,2
STN047 ,1,1,7.0,79.0,7
STN049 ,0,6,46.166666666666664,95.0,3
STN065 ,4,1,1.0,54.0,8
STN068 ,4,1,1.0,27.0,7
STN074 ,0,4,47.25,73.0,3
STN090 ,0,5,17.2,65.0,4
STN098 ,4,1,1.0,25.0,6
STN110 ,1,4,44.5,72.0,5
STN113 ,0,5,44.4,83.0,3
STN115 ,1,1,6.0,83.0,4
STN127 ,1,3,7.666666666666667,62.0,6
STN128 ,0,6,9.333333333333334,65.0,3
STN146 ,1,2,30.5,84.0,7
STN147 ,0,3,1.3333333333333333,82.0,1
STN175 ,1,3,4.0,79.0,6
STN228 ,1,4,7.5,73.0,4
STN229 ,0,3,81.66666666666667,94.0,6
STN241 ,0,5,35.4,77.0,4
STN242 ,1,3,6.0,97.0,6
STN243 ,1,4,36.5,85.0,5
STN244 ,0,7,20.285714285714285,72.0,2
STN245 ,0,5,2.0,74.0,3
STN248 ,1,4,28.5,78.0,5
STN252 ,4,1,3.0,18.0,7
STN253 ,4,1,1.0,17.0,7
STN257 ,4,1,2.0,17.0,6
STN258 ,4,1,3.0,24.0,6
STN265 ,4,3,21.333333333333332,16.0,1
STP003 ,1,1,5.0,80.0,7
STP015 ,0,6,7.333333333333333,72.0,1
STR008 ,1,3,35.333333333333336,95.0,6
STR013 ,0,4,47.25,83.0,5
STR015 ,1,2,1.0,74.0,5
STR017 ,1,1,8.0,91.0,8
STR020 ,1,4,16.75,84.0,3
STR021 ,1,1,2.0,91.0,8
STR034 ,0,3,7.0,75.0,1
STR041 ,1,2,7.0,77.0,6
STR045 ,0,8,36.25,78.0,1
STR051 ,1,1,12.0,76.0,5
STR053 ,0,6,27.333333333333332,79.0,3
STR058 ,0,5,104.0,97.0,4
STR074 ,1,1,6.0,74.0,1
STR076 ,1,4,46.0,84.0,5
STR093 ,3,8,54.625,85.0,1
STR102 ,0,6,77.66666666666667,87.0,2
STR106 ,1,3,14.666666666666666,71.0,6
STR131 ,0,8,56.625,75.0,1
STR161 ,1,5,8.8,81.0,4
STR177 ,0,4,32.5,85.0,2
STR179 ,4,1,1.0,25.0,7
STR180 ,0,6,49.833333333333336,62.0,2
STR181 ,4,2,2.0,17.0,6
STR182 ,1,4,9.75,80.0,4
STR186 ,1,1,1.0,67.0,7
STR187 ,1,1,5.0,59.0,6
STR192 ,1,1,13.0,88.0,6
STR193 ,4,1,2.0,17.0,6
STR206 ,1,1,1.0,74.0,4
STR211 ,1,2,1.5,67.0,1
STS001 ,1,3,38.333333333333336,93.0,6
STS003 ,1,1,2.0,56.0,3
STS006 ,0,6,13.0,78.0,1
STS012 ,0,4,39.0,87.0,4
STS016 ,1,2,4.5,57.0,2
STS023 ,1,4,18.75,77.0,5
STS030 ,3,2,86.0,82.0,5
STS031 ,1,1,4.0,78.0,6
STS059 ,1,2,3.0,86.0,5
STS071 ,1,2,1.0,56.0,1
STT004 ,0,4,1.5,73.0,1
STT005 ,1,3,26.0,73.0,5
STT022 ,1,1,14.0,65.0,7
STT025 ,1,1,2.0,80.0,6
STT034 ,1,2,6.0,73.0,6
STT041 ,1,2,7.0,90.0,6
STT063 ,1,4,22.25,75.0,5
STT094 ,1,4,35.5,74.0,5
STT096 ,4,1,1.0,21.0,8
STT098 ,1,2,10.0,75.0,7
STT100 ,4,1,2.0,18.0,7
STV029 ,1,1,4.0,66.0,1
STV031 ,1,2,14.0,58.0,7
STV035 ,4,3,4.0,24.0,6
STZ004 ,0,5,56.0,74.0,4
STZ007 ,0,5,33.8,75.0,4
STZ009 ,0,5,93.6,75.0,4
STZ010 ,1,2,7.0,66.0,5
STZ017 ,0,5,41.4,78.0,3
STZ043 ,1,4,31.0,78.0,5
STZ048 ,1,4,8.5,90.0,5
SVC001 ,1,1,5.0,64.0,7
SVC015 ,1,1,5.0,79.0,8
SVC032 ,4,1,3.0,24.0,7
SVD002 ,3,4,95.5,90.0,5
SVD023 ,1,2,18.5,79.0,6
SVD024 ,4,1,2.0,18.0,7
SVD025 ,1,1,2.0,73.0,1
SVG011 ,1,1,8.0,87.0,7
SVG012 ,1,2,4.5,77.0,5
SVL008 ,4,1,19.0,39.0,8
SVL010 ,0,4,62.0,88.0,5
SVL011 ,1,4,5.0,50.0,5
SVL042 ,1,1,1.0,77.0,8
SVL050 ,4,1,5.0,34.0,1
SVL053 ,0,4,3.0,62.0,2
SVL057 ,1,1,13.0,62.0,2
SVL059 ,1,1,9.0,82.0,2
SVN009 ,0,6,12.333333333333334,85.0,3
SVN015 ,1,1,1.0,62.0,2
SVN016 ,1,2,7.5,70.0,6
SVN019 ,1,1,4.0,83.0,8
SVN020 ,1,1,7.0,56.0,8
SVN028 ,1,3,10.0,93.0,6
SVN039 ,1,2,8.0,83.0,7
SVN042 ,0,8,26.5,81.0,1
SVN068 ,1,2,6.5,79.0,5
SVN076 ,1,1,35.0,79.0,3
SVN083 ,1,4,26.5,71.0,5
SVN084 ,4,2,4.0,26.0,7
SVN085 ,4,1,1.0,15.0,6
SVP009 ,1,3,7.666666666666667,84.0,6
SVR001 ,1,2,1.0,84.0,5
SVR003 ,0,5,82.0,78.0,1
SVR004 ,0,3,3.6666666666666665,88.0,1
SVR008 ,1,2,25.0,83.0,6
SVR012 ,1,3,18.0,68.0,6
SVR050 ,4,1,1.0,21.0,8
SVR051 ,4,3,2.0,25.0,6
SVS003 ,1,3,14.666666666666666,85.0,6
SVS014 ,0,8,34.0,46.0,1
SVT005 ,0,6,84.83333333333333,90.0,3
SVT015 ,1,2,1.5,81.0,7
SVY001 ,1,4,18.0,93.0,5
SVZ002 ,3,5,30.6,86.0,2
SVZ003 ,0,5,49.0,73.0,4
SVZ004 ,3,4,180.75,75.0,5
SWD001 ,0,4,127.0,86.0,5
SYN002 ,1,1,8.0,76.0,5
SZN002 ,1,4,12.25,88.0,5
SZN003 ,1,1,1.0,68.0,8
SZN015 ,4,1,1.0,30.0,4
SZS001 ,1,1,6.0,78.0,8
TBC002 ,1,1,11.0,87.0,8
TBC023 ,1,4,11.75,72.0,5
TBD003 ,1,3,7.333333333333333,87.0,6
TBL005 ,4,1,19.0,53.0,8
TBL009 ,1,1,3.0,87.0,6
TBL023 ,1,1,1.0,62.0,8
TBN012 ,1,1,19.0,102.0,8
TBN023 ,0,5,7.2,68.0,1
TBN026 ,1,1,1.0,76.0,7
TBP002 ,0,6,18.666666666666668,89.0,3
TBS003 ,0,5,55.0,70.0,4
TBS005 ,1,2,1.5,78.0,6
TBS007 ,1,1,32.0,63.0,6
TCL001 ,1,4,21.25,80.0,5
TCL005 ,3,4,119.25,80.0,5
TCL013 ,1,1,3.0,88.0,7
TCL018 ,1,1,18.0,79.0,6
TCL022 ,1,3,63.0,97.0,6
TCL026 ,0,5,51.0,68.0,4
TCL032 ,1,2,15.0,69.0,7
TCL037 ,1,1,1.0,77.0,8
TCM008 ,4,1,1.0,22.0,8
TCN011 ,1,1,6.0,81.0,7
TCN024 ,0,4,65.5,86.0,5
TCN030 ,1,3,9.0,64.0,3
TCN032 ,4,1,1.0,21.0,7
TCN034 ,0,5,11.4,73.0,3
TCP001 ,1,4,7.0,81.0,5
TCR015 ,1,2,25.0,93.0,7
TCR018 ,1,1,15.0,70.0,7
TCR029 ,4,2,1.0,20.0,7
TCS006 ,1,1,8.0,67.0,7
TCT009 ,0,4,101.0,94.0,5
TCV004 ,4,1,1.0,17.0,6
TCZ010 ,1,1,11.0,77.0,7
TDC012 ,1,1,6.0,91.0,7
TDD006 ,0,5,7.4,89.0,2
TDG001 ,1,4,22.0,79.0,5
TDG002 ,1,1,1.0,67.0,6
TDH002 ,4,1,2.0,16.0,6
TDL004 ,0,7,13.571428571428571,84.0,1
TDL028 ,1,1,19.0,78.0,8
TDM002 ,1,2,2.0,70.0,2
TDN008 ,1,4,15.75,91.0,5
TDN010 ,1,4,57.5,69.0,5
TDN014 ,1,1,10.0,95.0,8
TDN019 ,1,1,4.0,100.0,7
TDN026 ,1,1,4.0,90.0,2
TDN039 ,0,2,38.0,75.0,2
TDN049 ,0,8,34.25,83.0,1
TDN052 ,1,4,9.5,80.0,5
TDN053 ,1,1,8.0,66.0,8
TDN056 ,1,3,24.0,86.0,6
TDN060 ,1,2,3.0,63.0,6
TDN063 ,1,1,1.0,59.0,5
TDR003 ,1,2,81.0,96.0,7
TDR006 ,4,1,1.0,56.0,8
TDR007 ,1,3,15.0,95.0,6
TDR008 ,4,1,1.0,16.0,1
TDR011 ,1,1,1.0,77.0,8
TDR033 ,0,6,19.333333333333332,92.0,3
TDR036 ,1,2,7.5,91.0,6
TDR038 ,1,4,11.0,87.0,5
TDR040 ,4,2,8.5,53.0,7
TDR042 ,4,2,1.0,25.0,7
TDT012 ,1,2,9.0,89.0,6
TDY001 ,1,1,2.0,87.0,7
TFC002 ,1,1,13.0,57.0,8
TFL006 ,1,2,16.5,77.0,5
TFL013 ,0,5,35.4,51.0,4
TFL014 ,4,1,1.0,19.0,6
TFM001 ,3,6,84.33333333333333,85.0,3
TFN001 ,1,1,2.0,81.0,3
TFN014 ,1,3,8.0,90.0,5
TFR012 ,1,3,8.0,78.0,5
TFR013 ,4,1,2.0,30.0,2
TFS003 ,3,4,85.0,65.0,5
TFV001 ,0,8,25.25,84.0,1
TGC004 ,0,3,20.0,60.0,2
TGC006 ,0,4,7.25,73.0,4
TGD002 ,0,5,31.6,89.0,4
TGD006 ,0,7,5.571428571428571,78.0,1
TGD013 ,4,1,1.0,33.0,8
TGL005 ,1,4,6.75,71.0,4
TGL013 ,1,5,9.6,84.0,3
TGL033 ,0,8,48.125,73.0,1
TGM003 ,4,1,1.0,46.0,4
TGN010 ,1,1,5.0,90.0,2
TGN018 ,1,3,5.0,83.0,4
TGN026 ,1,1,2.0,89.0,5
TGN044 ,1,4,13.75,83.0,5
TGR010 ,3,8,7.25,52.0,1
TGR013 ,3,5,88.0,79.0,1
TGR033 ,0,6,10.0,79.0,2
TGR040 ,4,2,3.5,19.0,6
TGR041 ,4,1,9.0,37.0,7
TGR042 ,1,1,1.0,59.0,3
TGT008 ,1,2,2.5,77.0,5
TGT013 ,0,6,53.5,77.0,3
TGT016 ,1,2,2.0,60.0,7
TGV001 ,0,5,13.2,89.0,4
TGZ001 ,1,3,3.6666666666666665,59.0,6
THH001 ,3,4,172.5,90.0,5
THL006 ,1,1,1.0,67.0,4
THN002 ,0,4,56.5,102.0,5
THN005 ,1,2,1.0,80.0,5
THT002 ,1,1,1.0,59.0,4
TKL001 ,4,1,1.0,16.0,7
TKM001 ,0,3,23.333333333333332,50.0,4
TLB001 ,1,3,5.0,60.0,6
TLC009 ,1,2,8.5,59.0,6
TLC034 ,0,5,19.0,88.0,4
TLC038 ,0,8,47.25,77.0,1
TLC039 ,4,2,2.5,29.0,6
TLC040 ,4,1,1.0,16.0,6
TLC041 ,1,1,3.0,75.0,5
TLC044 ,1,1,22.0,79.0,2
TLD008 ,0,6,18.166666666666668,83.0,1
TLD009 ,0,5,35.4,85.0,3
TLD010 ,1,2,1.0,64.0,5
TLD019 ,1,4,26.25,80.0,5
TLD023 ,0,3,21.0,75.0,2
TLG001 ,0,7,18.142857142857142,73.0,2
TLG002 ,0,6,34.666666666666664,85.0,3
TLG006 ,0,4,78.25,87.0,5
TLG011 ,0,8,26.625,90.0,1
TLL009 ,1,3,5.666666666666667,85.0,6
TLL010 ,0,8,26.625,92.0,1
TLL031 ,0,6,10.0,85.0,1
TLL032 ,1,4,7.25,88.0,5
TLL038 ,1,1,19.0,85.0,8
TLL041 ,1,3,8.0,68.0,6
TLL042 ,0,4,28.75,73.0,3
TLL043 ,1,1,1.0,72.0,8
TLL044 ,4,1,1.0,24.0,7
TLM002 ,4,1,4.0,28.0,1
TLN009 ,1,2,3.0,81.0,6
TLN012 ,0,4,22.0,81.0,5
TLN019 ,1,4,19.25,94.0,5
TLN039 ,1,4,25.0,87.0,5
TLN059 ,1,2,28.5,66.0,7
TLN061 ,0,7,20.142857142857142,81.0,2
TLN064 ,1,1,2.0,58.0,6
TLN066 ,4,1,1.0,26.0,7
TLN067 ,1,2,8.5,66.0,6
TLN070 ,1,1,11.0,57.0,7
TLN071 ,4,1,3.0,23.0,7
TLN073 ,1,1,1.0,60.0,6
TLP005 ,1,1,4.0,76.0,8
TLR033 ,1,4,26.75,77.0,5
TLR036 ,1,2,8.5,76.0,5
TLR039 ,0,4,29.25,83.0,3
TLS001 ,1,1,1.0,71.0,1
TLS013 ,4,1,1.0,32.0,7
TLT004 ,1,2,1.5,73.0,7
TLT005 ,1,1,10.0,91.0,6
TLT017 ,3,4,177.0,90.0,5
TLZ001 ,0,5,14.8,84.0,3
TLZ011 ,1,2,31.5,79.0,6
TMC012 ,3,6,142.5,85.0,2
TMC051 ,1,2,9.0,79.0,7
TMC053 ,4,1,1.0,25.0,7
TMC055 ,1,1,3.0,65.0,7
TMD005 ,1,2,51.0,80.0,7
TMD032 ,1,1,11.0,85.0,8
TMD042 ,4,1,1.0,51.0,4
TMD043 ,4,2,12.0,25.0,1
TMG006 ,1,1,9.0,70.0,4
TMG009 ,0,7,30.571428571428573,84.0,2
TMG015 ,1,4,7.0,73.0,4
TMG018 ,1,1,7.0,84.0,8
TML001 ,3,6,154.83333333333334,74.0,3
TML007 ,1,4,22.5,64.0,5
TML008 ,1,2,28.5,81.0,6
TML024 ,1,3,17.333333333333332,86.0,6
TML034 ,1,1,6.0,70.0,8
TML062 ,1,2,3.5,75.0,3
TML068 ,3,5,158.2,88.0,4
TML084 ,1,1,19.0,81.0,8
TML101 ,0,4,51.75,67.0,5
TML102 ,1,1,9.0,83.0,7
TML104 ,4,1,1.0,27.0,6
TMM001 ,0,7,83.71428571428571,73.0,2
TMN005 ,1,4,38.0,94.0,5
TMN008 ,0,6,21.166666666666668,73.0,1
TMN023 ,0,5,5.2,87.0,1
TMN025 ,1,3,12.333333333333334,85.0,5
TMN028 ,1,2,21.0,68.0,1
TMN029 ,1,1,3.0,64.0,7
TMN038 ,1,1,1.0,82.0,7
TMN076 ,1,2,1.5,86.0,6
TMN098 ,4,1,5.0,38.0,8
TMN103 ,4,1,1.0,18.0,8
TMN104 ,4,1,1.0,24.0,7
TMN105 ,4,1,2.0,25.0,7
TMN108 ,0,5,5.6,76.0,1
TMN110 ,4,1,1.0,4.0,4
TMP005 ,1,1,4.0,97.0,8
TMP013 ,1,2,22.5,74.0,7
TMQ001 ,1,1,1.0,85.0,4
TMR006 ,3,4,50.5,85.0,5
TMR014 ,1,1,3.0,67.0,8
TMR015 ,1,3,3.0,88.0,6
TMR021 ,1,3,8.0,59.0,6
TMR022 ,0,8,55.25,66.0,1
TMR058 ,0,5,33.2,82.0,4
TMR059 ,1,4,24.5,76.0,5
TMR061 ,0,6,5.166666666666667,81.0,2
TMR091 ,0,6,7.0,77.0,2
TMS002 ,0,4,54.75,79.0,5
TMS011 ,0,5,3.2,89.0,2
TMS013 ,1,2,7.0,84.0,4
TMT025 ,1,1,2.0,65.0,4
TMT028 ,1,1,4.0,71.0,8
TMT034 ,1,1,3.0,73.0,4
TMT040 ,4,1,17.0,36.0,8
TMT043 ,4,3,96.66666666666667,32.0,6
TMZ004 ,3,5,110.8,70.0,3
TMZ023 ,0,5,23.4,82.0,3
TMZ024 ,1,2,1.0,59.0,3
TMZ025 ,1,3,34.666666666666664,78.0,5
TNC002 ,1,5,18.8,81.0,3
TNC013 ,1,2,14.0,91.0,6
TNC022 ,1,1,1.0,87.0,8
TNC029 ,1,2,23.5,60.0,7
TNC033 ,0,4,19.25,83.0,1
TNC047 ,4,2,13.0,35.0,7
TNC049 ,1,4,29.5,76.0,5
TNC054 ,4,1,1.0,17.0,6
TNC057 ,0,3,3.3333333333333335,67.0,1
TNC060 ,1,2,14.5,81.0,2
TND003 ,1,2,10.0,85.0,3
TND007 ,4,1,5.0,17.0,1
TND031 ,1,4,7.25,43.0,5
TNG001 ,1,3,12.333333333333334,73.0,5
TNG006 ,1,1,1.0,88.0,6
TNG012 ,1,1,17.0,78.0,7
TNG013 ,1,3,1.6666666666666667,67.0,3
TNK003 ,1,1,2.0,54.0,4
TNL017 ,1,4,14.75,61.0,5
TNL019 ,0,4,8.75,69.0,3
TNL021 ,1,3,5.666666666666667,84.0,5
TNL025 ,1,4,3.5,67.0,3
TNL033 ,1,2,11.5,71.0,3
TNL042 ,3,6,86.0,86.0,3
TNL048 ,4,3,8.0,44.0,5
TNL064 ,1,3,19.0,83.0,6
TNL070 ,0,8,65.5,63.0,1
TNL073 ,1,2,2.5,74.0,7
TNL080 ,1,3,11.666666666666666,84.0,6
TNL085 ,1,1,34.0,63.0,8
TNL088 ,4,1,1.0,25.0,7
TNL090 ,4,1,1.0,17.0,6
TNM003 ,0,4,28.75,92.0,5
TNM012 ,1,1,2.0,77.0,8
TNN005 ,1,4,8.5,91.0,5
TNN025 ,1,1,8.0,71.0,2
TNN026 ,4,1,1.0,31.0,7
TNN030 ,0,5,61.2,77.0,4
TNN070 ,1,2,7.5,82.0,2
TNN085 ,1,1,2.0,81.0,8
TNN087 ,1,4,30.5,78.0,5
TNN103 ,4,1,13.0,30.0,8
TNN106 ,4,1,3.0,24.0,7
TNN107 ,1,1,1.0,71.0,6
TNN109 ,0,4,11.5,66.0,1
TNP002 ,1,1,2.0,73.0,5
TNR007 ,0,4,43.75,88.0,5
TNR011 ,1,4,41.25,92.0,5
TNR046 ,0,3,1.6666666666666667,72.0,1
TNR065 ,1,1,2.0,53.0,3
TNR066 ,1,4,18.0,83.0,5
TNR081 ,1,2,9.5,89.0,7
TNR086 ,1,1,1.0,94.0,5
TNR088 ,4,2,1.5,19.0,6
TNR095 ,4,1,1.0,15.0,1
TNS003 ,1,3,3.0,71.0,6
TNS027 ,1,3,18.666666666666668,82.0,6
TNS030 ,1,1,33.0,68.0,8
TNS032 ,4,1,2.0,30.0,6
TNT003 ,0,3,43.0,65.0,1
TNT006 ,1,1,3.0,73.0,4
TNT020 ,1,2,6.0,75.0,3
TNT025 ,1,3,16.333333333333332,83.0,6
TNT040 ,1,1,1.0,80.0,8
TNT048 ,1,1,1.0,65.0,1
TNY004 ,1,3,15.0,92.0,5
TNZ003 ,0,6,10.166666666666666,79.0,1
TNZ006 ,1,3,20.333333333333332,73.0,5
TNZ016 ,1,1,1.0,72.0,7
TNZ018 ,0,5,11.4,77.0,2
TNZ019 ,4,2,1.0,19.0,6
TPC002 ,1,3,17.333333333333332,81.0,6
TPC003 ,0,4,7.5,62.0,2
TPC007 ,4,1,14.0,45.0,4
TPN002 ,1,2,3.0,93.0,7
TPN008 ,0,8,33.5,81.0,1
TPN013 ,1,1,1.0,78.0,3
TPR010 ,1,1,1.0,64.0,1
TPS003 ,1,2,36.0,94.0,6
TPS004 ,1,3,6.333333333333333,72.0,6
TRB002 ,1,1,4.0,57.0,3
TRC010 ,1,1,6.0,83.0,8
TRC019 ,3,4,139.0,87.0,5
TRC021 ,0,4,13.75,82.0,3
TRC039 ,1,4,14.5,88.0,5
TRC041 ,1,2,4.0,90.0,6
TRC047 ,1,1,23.0,64.0,8
TRC053 ,1,2,20.0,71.0,5
TRC059 ,1,1,1.0,63.0,6
TRC060 ,1,1,3.0,58.0,3
TRC065 ,3,3,58.666666666666664,79.0,6
TRC076 ,1,1,2.0,92.0,6
TRC077 ,4,1,1.0,27.0,6
TRC083 ,1,2,39.5,79.0,3
TRC098 ,1,4,21.25,64.0,5
TRC100 ,1,1,3.0,73.0,3
TRC113 ,1,1,5.0,88.0,7
TRC136 ,1,2,25.0,97.0,6
TRC165 ,0,4,67.25,67.0,5
TRC172 ,3,4,178.25,83.0,5
TRC197 ,1,1,2.0,79.0,5
TRC231 ,1,1,2.0,75.0,5
TRC236 ,4,1,1.0,19.0,8
TRC240 ,4,1,2.0,23.0,7
TRC247 ,4,1,1.0,23.0,6
TRC256 ,4,1,2.0,19.0,4
TRD002 ,0,5,14.0,69.0,4
TRD016 ,1,1,3.0,74.0,5
TRD027 ,0,6,22.5,85.0,3
TRD031 ,1,3,15.0,83.0,5
TRD033 ,0,8,12.125,91.0,1
TRD043 ,1,3,9.0,74.0,6
TRD091 ,0,7,12.142857142857142,79.0,1
TRD100 ,0,7,38.714285714285715,72.0,2
TRD127 ,1,2,25.0,60.0,7
TRD129 ,1,4,25.0,78.0,5
TRD132 ,0,6,16.333333333333332,76.0,3
TRD150 ,4,1,1.0,26.0,7
TRD152 ,4,1,1.0,18.0,6
TRD154 ,4,1,3.0,20.0,6
TRD155 ,4,1,2.0,22.0,6
TRD159 ,1,2,8.5,66.0,1
TRF013 ,4,1,3.0,30.0,8
TRF014 ,4,1,1.0,20.0,6
TRG007 ,1,1,6.0,90.0,8
TRG010 ,1,2,18.5,93.0,6
TRG013 ,1,1,5.0,73.0,6
TRG019 ,1,2,3.0,86.0,3
TRG026 ,1,5,7.8,78.0,4
TRG027 ,0,8,16.625,72.0,1
TRG032 ,0,6,9.0,69.0,3
TRG033 ,0,6,39.333333333333336,79.0,1
TRG035 ,1,1,17.0,81.0,4
TRG036 ,0,4,18.75,81.0,3
TRG059 ,1,2,49.5,95.0,7
TRG073 ,1,3,9.666666666666666,81.0,6
TRG074 ,0,8,39.875,82.0,1
TRG075 ,1,3,16.333333333333332,62.0,6
TRG080 ,1,2,3.0,59.0,7
TRG081 ,1,1,11.0,88.0,6
TRG083 ,4,1,1.0,21.0,7
TRG085 ,4,1,1.0,16.0,6
TRG086 ,4,1,2.0,16.0,6
TRH004 ,1,1,3.0,79.0,6
TRL001 ,1,2,2.5,78.0,6
TRL022 ,1,4,42.75,92.0,5
TRL033 ,1,3,7.666666666666667,93.0,6
TRL043 ,1,4,21.0,72.0,5
TRL046 ,0,7,29.571428571428573,79.0,2
TRL052 ,0,4,15.5,73.0,5
TRL058 ,0,6,50.666666666666664,87.0,2
TRL068 ,1,3,13.666666666666666,77.0,6
TRL084 ,0,4,39.25,95.0,5
TRL085 ,0,6,33.333333333333336,80.0,2
TRL091 ,0,4,58.25,69.0,4
TRL097 ,1,1,4.0,65.0,7
TRL099 ,0,6,27.333333333333332,50.0,2
TRL101 ,1,1,17.0,78.0,6
TRL117 ,1,1,1.0,87.0,3
TRL127 ,1,4,8.25,96.0,5
TRL129 ,1,2,3.5,80.0,2
TRL133 ,1,1,1.0,69.0,5
TRL135 ,1,3,13.0,80.0,6
TRL137 ,0,6,11.333333333333334,85.0,3
