MmbCode,AnnoInizio,AnnoFine,AnniPresenza,EtaUltima,Sesso,GareMedie,GareTotali,GareStd,PuntiCampMedi,PuntiCampTot,PuntiTotMedi,PuntiTotTot,CatInizio,CatFine,CatMax,CatLabelInizio,CatLabelFine,EraScuolaBridge,EraAgonista,Regione,Circolo,TipoTessera,Churned,AnniDaChurn,Progressione,RatioChamp,Macroregione,EtaAttuale,Cluster
CVN148 ,2017,2022,5,79.0,M,24.2,121.0,20.668817092422103,0.0,0.0,1008.6,5043.0,1.0,5.0,5.0,4F,3F,False,False,LOM,BCM BR.CLUB MERATE,Ordinario Amatoriale,True,3,4.0,0.0,Nord-Ovest,82.0,0
CVN153 ,2017,2020,4,75.0,F,42.5,170.0,41.924535378065514,312.0,1248.0,891.25,3565.0,0.0,5.0,5.0,NC,3F,True,False,EMI,RAVENNA BRIDGE,Ordinario Sportivo,True,5,5.0,0.3499719573752103,Nord-Est,80.0,0
CVP004 ,2017,2024,8,98.0,M,76.125,609.0,95.23270371643797,581.25,4650.0,5649.625,45197.0,5.0,10.0,10.0,3F,2Q,False,False,LOM,BRIDGE INSTITUTE 2000,Ordinario Sportivo,True,1,5.0,0.102880658436214,Nord-Ovest,99.0,0
CVR003 ,2017,2020,4,94.0,F,111.25,445.0,69.65330812914296,0.0,0.0,6498.25,25993.0,8.0,7.0,8.0,3P,3C,False,False,PIE,SOC.CANOTTIERI CAPRERA ASD,Ordinario Sportivo,True,5,-1.0,0.0,Nord-Ovest,99.0,3
CVR007 ,2017,2019,3,84.0,F,171.0,513.0,68.54925236645546,533.3333333333334,1600.0,47059.666666666664,141179.0,11.0,9.0,11.0,2C,2F,False,False,LAZ,TENNIS CLUB PARIOLI ASD,Ordinario Sportivo,True,6,-2.0,0.011333050007083156,Centro,90.0,3
CVR015 ,2018,2024,4,73.0,M,18.75,75.0,16.235249715767644,0.0,0.0,136.75,547.0,0.0,0.0,0.0,NC,NC,True,False,LOM,A.BERGAMASCA BR.LORETO,Ordinario Amatoriale,True,1,0.0,0.0,Nord-Ovest,74.0,0
CVR034 ,2017,2024,8,90.0,M,39.125,313.0,20.19503121350115,19.25,154.0,199.125,1593.0,2.0,0.0,5.0,4Q,NC,False,False,PIE,ALESSANDRIA BRIDGE A.S.D.,Ordinario Amatoriale,True,1,-2.0,0.09661229611041405,Nord-Ovest,91.0,0
CVS001 ,2017,2020,4,96.0,F,102.0,408.0,62.38055252507254,11445.0,45780.0,47890.5,191562.0,14.0,13.0,14.0,1Q,1F,False,True,LAZ,APD FONTE ROMAEUR,Ordinario Sportivo,True,5,-1.0,0.23898143169609998,Centro,101.0,3
CVS022 ,2017,2023,6,77.0,F,19.833333333333332,119.0,17.724747294860556,350.0,2100.0,4967.666666666667,29806.0,10.0,7.0,10.0,2Q,3C,False,True,LOM,IL BRIDGE,Ordinario Sportivo,True,2,-3.0,0.07045324923675647,Nord-Ovest,79.0,0
CVS027 ,2017,2021,5,67.0,F,71.4,357.0,31.50872894929277,1628.0,8140.0,10954.0,54770.0,11.0,11.0,12.0,2C,2C,False,True,LIG,LIGURIABRIDGE,Ordinario Sportivo,True,4,0.0,0.1486187946175896,Nord-Ovest,71.0,0
CVZ020 ,2017,2024,7,91.0,F,30.285714285714285,212.0,19.533853397919945,267.14285714285717,1870.0,2491.4285714285716,17440.0,6.0,7.0,7.0,3Q,3C,False,False,LIG,TENNIS CLUB GENOVA 1893 ASD,Ordinario Sportivo,True,1,1.0,0.10721862278539075,Nord-Ovest,92.0,0
CZC013 ,2017,2023,7,80.0,M,54.0,378.0,54.720501947015556,660.0,4620.0,13315.0,93205.0,12.0,11.0,12.0,2P,2C,False,True,PIE,BRIDGE PINEROLO,Ordinario Amatoriale,True,2,-1.0,0.04956762440186254,Nord-Ovest,82.0,0
CZD006 ,2019,2023,4,83.0,M,7.25,29.0,3.4999999999999996,3237.5,12950.0,3359.0,13436.0,0.0,9.0,9.0,NC,2F,False,True,EMI,BRIDGE BOLOGNA,Agonista,True,2,9.0,0.9637567909503609,Nord-Est,85.0,0
CZG005 ,2019,2023,5,81.0,M,14.6,73.0,6.188699378706321,282.0,1410.0,810.2,4051.0,0.0,5.0,5.0,NC,3F,True,False,LAZ,ITALTUSCOLO BRIDGE A.S.D.,Ordinario Sportivo,True,2,5.0,0.34797630799605134,Centro,83.0,0
CZL003 ,2017,2024,8,76.0,F,19.625,157.0,12.872312479559707,44093.75,352750.0,57666.375,461331.0,23.0,23.0,23.0,GM,GM,False,True,   ,E.T.D.SECONDARIO            ,Agonista,True,1,0.0,0.7646337128141989,Altro,77.0,3
CZN009 ,2017,2024,8,73.0,F,39.25,314.0,16.96845813350675,608.125,4865.0,2511.75,20094.0,6.0,7.0,7.0,3Q,3C,False,False,CAB,G.B.R.L.BARBERA,Ordinario Sportivo,True,1,1.0,0.2421000248818114,Sud,74.0,0
CZN029 ,2018,2024,7,74.0,M,8.0,56.0,5.228129047119374,0.0,0.0,451.2857142857143,3159.0,3.0,0.0,5.0,4C,NC,False,False,LOM,ARCA BRIDGE ASD,Ordinario Sportivo,True,1,-3.0,0.0,Nord-Ovest,75.0,0
CZP009 ,2017,2024,7,60.0,M,12.571428571428571,88.0,8.753230696094306,68.57142857142857,480.0,1371.5714285714287,9601.0,5.0,6.0,6.0,3F,3Q,False,False,PUG,ASD SOC GINNASTICA ANGIULLI,Ordinario Sportivo,True,1,1.0,0.049989585503020205,Sud,61.0,0
CZT009 ,2017,2021,5,61.0,F,25.4,127.0,15.868207208125309,4408.0,22040.0,20877.8,104389.0,11.0,10.0,12.0,2C,2Q,False,False,LOM,MOTO CLUB MILANO SSD A RL,Ordinario Sportivo,True,4,-1.0,0.21113133441900564,Nord-Ovest,65.0,0
DBB003 ,2017,2023,4,55.0,M,24.0,96.0,9.41629792788369,701.25,2805.0,5274.75,21099.0,8.0,8.0,9.0,3P,3P,False,False,SIC,MONDELLO BRIDGE ASD,Ordinario Sportivo,True,2,0.0,0.13293838862559243,Isole,57.0,0
DBC006 ,2017,2022,6,92.0,M,147.0,882.0,112.80602820771593,891.6666666666666,5350.0,76055.5,456333.0,11.0,16.0,16.0,2C,1P,False,False,EMI,BRIDGE BOLOGNA RASTIGNANO,Ordinario Sportivo,True,3,5.0,0.011723868920571336,Nord-Est,95.0,3
DBC013 ,2017,2023,6,80.0,M,12.333333333333334,74.0,9.458682078739441,516.6666666666666,3100.0,1616.3333333333333,9698.0,5.0,6.0,6.0,3F,3Q,False,True,MOL,BR.MONFORTE CAMPOBASSO,Ordinario Sportivo,True,2,1.0,0.3196205794411795,Sud,82.0,0
DBC027 ,2017,2023,7,90.0,M,72.42857142857143,507.0,58.61415398706227,2805.714285714286,19640.0,7550.857142857143,52856.0,10.0,11.0,11.0,2Q,2C,False,True,VEN,C.LO BRIDGE MESTRE,Non Agonista,True,2,1.0,0.37156857180695085,Nord-Est,92.0,0
DBC043 ,2017,2023,7,91.0,M,58.42857142857143,409.0,52.88622108784461,114.28571428571429,800.0,3970.8571428571427,27796.0,4.0,8.0,8.0,4P,3P,True,False,LAZ,NOI BRIDGE ASD,Ordinario Sportivo,True,2,4.0,0.02878008418174623,Centro,93.0,0
DBD006 ,2017,2021,5,82.0,F,48.6,243.0,39.42461160239883,468.8,2344.0,7340.8,36704.0,7.0,8.0,10.0,3C,3P,False,False,VEN,C.LO CITTADINO VERONA BRIDGE,Ordinario Sportivo,True,4,1.0,0.06386050946737502,Nord-Est,86.0,0
DBG005 ,2017,2024,8,79.0,M,109.125,873.0,33.025693460871175,11863.75,94910.0,40987.875,327903.0,16.0,16.0,16.0,1P,1P,False,True,   ,E.T.D.SECONDARIO            ,Ordinario Sportivo,True,1,0.0,0.2894444715526496,Altro,80.0,3
DBL014 ,2017,2021,5,64.0,F,23.4,117.0,25.803100588882725,328.0,1640.0,4986.0,24930.0,7.0,6.0,8.0,3C,3Q,False,False,ABR,PESCARA BRIDGE,Ordinario Sportivo,True,4,-1.0,0.06578155709758934,Centro,68.0,0
DBL023 ,2017,2024,4,45.0,M,3.75,15.0,2.217355782608345,14000.0,56000.0,37901.25,151605.0,22.0,23.0,23.0,LM,GM,False,True,EMI,BRIDGE BOLOGNA,Ordinario Amatoriale,True,1,1.0,0.3693785206390248,Nord-Est,46.0,3
DBL048 ,2017,2021,5,86.0,F,58.8,294.0,44.217643537393535,0.0,0.0,524.4,2622.0,0.0,5.0,5.0,NC,3F,False,False,VEN,C.LO CITTADINO VERONA BRIDGE,Ordinario Sportivo,True,4,5.0,0.0,Nord-Est,90.0,0
DBL085 ,2018,2022,5,74.0,M,49.4,247.0,33.24605239723959,0.0,0.0,191.0,955.0,0.0,0.0,0.0,NC,NC,False,False,LOM,ASD CANOTTIERI TICINO PAVIA,Ordinario Sportivo,True,3,0.0,0.0,Nord-Ovest,77.0,0
DBN005 ,2017,2020,4,88.0,F,42.25,169.0,24.34988021873345,0.0,0.0,5474.75,21899.0,5.0,6.0,8.0,3F,3Q,False,False,EMI,BRIDGE BOLOGNA RASTIGNANO,Ordinario Sportivo,True,5,1.0,0.0,Nord-Est,93.0,0
DBN039 ,2017,2020,4,85.0,M,97.25,389.0,93.64961291964853,1293.75,5175.0,20093.5,80374.0,11.0,8.0,11.0,2C,3P,False,False,LAZ,BRIDGE 3A S.S.D. A R.L.,Ordinario Sportivo,True,5,-3.0,0.06438569206842924,Centro,90.0,3
DBN076 ,2017,2020,4,81.0,M,97.5,390.0,60.19136150644875,1788.5,7154.0,24794.5,99178.0,12.0,9.0,12.0,2P,2F,False,False,LAZ,NUOVO TUSCOLO SP.CL.SSD A RL,Ordinario Sportivo,True,5,-3.0,0.07213220540638643,Centro,86.0,3
DBN086 ,2017,2023,5,78.0,F,120.6,603.0,89.30173570541616,1112.0,5560.0,7790.4,38952.0,8.0,12.0,12.0,3P,2P,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Amatoriale,True,2,4.0,0.14273611788565707,Centro,80.0,0
DBR003 ,2017,2019,3,85.0,F,127.33333333333333,382.0,30.2709982216202,13998.666666666666,41996.0,66613.66666666667,199841.0,16.0,16.0,16.0,1P,1P,False,True,LOM,MONZA BRIDGE,Agonista,True,6,0.0,0.21014601535212818,Nord-Ovest,91.0,3
DBR011 ,2018,2022,5,74.0,M,10.4,52.0,4.560701700396552,0.0,0.0,315.0,1575.0,0.0,0.0,5.0,NC,NC,True,False,PUG,BRIDGE CLUB DELFINI JONICI,Scuola Bridge,True,3,0.0,0.0,Sud,77.0,0
DBR039 ,2017,2024,8,85.0,F,46.125,369.0,15.715665523837762,52.5,420.0,2841.875,22735.0,4.0,8.0,8.0,4P,3P,False,False,SIC,C.CAN.ROGGERO DI LAURIA ASD,Ordinario Sportivo,True,1,4.0,0.01847290640394089,Isole,86.0,0
DBV007 ,2017,2021,5,80.0,F,12.0,60.0,7.842193570679061,1940.0,9700.0,5100.8,25504.0,6.0,8.0,9.0,3Q,3P,False,True,LAZ,NUOVO BRIDGE INSIEME,Agonista,True,4,2.0,0.3803175847872966,Centro,84.0,0
DCD005 ,2017,2021,5,88.0,F,24.6,123.0,24.925890154616344,16.0,80.0,6002.4,30012.0,8.0,8.0,8.0,3P,3P,False,False,TOS,VALDELSA SIENA NORD,Ordinario Sportivo,True,4,0.0,0.002665511611634958,Centro,92.0,0
DCD010 ,2017,2020,4,86.0,M,76.0,304.0,42.91852746774987,30.0,120.0,5247.0,20988.0,6.0,8.0,8.0,3Q,3P,False,False,PIE,IDEA BRIDGE TORINO,Ordinario Sportivo,True,5,2.0,0.005717280480251561,Nord-Ovest,91.0,0
DCG003 ,2017,2021,5,88.0,M,69.2,346.0,48.807786264078814,14861.6,74308.0,89269.8,446349.0,15.0,16.0,16.0,1C,1P,False,True,TOS,EMPOLI BRIDGE,Ordinario Sportivo,True,4,1.0,0.16647922034278034,Centro,92.0,3
DCL012 ,2017,2024,6,82.0,F,25.5,153.0,20.255863348670182,83.33333333333333,500.0,1312.6666666666667,7876.0,5.0,6.0,6.0,3F,3Q,False,False,EMI,BRIDGE BOLOGNA RASTIGNANO,Ordinario Sportivo,True,1,1.0,0.06347594261774787,Nord-Est,83.0,0
DCN030 ,2017,2022,6,90.0,F,40.5,243.0,22.52776065213762,396.6666666666667,2380.0,3286.5,19719.0,6.0,8.0,8.0,3Q,3P,False,False,LAZ,AGORA' ASD BRIDGE CLUB,Ordinario Amatoriale,True,3,2.0,0.1206896551724138,Centro,93.0,0
DCN107 ,2017,2022,6,77.0,F,60.666666666666664,364.0,50.4724347210105,100.0,600.0,2930.3333333333335,17582.0,8.0,5.0,8.0,3P,3F,False,False,MAR,BRIDGE FALCONARA,Ordinario Sportivo,True,3,-3.0,0.03412386964681795,Centro,80.0,0
DCP003 ,2017,2024,8,85.0,F,97.875,783.0,75.37797613172089,0.0,0.0,7434.875,59479.0,5.0,11.0,11.0,3F,2C,False,False,PIE,PORTA SUSA ASD,Ordinario Amatoriale,True,1,6.0,0.0,Nord-Ovest,86.0,0
DCR002 ,2017,2024,7,92.0,F,35.714285714285715,250.0,32.01933939415514,4354.285714285715,30480.0,18613.0,130291.0,12.0,10.0,12.0,2P,2Q,False,False,PUG,BRIDGE BRINDISI,Ordinario Amatoriale,True,1,-2.0,0.2339360820311301,Sud,93.0,0
DCR011 ,2017,2020,4,79.0,F,63.5,254.0,35.4071555856534,7342.5,29370.0,29872.0,119488.0,15.0,16.0,16.0,1C,1P,False,True,EMI,BRIDGE BOLOGNA,Agonista,True,5,1.0,0.24579668421360962,Nord-Est,84.0,3
DCR022 ,2017,2018,2,64.0,F,85.0,170.0,4.242640687119285,3452.5,6905.0,28177.0,56354.0,15.0,14.0,15.0,1C,1Q,False,True,EMI,BRIDGE BOLOGNA,Non Agonista,True,7,-1.0,0.12252683878981457,Nord-Est,71.0,3
DCS017 ,2017,2021,5,81.0,F,33.6,168.0,29.971653274385783,1516.0,7580.0,9746.6,48733.0,9.0,7.0,9.0,2F,3C,False,False,FRI,BRIDGE GRADO,Ordinario Sportivo,True,4,-2.0,0.15553822793121846,Nord-Est,85.0,0
DCT003 ,2017,2020,4,97.0,M,112.75,451.0,71.09324862460569,6120.0,24480.0,61397.25,245589.0,16.0,14.0,16.0,1P,1Q,False,True,LAZ,ROMA TOP BRIDGE,Ordinario Sportivo,True,5,-2.0,0.09967832566472576,Centro,102.0,3
DCT004 ,2017,2020,4,83.0,F,47.0,188.0,39.098167049961134,352.5,1410.0,3008.0,12032.0,4.0,8.0,8.0,4P,3P,False,True,TOS,VIAREGGIO VERSILIA BR. A.S.D.,Ordinario Sportivo,True,5,4.0,0.11717776115681874,Centro,88.0,0
DCT017 ,2017,2021,5,93.0,F,63.8,319.0,59.83895052555651,0.0,0.0,2645.0,13225.0,6.0,5.0,7.0,3Q,3F,False,False,PIE,C.LO DELLA STAMPA-SPORTING ASD,Ordinario Sportivo,True,4,-1.0,0.0,Nord-Ovest,97.0,0
DCT053 ,2018,2024,4,75.0,F,20.25,81.0,1.8929694486000914,0.0,0.0,734.25,2937.0,0.0,0.0,5.0,NC,NC,False,False,PUG,BRIDGE MAGLIE,Ordinario Sportivo,True,1,0.0,0.0,Sud,76.0,0
DCV006 ,2017,2021,5,88.0,M,110.8,554.0,106.54904973766777,0.0,0.0,2802.8,14014.0,4.0,8.0,8.0,4P,3P,False,False,LOM,OPEN BEACH MILANO SSD A RL,Ordinario Sportivo,True,4,4.0,0.0,Nord-Ovest,92.0,0
DCZ032 ,2018,2023,6,48.0,F,20.0,120.0,16.828547174370104,565.6666666666666,3394.0,968.6666666666666,5812.0,0.0,5.0,5.0,NC,3F,True,False,LIG,LIGURIABRIDGE,Ordinario Sportivo,True,2,5.0,0.5838637536555995,Nord-Ovest,50.0,0
DDL005 ,2021,2024,4,71.0,M,11.25,45.0,9.429563439877091,2125.0,8500.0,2695.75,10783.0,0.0,8.0,8.0,NC,3P,False,True,CAM,DUE FIORI BRIDGE,Agonista,True,1,8.0,0.7882047477744807,Sud,72.0,0
DDN004 ,2017,2018,2,88.0,F,120.0,240.0,80.61017305526642,165.0,330.0,23450.0,46900.0,9.0,8.0,9.0,2F,3P,False,False,LOM,CIRCOLO BRIDGE 2000,Ordinario Amatoriale,True,7,-1.0,0.007036097311357967,Nord-Ovest,95.0,3
DDN006 ,2017,2023,5,84.0,M,13.8,69.0,14.956603892595403,192.0,960.0,3343.4,16717.0,6.0,8.0,8.0,3Q,3P,False,False,PIE,C.PORTA SUSA A.S.D.,Ordinario Sportivo,True,2,2.0,0.05742313673884436,Nord-Ovest,86.0,0
DDN052 ,2017,2021,5,80.0,M,117.0,585.0,36.0347054934545,3123.0,15615.0,15259.0,76295.0,10.0,14.0,14.0,2Q,1Q,False,True,SIC,M. AMMENDOLIA ASD,Agonista,True,4,4.0,0.20466341616860648,Isole,84.0,3
DDN071 ,2017,2024,8,82.0,F,27.375,219.0,26.413943828429495,131.25,1050.0,958.25,7666.0,2.0,5.0,5.0,4Q,3F,True,False,SAR,QUARTU S.ELENA BR.,Ordinario Sportivo,True,1,3.0,0.13695056736663624,Isole,83.0,0
DDP006 ,2017,2024,8,89.0,F,49.25,394.0,35.823974414589216,958.75,7670.0,4093.75,32750.0,0.0,10.0,10.0,NC,2Q,True,True,LOM,BRIDGE CUSANO MILANINO,Ordinario Sportivo,True,1,10.0,0.2341913224023694,Nord-Ovest,90.0,0
DFC035 ,2017,2024,7,65.0,M,8.0,56.0,6.454972243679028,0.0,0.0,524.5714285714286,3672.0,2.0,0.0,2.0,4Q,NC,False,False,LOM,SOC.CANOTTIERI MILANO,Ordinario Sportivo,True,1,-2.0,0.0,Nord-Ovest,66.0,0
DFD013 ,2017,2023,7,82.0,M,15.857142857142858,111.0,11.596386957849868,5632.857142857143,39430.0,11095.857142857143,77671.0,12.0,12.0,12.0,2P,2P,False,True,LAZ,ITALTUSCOLO BRIDGE A.S.D.,Agonista,True,2,0.0,0.507647543516325,Centro,84.0,0
DFL002 ,2017,2022,6,89.0,M,30.333333333333332,182.0,21.2853627327952,0.0,0.0,742.6666666666666,4456.0,0.0,0.0,5.0,NC,NC,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Amatoriale,True,3,0.0,0.0,Centro,92.0,0
DFL033 ,2017,2021,5,76.0,F,60.8,304.0,50.17668781416326,259.0,1295.0,2215.2,11076.0,1.0,8.0,8.0,4F,3P,False,False,LAZ,TENNIS CLUB PARIOLI ASD,Ordinario Sportivo,True,4,7.0,0.1169089103547892,Centro,80.0,0
DFN006 ,2017,2024,8,82.0,M,15.5,124.0,9.149551120917668,22894.375,183155.0,97080.0,776640.0,23.0,23.0,23.0,GM,GM,False,True,   ,E.T.D.SECONDARIO            ,Agonista,True,1,0.0,0.23582968192511083,Altro,83.0,3
DFN008 ,2017,2022,6,83.0,M,28.5,171.0,14.66628787389638,58.333333333333336,350.0,1305.0,7830.0,3.0,6.0,6.0,4C,3Q,False,False,LAZ,ARCADIA BENBRIDGE SSD A R.L.,Ordinario Sportivo,True,3,3.0,0.044694164219129105,Centro,86.0,0
DFN023 ,2018,2024,5,76.0,F,9.0,45.0,9.300537618869138,0.0,0.0,155.2,776.0,0.0,0.0,0.0,NC,NC,True,False,LAZ,BRIDGE 3A S.S.D. A R.L.,Ordinario Sportivo,True,1,0.0,0.0,Centro,77.0,0
DFN027 ,2017,2024,8,73.0,F,41.875,335.0,18.23213411221282,673.75,5390.0,10376.875,83015.0,6.0,12.0,12.0,3Q,2P,False,False,ABR,ASD C.LO BR. PESCARA RIVIERA,Ordinario Sportivo,True,1,6.0,0.06492724294111979,Centro,74.0,0
DFN077 ,2017,2020,4,75.0,F,98.5,394.0,46.256531070397685,30.0,120.0,3942.0,15768.0,8.0,7.0,8.0,3P,3C,False,False,SAR,BRIDGE ICHNOS,Ordinario Sportivo,True,5,-1.0,0.007609867461475046,Isole,80.0,0
DFR017 ,2017,2024,7,76.0,M,21.285714285714285,149.0,18.678992529169285,0.0,0.0,566.7142857142857,3967.0,2.0,5.0,5.0,4Q,3F,False,False,LOM,A.BERGAMASCA BR.LORETO,Ordinario Amatoriale,True,1,3.0,0.0,Nord-Ovest,77.0,0
DFT001 ,2017,2022,5,82.0,M,32.2,161.0,25.97498796919837,5852.0,29260.0,9296.8,46484.0,10.0,12.0,12.0,2Q,2P,False,True,TRT,ASS.BR.BOLZANO,Agonista,True,3,2.0,0.6294503603312896,Nord-Est,85.0,0
DFT005 ,2017,2022,6,88.0,F,6.0,36.0,7.0710678118654755,0.0,0.0,156.0,936.0,0.0,0.0,1.0,NC,NC,False,False,LOM,ITALIANA ROTARIANI BRIDGISTI,Ordinario Sportivo,True,3,0.0,0.0,Nord-Ovest,91.0,0
DFT017 ,2017,2023,7,81.0,F,32.142857142857146,225.0,28.457152419199005,497.14285714285717,3480.0,2133.285714285714,14933.0,4.0,7.0,7.0,4P,3C,False,False,LAZ,CIRCOLO TEVERE BRIDGE A.S.D.,Ordinario Sportivo,True,2,3.0,0.23302531137002813,Centro,83.0,0
DFZ021 ,2017,2024,6,77.0,F,9.5,57.0,11.878552100319297,0.0,0.0,486.5,2919.0,1.0,0.0,1.0,4F,NC,True,False,LAZ,CIRCOLO TEVERE BRIDGE A.S.D.,Ordinario Sportivo,True,1,-1.0,0.0,Centro,78.0,0
DGC002 ,2017,2021,5,92.0,F,18.4,92.0,16.68232597691341,5000.0,25000.0,7161.8,35809.0,11.0,11.0,11.0,2C,2C,False,True,CAB,VILLAGGIO DEL BRIDGE,Ordinario Sportivo,True,4,0.0,0.6981290142418319,Sud,96.0,0
DGC003 ,2017,2018,2,82.0,M,10.0,20.0,8.48528137423857,21319.0,42638.0,60795.5,121591.0,16.0,16.0,16.0,1P,1P,False,True,LOM,FANFULLA BRIDGE,Ordinario Sportivo,True,7,0.0,0.3506645174024607,Nord-Ovest,89.0,3
DGC036 ,2018,2022,5,74.0,M,48.2,241.0,43.1300359378473,0.0,0.0,901.6,4508.0,0.0,5.0,5.0,NC,3F,True,False,SAR,BRIDGE ICHNOS,Ordinario Sportivo,True,3,5.0,0.0,Isole,77.0,0
DGD004 ,2018,2021,4,72.0,M,20.75,83.0,16.45954636879968,1657.5,6630.0,9036.5,36146.0,2.0,12.0,12.0,4Q,2P,False,True,PUG,BR.SPORTING CLUB S.SEVERO,Agonista,True,4,10.0,0.1834177110133621,Sud,76.0,0
DGD030 ,2017,2022,6,89.0,F,20.166666666666668,121.0,13.105978279650348,0.0,0.0,1176.1666666666667,7057.0,4.0,5.0,5.0,4P,3F,False,False,LOM,BRIDGE INSTITUTE 2000,Ordinario Sportivo,True,3,1.0,0.0,Nord-Ovest,92.0,0
DGL006 ,2017,2022,6,86.0,M,53.166666666666664,319.0,46.65797538113572,1940.0,11640.0,17994.333333333332,107966.0,12.0,14.0,14.0,2P,1Q,False,True,EMI,IL CIRCOLO DI BOLOGNA ASD,Agonista,True,3,2.0,0.10781071994220456,Nord-Est,89.0,0
DGL008 ,2017,2022,4,82.0,F,25.0,100.0,15.748015748023622,13244.75,52979.0,27726.5,110906.0,15.0,15.0,16.0,1C,1C,False,True,PUG,BRIDGE LECCE,Ordinario Amatoriale,True,3,0.0,0.47768851379985033,Sud,85.0,0
DGL012 ,2019,2021,3,86.0,M,5.666666666666667,17.0,4.163331998932265,0.0,0.0,715.3333333333334,2146.0,0.0,5.0,5.0,NC,3F,False,False,SIC,BRIDGE ADDAURA ASD,Ordinario Sportivo,True,4,5.0,0.0,Isole,90.0,0
DGL013 ,2017,2024,8,87.0,F,151.75,1214.0,110.96170510586073,3215.75,25726.0,35563.5,284508.0,8.0,16.0,16.0,3P,1P,False,True,EMI,SPORT CLUB  DIL. RAPID,Ordinario Sportivo,True,1,8.0,0.09042244709306209,Nord-Est,88.0,3
DGL033 ,2017,2020,4,94.0,F,85.25,341.0,54.23021912796099,30.0,120.0,2538.75,10155.0,4.0,6.0,7.0,4P,3Q,False,False,SIC,BRIDGE CONVIVIUM,Ordinario Sportivo,True,5,2.0,0.011815675462780622,Isole,99.0,0
DGL106 ,2017,2023,6,62.0,M,20.833333333333332,125.0,14.905256343540914,90.0,540.0,2627.8333333333335,15767.0,5.0,8.0,8.0,3F,3P,False,False,PUG,BRIDGE BARI,Ordinario Sportivo,True,2,3.0,0.03424657534246575,Sud,64.0,0
DGL120 ,2017,2022,6,70.0,M,20.0,120.0,12.915107432770352,66.66666666666667,400.0,798.1666666666666,4789.0,3.0,5.0,5.0,4C,3F,False,True,MOL,BR.MONFORTE CAMPOBASSO,Agonista,True,3,2.0,0.08350730688935282,Sud,73.0,0
DGL134 ,2019,2024,5,74.0,F,7.0,35.0,5.196152422706632,0.0,0.0,61.2,306.0,0.0,0.0,0.0,NC,NC,False,False,CAB,VILLAGGIO DEL BRIDGE,Ordinario Sportivo,True,1,0.0,0.0,Sud,75.0,0
DGN083 ,2017,2021,5,69.0,F,38.6,193.0,23.74447304111001,81.6,408.0,2612.8,13064.0,6.0,6.0,7.0,3Q,3Q,False,False,LAZ,APD FONTE ROMAEUR,Ordinario Sportivo,True,4,0.0,0.031228473019517797,Centro,73.0,0
DGN085 ,2017,2020,4,61.0,M,124.25,497.0,82.02591054051153,4376.25,17505.0,28151.25,112605.0,14.0,11.0,14.0,1Q,2C,False,False,LOM,MOTO CLUB MILANO SSD A RL,Ordinario Sportivo,True,5,-3.0,0.15545352823117772,Nord-Ovest,66.0,3
DGP003 ,2017,2020,4,59.0,M,28.25,113.0,17.269916039170546,3346.25,13385.0,9313.0,37252.0,6.0,11.0,12.0,3Q,2C,False,True,PIE,BRIDGE TORINO,Ordinario Sportivo,True,5,5.0,0.3592999221539205,Nord-Ovest,64.0,0
DGP022 ,2018,2024,7,55.0,M,62.0,434.0,56.56264963147796,0.0,0.0,621.0,4347.0,0.0,5.0,5.0,NC,3F,True,False,EMI,SPORT CLUB  DIL. RAPID,Ordinario Sportivo,True,1,5.0,0.0,Nord-Est,56.0,0
DGR004 ,2017,2021,4,72.0,M,6.75,27.0,10.843584893075414,3350.0,13400.0,4484.0,17936.0,2.0,7.0,9.0,4Q,3C,False,True,MAR,CIRCOLO GENTILE,Agonista,True,4,5.0,0.7470591514746056,Centro,76.0,0
DGR008 ,2017,2022,6,81.0,M,21.5,129.0,20.63734479045209,8082.5,48495.0,35652.666666666664,213916.0,16.0,16.0,16.0,1P,1P,False,True,LAZ,BRIDGE VITERBO,Agonista,True,3,0.0,0.2267000752628356,Centro,84.0,3
DGR014 ,2017,2022,6,76.0,M,34.5,207.0,24.022905735984562,0.0,0.0,1184.5,7107.0,0.0,6.0,6.0,NC,3Q,True,False,SIC,C.PALERMITANO B.ENZO RIOLO ASD,Ordinario Sportivo,True,3,6.0,0.0,Isole,79.0,0
DGR091 ,2017,2023,7,75.0,M,28.714285714285715,201.0,24.547330375652432,0.0,0.0,617.0,4319.0,1.0,5.0,5.0,4F,3F,False,False,LOM,MONZA BRIDGE,Ordinario Sportivo,True,2,4.0,0.0,Nord-Ovest,77.0,0
DGT005 ,2017,2022,4,80.0,M,40.0,160.0,28.401877872187722,4509.75,18039.0,26221.75,104887.0,14.0,16.0,16.0,1Q,1P,False,True,VEN,C.LO CITTADINO VERONA BRIDGE,Ordinario Amatoriale,True,3,2.0,0.17198344901227977,Nord-Est,83.0,0
DGT056 ,2019,2023,5,57.0,F,42.2,211.0,35.35109616405126,0.0,0.0,1092.4,5462.0,0.0,6.0,6.0,NC,3Q,True,False,EMI,BRIDGE CESENA,Ordinario Sportivo,True,2,6.0,0.0,Nord-Est,59.0,0
