MmbCode,AnnoInizio,AnnoFine,AnniPresenza,EtaUltima,Sesso,GareMedie,GareTotali,GareStd,PuntiCampMedi,PuntiCampTot,PuntiTotMedi,PuntiTotTot,CatInizio,CatFine,CatMax,CatLabelInizio,CatLabelFine,EraScuolaBridge,EraAgonista,Regione,Circolo,TipoTessera,Churned,AnniDaChurn,Progressione,RatioChamp,Macroregione,EtaAttuale,Cluster
CLN424 ,2021,2021,1,66.0,F,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,UNIVERSITA' DEL BRIDGE,Ordinario Amatoriale,True,4,0.0,0.0,Centro,70.0,1
CLN435 ,2024,2024,1,72.0,M,18.0,18.0,0.0,11.0,11.0,83.0,83.0,0.0,0.0,0.0,NC,NC,True,False,TOS,BRIDGE LUCCA,Scuola Bridge,True,1,0.0,0.13095238095238096,Centro,73.0,1
CLN436 ,2024,2024,1,50.0,F,8.0,8.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,NC,NC,True,False,LAZ,REALEBRIDGE,Scuola Bridge,True,1,0.0,0.0,Centro,51.0,1
CLP001 ,2018,2019,2,79.0,M,3.5,7.0,2.1213203435596424,0.0,0.0,62.5,125.0,0.0,5.0,5.0,NC,3F,True,False,LOM,BRIDGE TIME ASD,Scuola Bridge,True,6,5.0,0.0,Nord-Ovest,85.0,1
CLP005 ,2017,2019,3,87.0,M,1.6666666666666667,5.0,1.1547005383792517,0.0,0.0,414.3333333333333,1243.0,4.0,5.0,5.0,4P,3F,False,False,LOM,SOC.CANOTTIERI MILANO,Ordinario Sportivo,True,6,1.0,0.0,Nord-Ovest,93.0,1
CLP009 ,2017,2018,2,74.0,M,2.0,4.0,1.4142135623730951,930.0,1860.0,1888.5,3777.0,6.0,6.0,6.0,3Q,3Q,False,True,PUG,BRIDGE BARI,Agonista,True,7,0.0,0.4923239809422975,Sud,81.0,1
CLP014 ,2023,2024,2,81.0,M,4.0,8.0,4.242640687119285,0.0,0.0,184.5,369.0,0.0,0.0,0.0,NC,NC,True,False,CAB,BRIDGE CATANZARO,Ordinario Sportivo,True,1,0.0,0.0,Sud,82.0,1
CLP040 ,2019,2019,1,85.0,F,21.0,21.0,0.0,0.0,0.0,169.0,169.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Sportivo,True,6,0.0,0.0,Centro,91.0,1
CLP047 ,2018,2018,1,60.0,M,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,NC,NC,False,False,LOM,A.B.A./T.C.A. MILANO,Ordinario Sportivo,True,7,0.0,0.0,Nord-Ovest,67.0,1
CLP050 ,2017,2018,2,73.0,M,7.0,14.0,5.656854249492381,0.0,0.0,209.0,418.0,1.0,0.0,1.0,4F,NC,False,False,LIG,SPEZIA BRIDGE,Ordinario Sportivo,True,7,-1.0,0.0,Nord-Ovest,80.0,1
CLP051 ,2017,2020,4,66.0,M,19.0,76.0,14.787382008545888,0.0,0.0,1180.75,4723.0,5.0,0.0,5.0,3F,NC,False,False,LAZ,ARCADIA BENBRIDGE SSD A R.L.,Ordinario Sportivo,True,5,-5.0,0.0,Centro,71.0,1
CLR012 ,2017,2019,3,70.0,M,3.3333333333333335,10.0,0.5773502691896258,713.3333333333334,2140.0,3576.3333333333335,10729.0,2.0,7.0,8.0,4Q,3C,False,False,EMI,BRIDGE CESENA,Ordinario Sportivo,True,6,5.0,0.19944082013047532,Nord-Est,76.0,1
CLR023 ,2017,2020,4,86.0,M,8.75,35.0,7.762087348130012,2580.0,10320.0,8638.25,34553.0,12.0,10.0,12.0,2P,2Q,False,True,LAZ,C.C.ANIENE ASD,Agonista,True,5,-2.0,0.2986629623198472,Centro,91.0,1
CLR025 ,2017,2019,3,79.0,F,7.0,21.0,3.605551275463989,0.0,0.0,290.3333333333333,871.0,2.0,0.0,2.0,4Q,NC,False,False,LOM,UNICREDIT GROUP CIRCOLO MILANO,Ordinario Sportivo,True,6,-2.0,0.0,Nord-Ovest,85.0,1
CLR048 ,2020,2020,1,69.0,M,4.0,4.0,0.0,0.0,0.0,696.0,696.0,0.0,0.0,0.0,NC,NC,False,False,PUG,BRIDGE BARI,Ordinario Sportivo,True,5,0.0,0.0,Sud,74.0,1
CLR054 ,2017,2019,3,88.0,F,6.666666666666667,20.0,6.3508529610858835,0.0,0.0,309.0,927.0,2.0,0.0,2.0,4Q,NC,False,False,MAR,LAFENICE BRIDGE R.CONERO,Ordinario Sportivo,True,6,-2.0,0.0,Centro,94.0,1
CLR067 ,2017,2017,1,84.0,F,24.0,24.0,0.0,0.0,0.0,1624.0,1624.0,3.0,3.0,3.0,4C,4C,False,False,VEN,CIRCOLO EREMITANI,Ordinario Sportivo,True,8,0.0,0.0,Nord-Est,92.0,1
CLR070 ,2017,2020,4,78.0,M,17.25,69.0,20.1059692628831,0.0,0.0,3022.0,12088.0,7.0,6.0,8.0,3C,3Q,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Sportivo,True,5,-1.0,0.0,Centro,83.0,1
CLR088 ,2017,2020,4,85.0,M,20.0,80.0,19.026297590440446,0.0,0.0,194.75,779.0,0.0,0.0,5.0,NC,NC,False,False,CAM,ASD CLUB IPPOCAMPO,Ordinario Amatoriale,True,5,0.0,0.0,Sud,90.0,1
CLR103 ,2017,2018,2,78.0,F,11.5,23.0,2.1213203435596424,0.0,0.0,50.0,100.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,BRIDGE 3A S.S.D. A R.L.,Ordinario Amatoriale,True,7,0.0,0.0,Centro,85.0,1
CLR134 ,2017,2018,2,85.0,F,2.5,5.0,2.1213203435596424,1178.0,2356.0,7668.5,15337.0,6.0,5.0,6.0,3Q,3F,False,False,VEN,STEFANI STEFANO,Aderente,True,7,-1.0,0.1536054244360412,Nord-Est,92.0,1
CLR136 ,2017,2019,3,89.0,F,60.666666666666664,182.0,24.00694344004112,0.0,0.0,571.3333333333334,1714.0,2.0,5.0,5.0,4Q,3F,False,False,VEN,BRIDGE TERME A.S.D.,Ordinario Amatoriale,True,6,3.0,0.0,Nord-Est,95.0,1
CLR168 ,2022,2022,1,87.0,M,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,TENNIS CLUB PARIOLI ASD,Ordinario Amatoriale,True,3,0.0,0.0,Centro,90.0,1
CLR190 ,2018,2018,1,77.0,F,1.0,1.0,0.0,0.0,0.0,974.0,974.0,4.0,4.0,4.0,4P,4P,False,False,LOM,BRIDGE FIOCCHI ASD,Ordinario Sportivo,True,7,0.0,0.0,Nord-Ovest,84.0,1
CLR238 ,2017,2018,2,85.0,F,2.5,5.0,2.1213203435596424,20.0,40.0,878.5,1757.0,3.0,2.0,3.0,4C,4Q,False,False,LOM,SOC.CANOTTIERI MILANO,Ordinario Sportivo,True,7,-1.0,0.022753128555176336,Nord-Ovest,92.0,1
CLR241 ,2017,2017,1,58.0,M,6.0,6.0,0.0,0.0,0.0,1689.0,1689.0,6.0,6.0,6.0,3Q,3Q,False,False,LIG,LIGURIABRIDGE,Ordinario Sportivo,True,8,0.0,0.0,Nord-Ovest,66.0,1
CLR265 ,2018,2018,1,64.0,F,49.0,49.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,NC,NC,False,False,PIE,SOC.CANOTTIERI CAPRERA ASD,Ordinario Sportivo,True,7,0.0,0.0,Nord-Ovest,71.0,1
CLR276 ,2018,2018,1,85.0,F,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,NC,NC,False,False,VEN,PIACEREBRIDGE,Aderente,True,7,0.0,0.0,Nord-Est,92.0,1
CLS002 ,2017,2017,1,104.0,F,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4P,4P,False,False,   ,E.T.D.SECONDARIO            ,Ordinario Sportivo,True,8,0.0,0.0,Altro,112.0,1
CLS005 ,2019,2019,1,87.0,F,4.0,4.0,0.0,0.0,0.0,592.0,592.0,0.0,0.0,0.0,NC,NC,False,False,PIE,SOC.CANOTTIERI CAPRERA ASD,Ordinario Sportivo,True,6,0.0,0.0,Nord-Ovest,93.0,1
CLS018 ,2017,2021,4,93.0,F,8.75,35.0,6.2915286960589585,0.0,0.0,292.5,1170.0,1.0,0.0,5.0,4F,NC,False,False,CAB,VILLAGGIO DEL BRIDGE,Ordinario Amatoriale,True,4,-1.0,0.0,Sud,97.0,1
CLS024 ,2017,2017,1,77.0,F,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,NC,NC,True,False,SIC,CIRCOLO BRIDGE CATANIA,Scuola Bridge,True,8,0.0,0.0,Isole,85.0,1
CLS039 ,2017,2021,2,65.0,F,4.5,9.0,4.949747468305833,1010.0,2020.0,13261.5,26523.0,7.0,0.0,7.0,3C,NC,False,False,VEN,PALLADIO BRIDGE,Ordinario Sportivo,True,4,-7.0,0.0761574423163927,Nord-Est,69.0,1
CLS045 ,2018,2020,3,63.0,F,2.3333333333333335,7.0,2.3094010767585034,0.0,0.0,13.333333333333334,40.0,0.0,0.0,0.0,NC,NC,True,False,MAR,ROSSINI BR.PESARO,Scuola Bridge,True,5,0.0,0.0,Centro,68.0,1
CLS076 ,2017,2019,3,82.0,F,9.666666666666666,29.0,3.055050463303893,0.0,0.0,77.66666666666667,233.0,0.0,5.0,5.0,NC,3F,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Sportivo,True,6,5.0,0.0,Centro,88.0,1
CLS095 ,2019,2019,1,59.0,F,2.0,2.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,NC,NC,True,False,PUG,C.LO TENNIS GALATINA ASD,Scuola Bridge,True,6,0.0,0.0,Sud,65.0,1
CLT005 ,2017,2019,3,67.0,M,1.6666666666666667,5.0,0.5773502691896257,0.0,0.0,290.3333333333333,871.0,3.0,5.0,5.0,4C,3F,False,False,EMI,BRIDGE FORLI',Ordinario Sportivo,True,6,2.0,0.0,Nord-Est,73.0,1
CLT007 ,2017,2017,1,102.0,M,2.0,2.0,0.0,0.0,0.0,336.0,336.0,2.0,2.0,2.0,4Q,4Q,False,False,MAR,BR.FILARMONICA MACERATA,Ordinario Amatoriale,True,8,0.0,0.0,Centro,110.0,1
CLT029 ,2017,2020,4,77.0,M,21.0,84.0,11.575836902790225,0.0,0.0,770.25,3081.0,2.0,0.0,5.0,4Q,NC,False,False,LOM,BRIDGE CREMA,Ordinario Sportivo,True,5,-2.0,0.0,Nord-Ovest,82.0,1
CLT067 ,2019,2019,1,77.0,F,1.0,1.0,0.0,0.0,0.0,309.0,309.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,BRIDGE 3A S.S.D. A R.L.,Ordinario Amatoriale,True,6,0.0,0.0,Centro,83.0,1
CLT069 ,2017,2020,4,83.0,F,13.75,55.0,10.53169818531972,0.0,0.0,590.75,2363.0,0.0,0.0,5.0,NC,NC,False,False,PIE,IDEA BRIDGE TORINO,Ordinario Sportivo,True,5,0.0,0.0,Nord-Ovest,88.0,1
CLT092 ,2017,2019,3,77.0,F,6.666666666666667,20.0,4.725815626252608,0.0,0.0,59.0,177.0,0.0,5.0,5.0,NC,3F,False,False,LOM,BRIDGE INSTITUTE 2000,Ordinario Sportivo,True,6,5.0,0.0,Nord-Ovest,83.0,1
CLT103 ,2017,2020,4,87.0,M,32.75,131.0,18.997806890972093,0.0,0.0,3455.5,13822.0,7.0,7.0,8.0,3C,3C,False,False,LOM,IL BRIDGE,Ordinario Sportivo,True,5,0.0,0.0,Nord-Ovest,92.0,1
CLT136 ,2017,2019,2,57.0,F,2.5,5.0,0.7071067811865476,50.0,100.0,3557.5,7115.0,4.0,5.0,5.0,4P,3F,False,False,LAZ,ASS.BRIDGE SORA,Ordinario Sportivo,True,6,1.0,0.014052838673412029,Centro,63.0,1
CLT143 ,2017,2019,3,81.0,M,28.0,84.0,7.0,0.0,0.0,776.6666666666666,2330.0,5.0,5.0,5.0,3F,3F,False,False,PIE,BRIDGE TORINO,Ordinario Sportivo,True,6,0.0,0.0,Nord-Ovest,87.0,1
CLT175 ,2024,2024,1,66.0,F,3.0,3.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,NC,NC,True,False,EMI,ASS.RIMINI BRIDGE,Scuola Bridge,True,1,0.0,0.0,Nord-Est,67.0,1
CLV031 ,2019,2019,1,89.0,F,3.0,3.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,NC,NC,True,False,LOM,BRIDGE INSTITUTE 2000,Scuola Bridge,True,6,0.0,0.0,Nord-Ovest,95.0,1
CLV035 ,2023,2024,2,54.0,F,13.5,27.0,9.192388155425117,0.0,0.0,256.5,513.0,0.0,0.0,0.0,NC,NC,True,False,MAR,CENTOBUCHI BRIDGE,Scuola Bridge,True,1,0.0,0.0,Centro,55.0,1
CLV036 ,2024,2024,1,72.0,F,6.0,6.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,NC,NC,False,False,LOM,BRIDGE INSTITUTE 2000,Ordinario Sportivo,True,1,0.0,0.0,Nord-Ovest,73.0,1
CLZ002 ,2018,2020,3,60.0,F,14.333333333333334,43.0,10.969655114602888,0.0,0.0,127.66666666666667,383.0,0.0,0.0,0.0,NC,NC,True,False,VEN,C.LO CITTADINO VERONA BRIDGE,Ordinario Sportivo,True,5,0.0,0.0,Nord-Est,65.0,1
CLZ003 ,2021,2022,2,76.0,M,22.0,44.0,19.79898987322333,1970.0,3940.0,26954.0,53908.0,9.0,9.0,9.0,2F,2F,False,False,LOM,A.BERGAMASCA BR.LORETO,Ordinario Sportivo,True,3,0.0,0.07308612662078688,Nord-Ovest,79.0,1
CLZ011 ,2017,2018,2,82.0,F,52.0,104.0,8.48528137423857,0.0,0.0,2029.5,4059.0,4.0,7.0,7.0,4P,3C,False,False,EMI,SPORT CLUB  DIL. RAPID,Ordinario Sportivo,True,7,3.0,0.0,Nord-Est,89.0,1
CLZ015 ,2018,2019,2,66.0,F,13.5,27.0,3.5355339059327378,1056.0,2112.0,1132.5,2265.0,0.0,5.0,5.0,NC,3F,False,True,CAM,ASD CLUB IPPOCAMPO,Ordinario Sportivo,True,6,5.0,0.9320388349514563,Sud,72.0,1
CLZ024 ,2024,2024,1,69.0,F,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,NC,NC,True,False,LOM,BR.ASS.COMOCANTUHELIOS,Scuola Bridge,True,1,0.0,0.0,Nord-Ovest,70.0,1
CLZ025 ,2024,2024,1,82.0,F,1.0,1.0,0.0,190.0,190.0,817.0,817.0,0.0,0.0,0.0,NC,NC,False,False,BAS,LUCANIA BRIDGE,Ordinario Amatoriale,True,1,0.0,0.23227383863080683,Sud,83.0,1
CMC004 ,2017,2021,5,63.0,F,19.4,97.0,26.23547217032695,0.0,0.0,470.4,2352.0,2.0,0.0,5.0,4Q,NC,False,False,VEN,C.LO CITTADINO VERONA BRIDGE,Ordinario Sportivo,True,4,-2.0,0.0,Nord-Est,67.0,1
CMC006 ,2018,2021,2,64.0,M,4.0,8.0,4.242640687119285,0.0,0.0,69.5,139.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,TENNIS CLUB PARIOLI ASD,Ordinario Sportivo,True,4,0.0,0.0,Centro,68.0,1
CMC008 ,2018,2018,1,82.0,M,4.0,4.0,0.0,140.0,140.0,533.0,533.0,4.0,4.0,4.0,4P,4P,False,False,LOM,BRIDGE CREMONA,Ordinario Sportivo,True,7,0.0,0.26217228464419473,Nord-Ovest,89.0,1
CMC014 ,2017,2020,4,85.0,M,2.5,10.0,1.2909944487358056,22.5,90.0,247.75,991.0,2.0,0.0,2.0,4Q,NC,False,False,LOM,ASS.IT.ROTARIANI BR.,Ordinario Sportivo,True,5,-2.0,0.0907258064516129,Nord-Ovest,90.0,1
CMC033 ,2017,2019,3,97.0,M,19.666666666666668,59.0,17.03917055884274,0.0,0.0,300.6666666666667,902.0,1.0,0.0,1.0,4F,NC,False,False,CAM,DUE FIORI BRIDGE,Ordinario Amatoriale,True,6,-1.0,0.0,Sud,103.0,1
CMC038 ,2018,2019,2,74.0,F,9.0,18.0,8.48528137423857,0.0,0.0,21.5,43.0,0.0,0.0,0.0,NC,NC,True,False,LOM,BRIDGE INSTITUTE 2000,Scuola Bridge,True,6,0.0,0.0,Nord-Ovest,80.0,1
CMC045 ,2017,2018,2,80.0,M,9.0,18.0,2.8284271247461903,0.0,0.0,981.0,1962.0,0.0,5.0,5.0,NC,3F,False,False,LAZ,NUOVO BRIDGE INSIEME,Ordinario Sportivo,True,7,5.0,0.0,Centro,87.0,1
CMC077 ,2017,2019,3,76.0,M,7.666666666666667,23.0,1.5275252316519468,16230.666666666666,48692.0,18943.0,56829.0,13.0,14.0,14.0,1F,1Q,False,True,LIG,BRIDGE CAIRO MONTENOTTE,Agonista,True,6,1.0,0.8568009853950378,Nord-Ovest,82.0,1
CMC105 ,2017,2017,1,72.0,M,4.0,4.0,0.0,0.0,0.0,214.0,214.0,1.0,1.0,1.0,4F,4F,False,False,SIC,BRIDGE MESSINA,Ordinario Sportivo,True,8,0.0,0.0,Isole,80.0,1
CMC107 ,2017,2019,3,67.0,M,61.333333333333336,184.0,38.397048497681865,0.0,0.0,1387.6666666666667,4163.0,5.0,6.0,6.0,3F,3Q,False,False,PIE,SOC.CANOTTIERI CAPRERA ASD,Ordinario Sportivo,True,6,1.0,0.0,Nord-Ovest,73.0,1
CMC113 ,2017,2017,1,79.0,F,2.0,2.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,UNIVERSITA' DEL BRIDGE,Ordinario Amatoriale,True,8,0.0,0.0,Centro,87.0,1
CMD008 ,2017,2020,4,85.0,M,26.75,107.0,24.32248616678265,0.0,0.0,767.0,3068.0,0.0,0.0,5.0,NC,NC,False,True,CAM,ASD CLUB IPPOCAMPO,Agonista,True,5,0.0,0.0,Sud,90.0,1
CMD030 ,2017,2021,4,63.0,M,4.5,18.0,4.041451884327381,0.0,0.0,1282.25,5129.0,2.0,0.0,6.0,4Q,NC,False,False,MAR,BR.FILARMONICA MACERATA,Ordinario Sportivo,True,4,-2.0,0.0,Centro,67.0,1
CMD055 ,2018,2022,2,88.0,F,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,BRIDGE VITERBO,Ordinario Amatoriale,True,3,0.0,0.0,Centro,91.0,1
CMG001 ,2017,2018,2,88.0,M,6.0,12.0,5.656854249492381,0.0,0.0,40.0,80.0,0.0,0.0,0.0,NC,NC,True,False,CAM,C.LO CANOTTIERI NAPOLI A.S.D.,Scuola Bridge,True,7,0.0,0.0,Sud,95.0,1
CMG008 ,2017,2017,1,61.0,M,102.0,102.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,1P,1P,False,True,   ,E.T.D.SECONDARIO            ,Agonista,True,8,0.0,0.0,Altro,69.0,1
CMG022 ,2017,2020,4,85.0,M,50.5,202.0,31.649117944528353,75.0,300.0,4711.75,18847.0,8.0,5.0,8.0,3P,3F,False,False,LOM,BRIDGE VILLASANTA,Ordinario Sportivo,True,5,-3.0,0.015916808149405774,Nord-Ovest,90.0,1
CMG027 ,2017,2019,3,74.0,M,13.0,39.0,3.605551275463989,0.0,0.0,223.0,669.0,1.0,5.0,5.0,4F,3F,False,False,FRI,BRIDGE GRADO,Ordinario Sportivo,True,6,4.0,0.0,Nord-Est,80.0,1
CMG028 ,2017,2023,2,71.0,M,4.5,9.0,4.949747468305833,0.0,0.0,129.5,259.0,2.0,0.0,2.0,4Q,NC,True,False,PUG,BRIDGE MAGLIE,Ordinario Amatoriale,True,2,-2.0,0.0,Sud,73.0,1
CMG029 ,2018,2019,2,77.0,M,1.0,2.0,0.0,0.0,0.0,10.5,21.0,0.0,0.0,0.0,NC,NC,False,False,LOM,BCM BR.CLUB MERATE,Ordinario Sportivo,True,6,0.0,0.0,Nord-Ovest,83.0,1
CML020 ,2017,2017,1,67.0,F,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,NC,NC,False,False,LIG,TENNIS CLUB GENOVA 1893 ASD,Ordinario Sportivo,True,8,0.0,0.0,Nord-Ovest,75.0,1
CML025 ,2017,2018,2,78.0,M,20.5,41.0,4.949747468305833,195.0,390.0,892.0,1784.0,2.0,5.0,5.0,4Q,3F,False,False,CAM,ASD POL RAILWAY SPORTS,Ordinario Sportivo,True,7,3.0,0.2184873949579832,Sud,85.0,1
CML033 ,2017,2018,2,65.0,F,32.0,64.0,14.142135623730951,18.0,36.0,423.0,846.0,0.0,3.0,3.0,NC,4C,True,False,SIC,ETNA BRIDGE SSD A R.L.,Scuola Bridge,True,7,3.0,0.04250295159386069,Isole,72.0,1
CML036 ,2017,2018,2,81.0,F,13.0,26.0,16.97056274847714,0.0,0.0,358.0,716.0,2.0,1.0,2.0,4Q,4F,False,False,LOM,TENNIS CLUB PAVIA ASD,Ordinario Sportivo,True,7,-1.0,0.0,Nord-Ovest,88.0,1
CML047 ,2017,2020,4,82.0,F,10.25,41.0,4.924428900898052,0.0,0.0,1841.0,7364.0,7.0,0.0,7.0,3C,NC,False,False,LOM,BRIDGE INSTITUTE 2000,Ordinario Sportivo,True,5,-7.0,0.0,Nord-Ovest,87.0,1
CML056 ,2018,2019,2,72.0,F,12.5,25.0,0.7071067811865476,0.0,0.0,44.5,89.0,0.0,0.0,0.0,NC,NC,True,False,PIE,BRIDGE TORINO,Ordinario Sportivo,True,6,0.0,0.0,Nord-Ovest,78.0,1
CML069 ,2019,2019,1,81.0,F,6.0,6.0,0.0,0.0,0.0,96.0,96.0,0.0,0.0,0.0,NC,NC,True,False,TOS,S.STANZE CIVICHE,Scuola Bridge,True,6,0.0,0.0,Centro,87.0,1
CML137 ,2017,2019,3,84.0,M,10.333333333333334,31.0,12.858201014657272,0.0,0.0,159.66666666666666,479.0,1.0,5.0,5.0,4F,3F,False,False,TRT,CIRCOLO BRIDGE ARCO,Ordinario Sportivo,True,6,4.0,0.0,Nord-Est,90.0,1
CML162 ,2018,2019,2,78.0,F,6.0,12.0,1.4142135623730951,0.0,0.0,21.5,43.0,0.0,0.0,0.0,NC,NC,False,False,EMI,BRIDGE GIARDINI,Ordinario Sportivo,True,6,0.0,0.0,Nord-Est,84.0,1
CML164 ,2017,2019,3,78.0,F,5.333333333333333,16.0,5.8594652770823155,0.0,0.0,282.6666666666667,848.0,2.0,5.0,5.0,4Q,3F,False,False,LOM,MILANO BRIDGE,Ordinario Sportivo,True,6,3.0,0.0,Nord-Ovest,84.0,1
CML172 ,2017,2018,2,86.0,F,12.0,24.0,1.4142135623730951,0.0,0.0,753.5,1507.0,4.0,3.0,4.0,4P,4C,False,False,LAZ,ROMA TOP BRIDGE,Ordinario Amatoriale,True,7,-1.0,0.0,Centro,93.0,1
CML174 ,2019,2019,1,94.0,F,2.0,2.0,0.0,0.0,0.0,105.0,105.0,0.0,0.0,0.0,NC,NC,False,False,CAM,ASD CLUB IPPOCAMPO,Ordinario Amatoriale,True,6,0.0,0.0,Sud,100.0,1
CML182 ,2019,2019,1,61.0,M,3.0,3.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,NC,NC,True,False,LOM,ASD CANOTTIERI TICINO PAVIA,Scuola Bridge,True,6,0.0,0.0,Nord-Ovest,67.0,1
CML205 ,2020,2020,1,67.0,F,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,NC,NC,True,False,LOM,BRIDGE VARESE,Scuola Bridge,True,5,0.0,0.0,Nord-Ovest,72.0,1
CML209 ,2022,2023,2,60.0,F,1.5,3.0,0.7071067811865476,0.0,0.0,4.5,9.0,0.0,0.0,0.0,NC,NC,True,False,VEN,C.LO DEL BRIDGE VENEZIA,Scuola Bridge,True,2,0.0,0.0,Nord-Est,62.0,1
CML210 ,2023,2024,2,70.0,M,5.5,11.0,2.1213203435596424,0.0,0.0,28.0,56.0,0.0,0.0,0.0,NC,NC,True,False,LOM,BRIDGE INSTITUTE 2000,Scuola Bridge,True,1,0.0,0.0,Nord-Ovest,71.0,1
CMN007 ,2017,2018,2,98.0,F,5.5,11.0,3.5355339059327378,0.0,0.0,668.0,1336.0,3.0,2.0,3.0,4C,4Q,False,False,LOM,ASD GOLF CLUB CARIMATE,Ordinario Sportivo,True,7,-1.0,0.0,Nord-Ovest,105.0,1
CMN008 ,2017,2020,3,78.0,M,2.0,6.0,0.0,4332.0,12996.0,6657.666666666667,19973.0,9.0,9.0,9.0,2F,2F,False,True,TOS,LE 9 DAME,Agonista,True,5,0.0,0.6506458395914689,Centro,83.0,1
CMN009 ,2017,2020,4,88.0,M,20.25,81.0,18.962682651284688,0.0,0.0,604.0,2416.0,2.0,0.0,5.0,4Q,NC,False,False,CAM,DUE FIORI BRIDGE,Ordinario Sportivo,True,5,-2.0,0.0,Sud,93.0,1
CMN010 ,2018,2018,1,89.0,F,3.0,3.0,0.0,0.0,0.0,2725.0,2725.0,0.0,0.0,0.0,NC,NC,False,False,LAZ,BRIDGE EUR  S.S.D. A R.L.,Ordinario Sportivo,True,7,0.0,0.0,Centro,96.0,1
CMN014 ,2018,2020,3,67.0,M,2.3333333333333335,7.0,2.3094010767585034,36.0,108.0,43.666666666666664,131.0,0.0,0.0,0.0,NC,NC,True,False,PIE,BRIDGE TORINO,Scuola Bridge,True,5,0.0,0.8181818181818182,Nord-Ovest,72.0,1
CMN019 ,2017,2020,4,97.0,F,36.0,144.0,30.21037349432586,0.0,0.0,1944.25,7777.0,4.0,5.0,7.0,4P,3F,False,False,LOM,MILANO BRIDGE,Ordinario Sportivo,True,5,1.0,0.0,Nord-Ovest,102.0,1
CMN036 ,2017,2020,4,75.0,F,9.75,39.0,6.601767440112787,12603.5,50414.0,19324.0,77296.0,14.0,14.0,14.0,1Q,1Q,False,True,TOS,LE 9 DAME,Agonista,True,5,0.0,0.6522115994152425,Centro,80.0,1
CMN043 ,2017,2019,3,91.0,F,11.0,33.0,8.18535277187245,0.0,0.0,510.0,1530.0,3.0,5.0,5.0,4C,3F,False,False,LOM,BERGAMASCA BRIDGE,Ordinario Sportivo,True,6,2.0,0.0,Nord-Ovest,97.0,1
CMN059 ,2017,2019,3,85.0,M,4.0,12.0,4.358898943540674,0.0,0.0,154.66666666666666,464.0,0.0,0.0,1.0,NC,NC,False,False,EMI,ASS.RIMINI BRIDGE,Ordinario Amatoriale,True,6,0.0,0.0,Nord-Est,91.0,1
CMN074 ,2017,2018,2,85.0,F,18.5,37.0,9.192388155425117,0.0,0.0,2012.5,4025.0,7.0,6.0,7.0,3C,3Q,False,False,LAZ,AMICI DEL BRIDGE RI,Ordinario Amatoriale,True,7,-1.0,0.0,Centro,92.0,1
CMN076 ,2019,2019,1,87.0,M,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,NC,NC,False,False,LOM,ASS.IT.ROTARIANI BR.,Ordinario Sportivo,True,6,0.0,0.0,Nord-Ovest,93.0,1
CMN096 ,2017,2017,1,83.0,M,53.0,53.0,0.0,0.0,0.0,3280.0,3280.0,8.0,8.0,8.0,3P,3P,False,False,LIG,BRIDGE IMPERIA,Ordinario Amatoriale,True,8,0.0,0.0,Nord-Ovest,91.0,1
CMN173 ,2020,2020,1,79.0,F,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,False,False,PIE,BRIDGE TORINO,Ordinario Amatoriale,True,5,0.0,0.0,Nord-Ovest,84.0,1
