MmbCode,Cluster,GareMedie,AnniPresenza,Eta,Sesso,AncoraAttivo
MRG194 ,Occasionale,2.0,2,16.0,F,True
MRG197 ,Occasionale,4.0,1,69.0,M,True
MRH001 ,Regolare Fedele,47.0,9,73.0,M,True
MRH002 ,Sociale,17.666666666666668,6,65.0,F,True
MRH004 ,Sociale,26.0,5,92.0,M,False
MRH005 ,Super Agonista,80.33333333333333,9,74.0,F,True
MRL001 ,Sociale,16.555555555555557,9,79.0,M,True
MRL005 ,Sociale,15.555555555555555,9,68.0,M,True
MRL007 ,Regolare Fedele,41.5,4,78.0,M,False
MRL008 ,Regolare Fedele,32.25,4,100.0,F,False
MRL009 ,Occasionale,2.3333333333333335,3,86.0,M,False
MRL012 ,Regolare Fedele,54.44444444444444,9,74.0,F,True
MRL015 ,Super Agonista,193.6,5,79.0,M,False
MRL021 ,Occasionale,8.25,4,77.0,M,True
MRL025 ,Occasionale,1.0,1,72.0,M,False
MRL026 ,Sociale,28.666666666666668,3,86.0,M,False
MRL030 ,Sociale,11.88888888888889,9,78.0,M,True
MRL039 ,Occasionale,1.0,1,92.0,M,False
MRL042 ,Agonista Attivo,70.22222222222223,9,74.0,M,True
MRL046 ,Regolare Fedele,65.75,4,86.0,M,False
MRL051 ,Nuovo Entusiasta,103.0,2,97.0,M,False
MRL056 ,Agonista Attivo,51.77777777777778,9,83.0,F,True
MRL062 ,Regolare Fedele,37.0,8,77.0,M,True
MRL064 ,Occasionale,9.0,1,81.0,F,False
MRL066 ,Sociale,15.0,2,77.0,M,True
MRL069 ,Regolare Fedele,76.5,4,95.0,M,False
MRL071 ,Sociale,20.11111111111111,9,80.0,M,True
MRL073 ,Super Agonista,137.22222222222223,9,80.0,F,True
MRL074 ,Occasionale,2.6666666666666665,3,77.0,M,True
MRL076 ,Regolare Fedele,51.6,5,87.0,F,False
MRL083 ,Regolare Fedele,37.5,6,70.0,F,False
MRL089 ,Regolare Fedele,45.44444444444444,9,72.0,M,True
MRL090 ,Agonista Attivo,67.11111111111111,9,76.0,M,True
MRL091 ,Regolare Fedele,47.333333333333336,9,73.0,M,True
MRL093 ,Occasionale,5.0,2,76.0,M,False
MRL095 ,Sociale,22.75,4,85.0,F,False
MRL108 ,Agonista Attivo,88.0,7,79.0,M,True
MRL110 ,Agonista Attivo,84.66666666666667,9,93.0,M,True
MRL119 ,Regolare,30.0,1,90.0,M,False
MRL120 ,Occasionale,8.166666666666666,6,79.0,F,True
MRL121 ,Regolare Fedele,67.0,5,89.0,F,False
MRL128 ,Sociale,18.75,4,72.0,M,False
MRL131 ,Occasionale,4.0,1,78.0,F,True
MRL134 ,Occasionale,1.0,1,70.0,F,False
MRL136 ,Regolare Fedele,54.0,9,91.0,M,True
MRL141 ,Super Agonista,81.11111111111111,9,70.0,F,True
MRL143 ,Regolare Fedele,80.11111111111111,9,81.0,F,True
MRL144 ,Regolare Fedele,41.5,4,75.0,M,False
MRL151 ,Super Agonista,153.33333333333334,9,72.0,M,True
MRL155 ,Occasionale,1.0,1,79.0,F,False
MRL157 ,Occasionale,8.0,3,75.0,M,False
MRL159 ,Sociale,18.75,4,79.0,M,True
MRL160 ,Regolare Fedele,114.88888888888889,9,73.0,M,True
MRL161 ,Regolare Fedele,67.0,6,69.0,M,False
MRL162 ,Sociale,15.777777777777779,9,67.0,F,True
MRL166 ,Occasionale,3.0,3,75.0,M,False
MRL170 ,Occasionale,4.0,2,81.0,F,False
MRL171 ,Regolare Fedele,35.75,8,79.0,F,True
MRL173 ,Occasionale,4.0,2,74.0,M,False
MRL179 ,Regolare Fedele,44.142857142857146,7,85.0,F,False
MRL188 ,Occasionale,3.0,1,83.0,F,False
MRL190 ,Occasionale,8.5,2,100.0,M,False
MRL192 ,Sociale,23.88888888888889,9,62.0,F,True
MRL195 ,Occasionale,3.5,2,63.0,F,False
MRL201 ,Sociale,27.5,4,73.0,M,False
MRL204 ,Regolare Fedele,72.33333333333333,9,70.0,M,True
MRL208 ,Occasionale,4.5,2,78.0,M,False
MRL210 ,Occasionale,5.0,1,65.0,F,False
MRL213 ,Occasionale,3.5,2,86.0,M,False
MRL214 ,Sociale,26.428571428571427,7,84.0,F,False
MRL219 ,Occasionale,8.0,2,65.0,F,False
MRL220 ,Regolare Fedele,42.333333333333336,6,61.0,F,True
MRL221 ,Sociale,12.0,1,67.0,M,False
MRL225 ,Occasionale,2.0,1,47.0,F,False
MRL226 ,Occasionale,1.0,1,53.0,M,False
MRL227 ,Occasionale,4.0,3,71.0,F,False
MRL234 ,Sociale,11.666666666666666,3,68.0,F,False
MRL235 ,Occasionale,1.0,1,77.0,F,False
MRL242 ,Occasionale,1.0,3,89.0,M,False
MRL252 ,Sociale,29.285714285714285,7,82.0,F,False
MRL267 ,Regolare Fedele,92.0,6,84.0,F,False
MRL268 ,Occasionale,9.833333333333334,6,91.0,F,False
MRL272 ,Occasionale,2.5,2,64.0,F,True
MRL276 ,Nuovo Entusiasta,47.0,2,80.0,F,False
MRL283 ,Regolare Fedele,75.0,9,82.0,F,True
MRL285 ,Sociale,17.11111111111111,9,54.0,F,True
MRL287 ,Regolare Fedele,53.77777777777778,9,81.0,F,True
MRL288 ,Sociale,19.0,3,80.0,M,False
MRL303 ,Agonista Attivo,146.11111111111111,9,81.0,M,True
MRL310 ,Sociale,13.5,2,86.0,F,False
MRL318 ,Occasionale,1.0,1,75.0,F,True
MRL322 ,Sociale,26.857142857142858,7,90.0,F,False
MRL323 ,Super Agonista,188.11111111111111,9,79.0,F,True
MRL334 ,Regolare Fedele,66.57142857142857,7,75.0,F,True
MRL336 ,Agonista Attivo,76.44444444444444,9,68.0,F,True
MRL338 ,Sociale,17.666666666666668,3,80.0,F,False
MRL339 ,Occasionale,2.0,3,51.0,M,False
MRL342 ,Super Agonista,80.66666666666667,9,68.0,F,True
MRL345 ,Regolare Fedele,55.6,5,55.0,F,True
MRL352 ,Occasionale,7.0,1,82.0,F,False
MRL354 ,Regolare Fedele,56.5,4,90.0,F,False
MRL373 ,Agonista Attivo,101.5,8,80.0,F,True
MRL374 ,Regolare Fedele,41.857142857142854,7,86.0,M,False
MRL380 ,Regolare Fedele,35.857142857142854,7,77.0,F,True
MRL411 ,Regolare Fedele,45.0,9,86.0,F,True
MRL417 ,Occasionale,3.0,1,83.0,M,False
MRL431 ,Sociale,15.5,2,95.0,F,False
MRL432 ,Occasionale,1.0,2,64.0,F,False
MRL435 ,Occasionale,1.0,2,82.0,F,False
MRL436 ,Nuovo Entusiasta,93.5,2,87.0,M,False
MRL446 ,Sociale,11.2,5,85.0,F,True
MRL460 ,Regolare Fedele,82.6,5,83.0,F,False
MRL463 ,Sociale,15.6,5,90.0,M,False
MRL471 ,Regolare Fedele,33.6,5,75.0,F,True
MRL472 ,Regolare Fedele,38.666666666666664,6,76.0,M,True
MRL477 ,Sociale,21.22222222222222,9,66.0,M,True
MRL487 ,Sociale,19.5,2,74.0,F,False
MRL517 ,Occasionale,8.0,4,85.0,F,False
MRL526 ,Regolare Fedele,87.22222222222223,9,81.0,F,True
MRL527 ,Occasionale,2.0,1,91.0,F,False
MRL530 ,Regolare Fedele,48.4,5,90.0,M,False
MRL548 ,Sociale,16.11111111111111,9,78.0,F,True
MRL555 ,Regolare Fedele,120.0,7,85.0,F,False
MRL567 ,Occasionale,5.833333333333333,6,74.0,F,True
MRL569 ,Sociale,16.333333333333332,3,65.0,M,False
MRL579 ,Regolare Fedele,38.888888888888886,9,82.0,F,True
MRL590 ,Sociale,15.125,8,99.0,M,True
MRL598 ,Agonista Attivo,114.55555555555556,9,73.0,F,True
MRL606 ,Super Agonista,112.0,9,77.0,M,True
MRL607 ,Sociale,19.0,1,79.0,F,False
MRL608 ,Regolare,39.5,2,70.0,F,False
MRL611 ,Nuovo Entusiasta,48.5,2,70.0,M,False
MRL613 ,Regolare,69.33333333333333,3,90.0,F,False
MRL615 ,Regolare Fedele,80.25,4,80.0,F,False
MRL621 ,Occasionale,9.0,1,63.0,F,True
MRL622 ,Sociale,22.555555555555557,9,74.0,F,True
MRL630 ,Occasionale,2.0,2,82.0,F,False
MRL633 ,Occasionale,7.0,6,81.0,F,False
MRL637 ,Regolare Fedele,67.44444444444444,9,75.0,M,True
MRL662 ,Sociale,28.0,5,74.0,F,False
MRL671 ,Sociale,20.0,2,83.0,M,False
MRL672 ,Sociale,16.5,2,82.0,F,False
MRL673 ,Regolare Fedele,45.125,8,77.0,M,True
MRL675 ,Sociale,16.428571428571427,7,82.0,F,False
MRL679 ,Occasionale,1.5,2,78.0,F,False
MRL681 ,Agonista Attivo,53.55555555555556,9,64.0,F,True
MRL689 ,Sociale,14.666666666666666,3,76.0,F,False
MRL691 ,Regolare Fedele,33.8,5,85.0,F,False
MRL702 ,Sociale,17.0,3,77.0,M,False
MRL703 ,Regolare Fedele,71.5,4,73.0,M,False
MRL706 ,Occasionale,7.666666666666667,3,60.0,M,True
MRL711 ,Regolare Fedele,35.714285714285715,7,72.0,F,False
MRL713 ,Regolare Fedele,93.22222222222223,9,74.0,M,True
MRL722 ,Regolare Fedele,66.71428571428571,7,85.0,M,False
MRL729 ,Agonista Attivo,67.55555555555556,9,71.0,F,True
MRL737 ,Sociale,16.875,8,69.0,F,True
MRL740 ,Occasionale,5.0,2,78.0,F,True
MRL742 ,Sociale,14.25,4,74.0,F,False
MRL745 ,Occasionale,4.5,2,76.0,F,True
MRL746 ,Sociale,27.88888888888889,9,75.0,F,True
MRL747 ,Sociale,14.6,5,81.0,F,True
MRL756 ,Sociale,27.125,8,62.0,F,True
MRL757 ,Occasionale,1.0,1,44.0,M,False
MRL762 ,Sociale,16.0,3,44.0,F,False
MRL764 ,Sociale,27.88888888888889,9,70.0,M,True
MRL766 ,Sociale,17.0,4,75.0,M,False
MRL774 ,Occasionale,4.0,1,77.0,M,False
MRL777 ,Occasionale,1.0,1,95.0,M,False
MRL780 ,Occasionale,9.5,2,69.0,F,False
MRL783 ,Regolare Fedele,57.75,4,73.0,M,False
MRL784 ,Regolare Fedele,151.0,5,68.0,F,False
MRL785 ,Regolare Fedele,68.11111111111111,9,66.0,F,True
MRL788 ,Occasionale,6.666666666666667,3,76.0,M,False
MRL789 ,Regolare Fedele,48.2,5,73.0,M,False
MRL791 ,Sociale,14.5,2,64.0,F,True
MRL799 ,Regolare Fedele,44.77777777777778,9,73.0,M,True
MRL800 ,Sociale,23.375,8,79.0,M,True
MRL802 ,Sociale,26.375,8,78.0,F,True
MRL804 ,Occasionale,5.333333333333333,3,71.0,F,False
MRL808 ,Occasionale,1.0,1,25.0,F,False
MRL816 ,Occasionale,8.75,8,67.0,F,False
MRL818 ,Regolare Fedele,35.75,4,69.0,F,False
MRL820 ,Regolare Fedele,41.44444444444444,9,61.0,F,True
MRL824 ,Occasionale,9.0,2,86.0,F,False
MRL825 ,Occasionale,6.0,3,83.0,F,False
MRL826 ,Regolare Fedele,47.22222222222222,9,74.0,M,True
MRL835 ,Occasionale,1.0,1,19.0,M,False
MRL837 ,Occasionale,1.0,1,20.0,M,False
MRL842 ,Occasionale,1.0,2,17.0,F,False
MRL848 ,Occasionale,2.0,1,26.0,M,False
MRL854 ,Sociale,12.0,5,79.0,M,False
MRL855 ,Occasionale,1.0,1,18.0,M,False
MRL858 ,Occasionale,1.0,1,17.0,F,False
MRL859 ,Occasionale,1.0,1,15.0,M,False
MRL861 ,Occasionale,1.0,1,17.0,M,False
MRL862 ,Occasionale,2.0,3,22.0,F,False
MRL866 ,Sociale,17.333333333333332,6,77.0,F,False
MRL872 ,Occasionale,7.5,4,68.0,M,True
MRL883 ,Sociale,25.0,1,54.0,F,False
MRL885 ,Occasionale,1.0,1,72.0,F,False
MRL886 ,Occasionale,2.0,1,67.0,F,False
MRL888 ,Regolare,42.0,3,40.0,M,True
MRL889 ,Occasionale,2.0,1,68.0,F,True
MRL892 ,Occasionale,1.0,1,65.0,F,False
MRL893 ,Regolare,38.666666666666664,3,69.0,M,True
MRL895 ,Occasionale,2.0,2,65.0,F,True
MRL896 ,Occasionale,1.0,1,72.0,F,False
MRL898 ,Occasionale,2.0,1,59.0,F,False
MRL899 ,Occasionale,2.5,2,67.0,F,True
MRL900 ,Occasionale,5.0,1,59.0,M,True
MRL901 ,Sociale,11.0,2,64.0,F,True
MRL909 ,Occasionale,2.0,1,72.0,F,True
MRL916 ,Occasionale,1.0,1,17.0,F,True
MRL917 ,Occasionale,1.0,1,70.0,M,True
MRL919 ,Sociale,14.0,1,65.0,M,True
MRL920 ,Occasionale,1.0,1,68.0,M,True
MRM001 ,Sociale,13.666666666666666,9,68.0,M,True
MRM006 ,Super Agonista,112.66666666666667,9,68.0,M,True
MRM007 ,Sociale,14.0,4,86.0,M,False
MRM009 ,Occasionale,7.0,1,85.0,M,False
MRM011 ,Sociale,18.0,1,96.0,M,False
MRM018 ,Sociale,16.333333333333332,3,57.0,M,False
MRM024 ,Occasionale,2.25,4,74.0,M,False
MRM028 ,Occasionale,8.0,2,62.0,M,True
MRM031 ,Sociale,11.166666666666666,6,80.0,F,True
MRM035 ,Sociale,13.0,3,72.0,M,True
MRM037 ,Regolare Fedele,44.5,6,69.0,M,True
MRM038 ,Regolare Fedele,85.5,4,90.0,M,False
MRM039 ,Occasionale,1.0,1,53.0,M,False
MRM040 ,Occasionale,3.3333333333333335,3,77.0,F,True
MRM074 ,Sociale,14.4,5,67.0,M,True
MRM076 ,Regolare Fedele,46.666666666666664,9,73.0,F,True
MRM077 ,Occasionale,3.0,2,68.0,F,False
MRM079 ,Occasionale,6.0,1,74.0,M,False
MRM082 ,Sociale,29.333333333333332,6,78.0,M,False
MRM083 ,Sociale,11.285714285714286,7,85.0,M,True
MRM084 ,Occasionale,2.3333333333333335,3,19.0,M,False
MRM085 ,Occasionale,2.0,1,,F,False
MRM089 ,Occasionale,1.0,1,21.0,M,False
MRM095 ,Occasionale,2.0,1,90.0,F,False
MRM096 ,Occasionale,1.0,1,66.0,F,False
MRM099 ,Occasionale,1.0,1,65.0,M,False
MRN006 ,Occasionale,3.4285714285714284,7,66.0,M,True
MRN023 ,Sociale,19.0,2,69.0,M,False
MRN031 ,Agonista Attivo,78.11111111111111,9,75.0,F,True
MRN033 ,Agonista Attivo,57.22222222222222,9,82.0,F,True
MRN035 ,Sociale,11.666666666666666,3,82.0,F,False
MRN036 ,Regolare Fedele,70.11111111111111,9,65.0,F,True
MRN039 ,Occasionale,7.25,4,84.0,F,False
MRN044 ,Agonista Attivo,59.55555555555556,9,82.0,M,True
MRN069 ,Regolare Fedele,32.125,8,77.0,F,True
MRN075 ,Super Agonista,218.5,6,78.0,F,False
MRN076 ,Regolare Fedele,33.375,8,75.0,F,True
MRN077 ,Sociale,23.125,8,65.0,F,True
MRN078 ,Sociale,21.333333333333332,9,65.0,F,True
MRN080 ,Agonista Attivo,70.22222222222223,9,91.0,F,True
MRN091 ,Sociale,19.0,1,87.0,F,False
MRN093 ,Sociale,22.444444444444443,9,75.0,F,True
MRN094 ,Occasionale,8.555555555555555,9,77.0,F,True
MRN095 ,Regolare Fedele,78.5,4,89.0,F,False
MRN096 ,Sociale,19.666666666666668,6,98.0,F,False
MRN098 ,Occasionale,1.0,1,89.0,M,False
MRN099 ,Regolare Fedele,40.0,9,70.0,M,True
MRN100 ,Occasionale,1.0,1,84.0,F,False
MRN107 ,Sociale,16.25,4,90.0,F,False
MRN110 ,Regolare Fedele,46.75,4,92.0,M,False
MRN119 ,Occasionale,8.125,8,68.0,M,True
MRN120 ,Occasionale,7.875,8,56.0,F,True
MRN123 ,Super Agonista,135.55555555555554,9,61.0,F,True
MRN124 ,Regolare Fedele,54.75,4,90.0,M,False
MRN131 ,Regolare Fedele,38.857142857142854,7,81.0,F,True
MRN134 ,Sociale,18.8,5,85.0,M,True
MRN135 ,Sociale,27.166666666666668,6,74.0,M,False
MRN139 ,Occasionale,3.0,3,83.0,F,False
MRN140 ,Sociale,11.0,6,75.0,F,True
MRN141 ,Occasionale,1.0,1,81.0,F,False
MRN144 ,Sociale,16.333333333333332,9,81.0,F,True
MRN147 ,Nuovo Entusiasta,72.0,2,78.0,F,False
MRN152 ,Occasionale,1.0,1,67.0,F,False
MRN154 ,Regolare Fedele,108.88888888888889,9,87.0,F,True
MRN158 ,Sociale,23.833333333333332,6,78.0,F,False
MRN159 ,Occasionale,2.0,1,38.0,F,False
MRN160 ,Super Agonista,97.22222222222223,9,59.0,F,True
MRN162 ,Occasionale,6.5,4,84.0,F,False
MRN165 ,Sociale,20.666666666666668,3,84.0,F,False
MRN166 ,Agonista Attivo,73.77777777777777,9,76.0,M,True
MRN168 ,Sociale,13.2,5,87.0,F,True
MRN176 ,Occasionale,2.5,2,94.0,F,False
MRN181 ,Sociale,19.333333333333332,3,77.0,F,False
MRN184 ,Occasionale,6.857142857142857,7,71.0,M,True
MRN186 ,Occasionale,2.0,6,59.0,M,False
MRN188 ,Occasionale,2.0,1,73.0,M,False
MRN190 ,Regolare,36.0,2,86.0,M,False
MRN196 ,Super Agonista,83.0,7,82.0,M,False
MRN198 ,Agonista Attivo,61.44444444444444,9,68.0,F,True
MRN205 ,Regolare Fedele,49.666666666666664,6,51.0,M,False
MRN208 ,Occasionale,1.0,1,35.0,M,False
MRN211 ,Sociale,14.2,5,86.0,F,False
MRN212 ,Regolare Fedele,104.8,5,80.0,F,False
MRN213 ,Occasionale,7.0,3,89.0,F,False
MRN214 ,Occasionale,7.0,3,80.0,M,False
MRN216 ,Occasionale,2.0,1,57.0,F,False
MRN221 ,Occasionale,2.0,1,89.0,M,False
MRN222 ,Sociale,18.5,4,72.0,F,False
MRN224 ,Sociale,16.0,9,77.0,F,True
MRN225 ,Super Agonista,97.44444444444444,9,74.0,F,True
MRN226 ,Occasionale,1.0,1,62.0,F,False
MRN228 ,Sociale,11.75,4,74.0,F,True
MRN234 ,Regolare Fedele,43.0,9,78.0,F,True
MRN237 ,Occasionale,8.0,1,73.0,F,False
MRN239 ,Occasionale,7.5,2,78.0,M,False
MRN241 ,Sociale,25.714285714285715,7,89.0,F,True
MRN244 ,Occasionale,9.0,1,64.0,F,False
MRN249 ,Sociale,13.0,2,69.0,M,False
MRN254 ,Occasionale,7.5,2,37.0,F,False
MRN255 ,Occasionale,4.625,8,85.0,F,True
MRN259 ,Agonista Attivo,54.22222222222222,9,75.0,F,True
MRN275 ,Super Agonista,233.22222222222223,9,72.0,M,True
MRN283 ,Regolare Fedele,119.77777777777777,9,85.0,F,True
MRN289 ,Regolare,132.0,3,97.0,F,False
MRN293 ,Occasionale,3.3333333333333335,3,47.0,M,False
MRN312 ,Sociale,28.857142857142858,7,80.0,F,False
MRN316 ,Occasionale,7.0,2,78.0,M,False
MRN319 ,Regolare Fedele,79.75,4,84.0,F,False
MRN322 ,Regolare Fedele,42.2,5,89.0,M,False
MRN326 ,Regolare Fedele,38.44444444444444,9,86.0,M,True
MRN333 ,Occasionale,7.666666666666667,3,78.0,F,False
MRN334 ,Occasionale,3.0,3,79.0,F,False
MRN335 ,Regolare Fedele,45.0,9,73.0,F,True
MRN345 ,Agonista Attivo,147.33333333333334,9,76.0,F,True
MRN347 ,Regolare Fedele,32.0,8,79.0,F,True
MRN354 ,Regolare Fedele,68.5,8,74.0,F,True
MRN360 ,Regolare Fedele,47.77777777777778,9,78.0,M,True
MRN364 ,Regolare Fedele,44.55555555555556,9,75.0,M,True
MRN371 ,Agonista Attivo,90.0,9,68.0,F,True
MRN384 ,Regolare Fedele,45.25,4,79.0,F,False
MRN386 ,Regolare,34.0,2,87.0,M,False
MRN389 ,Super Agonista,81.375,8,71.0,M,True
MRN395 ,Sociale,13.833333333333334,6,72.0,M,True
MRN417 ,Regolare Fedele,37.5,6,68.0,F,False
MRN425 ,Occasionale,9.25,4,78.0,M,False
MRN443 ,Regolare Fedele,32.111111111111114,9,85.0,F,True
MRN455 ,Regolare Fedele,87.25,8,86.0,F,True
MRN460 ,Nuovo Entusiasta,47.5,2,46.0,M,True
MRN461 ,Sociale,18.0,2,85.0,F,False
MRN464 ,Occasionale,6.666666666666667,3,67.0,M,False
MRN473 ,Regolare Fedele,42.55555555555556,9,75.0,F,True
MRN488 ,Occasionale,4.5,2,83.0,F,False
MRN496 ,Super Agonista,80.66666666666667,9,75.0,M,True
MRN502 ,Sociale,25.666666666666668,6,83.0,F,False
MRN508 ,Occasionale,2.5,2,89.0,M,False
MRN519 ,Sociale,25.833333333333332,6,86.0,M,False
MRN520 ,Regolare Fedele,32.25,4,96.0,F,False
MRN522 ,Agonista Attivo,75.55555555555556,9,71.0,F,True
MRN535 ,Occasionale,6.571428571428571,7,67.0,F,True
MRN540 ,Sociale,28.428571428571427,7,87.0,F,True
MRN542 ,Sociale,23.5,4,52.0,F,False
MRN555 ,Super Agonista,213.25,4,74.0,F,False
MRN556 ,Regolare Fedele,73.375,8,87.0,F,True
MRN578 ,Sociale,18.0,3,80.0,F,False
MRN604 ,Regolare Fedele,35.0,4,77.0,F,False
MRN610 ,Occasionale,4.0,2,87.0,M,False
MRN613 ,Sociale,20.0,2,96.0,M,False
MRN614 ,Regolare Fedele,89.88888888888889,9,87.0,M,True
MRN620 ,Regolare Fedele,38.333333333333336,9,70.0,F,True
MRN624 ,Regolare,180.0,3,89.0,F,False
MRN625 ,Regolare Fedele,59.0,5,72.0,F,False
MRN628 ,Occasionale,8.25,4,70.0,F,True
MRN644 ,Regolare Fedele,47.285714285714285,7,78.0,M,False
MRN661 ,Occasionale,7.5,8,69.0,M,True
MRN687 ,Sociale,29.666666666666668,9,74.0,F,True
MRN694 ,Agonista Attivo,123.33333333333333,6,90.0,M,False
MRN705 ,Sociale,25.625,8,69.0,M,False
MRN708 ,Occasionale,1.0,1,62.0,M,False
MRN710 ,Occasionale,5.666666666666667,3,75.0,F,True
MRN713 ,Super Agonista,88.5,8,54.0,F,False
MRN717 ,Regolare Fedele,47.77777777777778,9,71.0,F,True
MRN740 ,Sociale,19.0,9,84.0,F,True
MRN745 ,Occasionale,2.0,1,83.0,F,False
MRN748 ,Regolare Fedele,75.66666666666667,9,68.0,F,True
MRN752 ,Occasionale,4.0,6,77.0,M,True
MRN754 ,Regolare Fedele,69.0,9,70.0,F,True
MRN759 ,Regolare,34.333333333333336,3,78.0,F,False
MRN763 ,Super Agonista,88.44444444444444,9,70.0,M,True
MRN776 ,Occasionale,2.0,2,83.0,F,False
MRN785 ,Sociale,16.0,1,71.0,F,False
MRN787 ,Sociale,27.333333333333332,9,77.0,F,True
MRN795 ,Regolare Fedele,62.0,9,79.0,F,True
MRN800 ,Occasionale,1.75,4,72.0,F,True
MRN805 ,Sociale,28.0,9,67.0,M,True
MRN816 ,Occasionale,3.0,1,85.0,F,False
MRN818 ,Sociale,13.333333333333334,9,69.0,F,True
MRN828 ,Regolare Fedele,56.666666666666664,6,66.0,F,True
MRN835 ,Regolare Fedele,44.25,4,90.0,M,False
MRN845 ,Occasionale,2.0,7,84.0,F,True
MRN851 ,Regolare,51.333333333333336,3,79.0,M,True
MRN852 ,Regolare,30.666666666666668,3,62.0,F,True
MRN857 ,Occasionale,2.0,1,99.0,F,False
MRN858 ,Occasionale,5.0,2,73.0,F,True
MRN859 ,Sociale,10.2,5,91.0,F,False
MRN881 ,Occasionale,8.5,2,80.0,F,False
MRN888 ,Regolare Fedele,37.625,8,66.0,M,True
MRN889 ,Sociale,15.142857142857142,7,87.0,M,False
MRN892 ,Regolare Fedele,50.0,9,72.0,F,True
MRN894 ,Sociale,13.5,4,77.0,F,False
MRN895 ,Regolare Fedele,32.75,4,73.0,M,False
MRN928 ,Sociale,16.666666666666668,3,80.0,F,False
MRN930 ,Sociale,21.5,6,85.0,M,False
MRN936 ,Regolare Fedele,69.55555555555556,9,82.0,M,True
MRN938 ,Occasionale,1.0,1,74.0,M,False
MRN941 ,Regolare,39.5,2,61.0,F,False
MRN943 ,Occasionale,7.75,4,82.0,F,False
MRN946 ,Occasionale,5.714285714285714,7,87.0,F,True
MRN959 ,Sociale,20.4,5,78.0,M,False
MRN960 ,Occasionale,1.5,2,70.0,F,False
MRN963 ,Occasionale,1.5,2,73.0,F,False
MRN969 ,Regolare Fedele,36.4,5,81.0,M,False
MRN970 ,Occasionale,4.333333333333333,3,20.0,F,False
MRN973 ,Regolare Fedele,49.714285714285715,7,63.0,F,True
MRN974 ,Sociale,28.25,4,78.0,F,False
MRN979 ,Occasionale,2.0,2,19.0,F,False
MRN990 ,Occasionale,6.0,1,,M,False
MRN991 ,Occasionale,2.0,1,22.0,F,False
MRN992 ,Occasionale,1.0,1,17.0,F,False
MRN998 ,Occasionale,1.0,1,33.0,F,False
MRP004 ,Nuovo Entusiasta,55.0,1,66.0,M,False
MRP005 ,Super Agonista,87.33333333333333,9,75.0,M,True
MRP013 ,Agonista Attivo,70.5,8,77.0,M,True
MRP015 ,Sociale,18.333333333333332,6,69.0,M,False
MRP017 ,Regolare Fedele,66.0,5,84.0,M,False
MRP020 ,Super Agonista,82.75,4,86.0,F,False
MRP025 ,Sociale,21.0,9,77.0,M,True
MRP027 ,Agonista Attivo,67.25,4,77.0,M,False
MRP030 ,Regolare Fedele,40.25,4,91.0,M,False
MRP031 ,Occasionale,1.0,1,77.0,F,False
MRP032 ,Regolare Fedele,35.5,4,93.0,M,False
MRP035 ,Regolare Fedele,46.333333333333336,9,84.0,M,True
MRP037 ,Occasionale,2.6,5,74.0,M,True
MRP038 ,Sociale,10.0,2,95.0,M,False
MRP040 ,Sociale,11.5,2,28.0,M,False
MRP042 ,Occasionale,5.0,2,77.0,M,False
MRP043 ,Regolare Fedele,81.5,4,91.0,M,False
MRP044 ,Occasionale,9.428571428571429,7,85.0,M,True
MRP046 ,Sociale,14.25,4,70.0,M,False
MRP055 ,Regolare,37.333333333333336,3,85.0,F,False
MRP059 ,Regolare Fedele,83.77777777777777,9,70.0,M,True
MRP062 ,Agonista Attivo,72.33333333333333,9,81.0,M,True
MRP066 ,Occasionale,4.0,2,73.0,M,False
MRP069 ,Sociale,15.166666666666666,6,87.0,M,False
MRP077 ,Sociale,27.0,3,97.0,M,False
MRP078 ,Sociale,26.0,1,83.0,M,False
MRP088 ,Regolare Fedele,50.2,5,78.0,F,False
MRP123 ,Regolare Fedele,49.0,4,68.0,F,False
MRP126 ,Sociale,19.0,4,75.0,M,False
MRP132 ,Occasionale,6.0,1,77.0,M,False
MRP136 ,Occasionale,1.0,1,17.0,M,False
MRP137 ,Occasionale,1.0,1,17.0,M,False
MRP139 ,Occasionale,1.5,2,74.0,F,True
MRR001 ,Super Agonista,125.44444444444444,9,40.0,M,True
MRR003 ,Regolare Fedele,31.714285714285715,7,70.0,F,False
MRR005 ,Sociale,26.333333333333332,3,103.0,F,False
MRR006 ,Sociale,15.5,4,78.0,F,False
MRR007 ,Regolare Fedele,42.888888888888886,9,80.0,F,True
MRR009 ,Occasionale,6.666666666666667,3,73.0,M,False
MRR010 ,Sociale,24.333333333333332,3,86.0,M,False
MRR013 ,Regolare Fedele,43.875,8,72.0,M,True
MRR014 ,Sociale,18.0,2,89.0,M,False
MRR016 ,Occasionale,2.0,1,74.0,M,False
MRR022 ,Sociale,18.75,8,88.0,F,True
MRR029 ,Agonista Attivo,63.666666666666664,9,77.0,M,True
MRR032 ,Occasionale,8.0,2,101.0,M,False
MRR036 ,Regolare Fedele,48.5,4,86.0,M,False
MRR040 ,Sociale,15.0,7,67.0,M,True
MRR043 ,Occasionale,3.5,4,89.0,M,False
MRR049 ,Sociale,23.0,4,86.0,F,False
MRR051 ,Nuovo Entusiasta,63.0,1,59.0,M,True
MRR053 ,Sociale,25.75,4,74.0,M,False
MRR055 ,Sociale,22.4,5,83.0,M,True
MRR059 ,Occasionale,3.0,1,92.0,F,False
MRR061 ,Occasionale,1.0,2,68.0,F,True
