MmbCode,Cluster,GareMedie,AnniPresenza,Eta,Sesso,AncoraAttivo
BRB004 ,Occasionale,2.0,2,81.0,M,False
BRB010 ,Occasionale,6.25,4,84.0,F,False
BRB012 ,Regolare Fedele,52.44444444444444,9,65.0,M,True
BRB013 ,Sociale,10.0,3,73.0,F,False
BRB014 ,Regolare Fedele,30.4,5,69.0,M,False
BRB020 ,Sociale,13.25,4,74.0,F,False
BRB021 ,Occasionale,3.0,1,91.0,F,False
BRB057 ,Regolare Fedele,43.5,6,95.0,F,False
BRB079 ,Regolare,43.0,3,69.0,M,False
BRC002 ,Sociale,13.0,3,78.0,M,True
BRC009 ,Sociale,15.5,6,80.0,M,False
BRC010 ,Agonista Attivo,55.888888888888886,9,73.0,M,True
BRC012 ,Agonista Attivo,67.44444444444444,9,82.0,M,True
BRC022 ,Regolare Fedele,124.25,4,84.0,M,False
BRC030 ,Regolare Fedele,47.125,8,78.0,M,False
BRC031 ,Regolare Fedele,41.111111111111114,9,64.0,M,True
BRC035 ,Occasionale,8.0,1,81.0,M,True
BRC037 ,Regolare Fedele,57.25,4,72.0,M,False
BRC043 ,Sociale,12.25,4,97.0,F,False
BRC059 ,Agonista Attivo,50.833333333333336,6,80.0,F,False
BRC063 ,Occasionale,2.0,1,67.0,M,False
BRC065 ,Sociale,15.4,5,75.0,M,False
BRC069 ,Regolare Fedele,44.111111111111114,9,86.0,M,True
BRC070 ,Sociale,28.5,2,96.0,M,False
BRC078 ,Regolare Fedele,40.2,5,79.0,M,False
BRC092 ,Regolare Fedele,37.75,4,59.0,M,False
BRC096 ,Sociale,28.142857142857142,7,78.0,F,False
BRC103 ,Sociale,28.166666666666668,6,82.0,F,False
BRC109 ,Sociale,15.777777777777779,9,56.0,F,True
BRC113 ,Super Agonista,92.0,9,55.0,M,True
BRC118 ,Occasionale,7.0,2,79.0,F,False
BRC119 ,Agonista Attivo,59.888888888888886,9,69.0,M,True
BRC124 ,Occasionale,3.0,2,43.0,F,False
BRC127 ,Occasionale,9.0,2,66.0,M,False
BRC128 ,Occasionale,2.4285714285714284,7,65.0,M,False
BRC137 ,Sociale,13.666666666666666,3,72.0,F,False
BRC143 ,Sociale,17.285714285714285,7,61.0,F,True
BRC145 ,Agonista Attivo,62.77777777777778,9,75.0,F,True
BRC146 ,Sociale,28.6,5,70.0,M,False
BRC147 ,Occasionale,3.6666666666666665,3,68.0,M,False
BRC148 ,Occasionale,1.0,2,78.0,M,False
BRC149 ,Occasionale,1.0,1,79.0,M,False
BRC154 ,Occasionale,2.0,1,67.0,M,False
BRC155 ,Regolare Fedele,31.375,8,73.0,M,False
BRC156 ,Occasionale,1.0,1,61.0,M,False
BRC158 ,Occasionale,3.0,1,73.0,F,False
BRC163 ,Regolare Fedele,45.714285714285715,7,87.0,M,True
BRC164 ,Occasionale,2.0,2,83.0,M,False
BRC172 ,Sociale,28.555555555555557,9,84.0,M,True
BRC173 ,Regolare Fedele,31.666666666666668,9,61.0,M,True
BRC179 ,Sociale,24.666666666666668,9,86.0,F,True
BRC182 ,Regolare Fedele,32.666666666666664,9,63.0,M,True
BRC193 ,Agonista Attivo,154.75,4,87.0,F,False
BRC195 ,Regolare Fedele,40.333333333333336,9,79.0,F,True
BRC196 ,Regolare Fedele,47.25,8,81.0,F,True
BRC205 ,Regolare Fedele,80.0,9,90.0,F,True
BRC211 ,Occasionale,3.0,1,70.0,M,False
BRC212 ,Occasionale,7.666666666666667,3,66.0,M,False
BRC217 ,Agonista Attivo,134.0,3,72.0,M,False
BRC222 ,Occasionale,7.0,1,63.0,M,False
BRC227 ,Regolare,33.0,3,55.0,F,False
BRC231 ,Sociale,12.6,5,84.0,F,False
BRC242 ,Sociale,15.0,3,86.0,M,False
BRC243 ,Sociale,27.0,3,69.0,M,True
BRC245 ,Occasionale,1.0,1,100.0,M,False
BRC259 ,Nuovo Entusiasta,45.0,2,67.0,M,False
BRC261 ,Regolare Fedele,40.75,4,94.0,M,False
BRC268 ,Sociale,19.714285714285715,7,82.0,F,True
BRC275 ,Occasionale,9.2,5,74.0,M,False
BRC284 ,Sociale,26.5,8,71.0,M,True
BRC294 ,Sociale,26.0,9,87.0,F,True
BRC304 ,Occasionale,7.5,2,87.0,M,False
BRC306 ,Regolare Fedele,119.625,8,89.0,M,False
BRC311 ,Occasionale,1.0,1,92.0,F,False
BRC317 ,Sociale,22.857142857142858,7,53.0,F,False
BRC331 ,Sociale,13.625,8,54.0,M,True
BRC343 ,Regolare Fedele,134.77777777777777,9,91.0,M,True
BRC351 ,Occasionale,1.0,1,85.0,M,False
BRC353 ,Agonista Attivo,56.44444444444444,9,81.0,M,True
BRC363 ,Sociale,22.22222222222222,9,84.0,M,True
BRC366 ,Occasionale,9.5,4,71.0,M,False
BRC372 ,Regolare Fedele,38.875,8,77.0,M,True
BRC385 ,Sociale,17.0,5,73.0,M,False
BRC399 ,Sociale,10.0,3,79.0,M,False
BRC400 ,Sociale,27.333333333333332,6,87.0,F,True
BRC460 ,Occasionale,9.428571428571429,7,76.0,M,False
BRC472 ,Regolare Fedele,94.16666666666667,6,84.0,M,False
BRC473 ,Super Agonista,96.55555555555556,9,77.0,M,True
BRC477 ,Regolare Fedele,62.57142857142857,7,70.0,M,True
BRC481 ,Regolare Fedele,57.0,7,77.0,M,True
BRC489 ,Occasionale,4.0,1,73.0,F,False
BRC494 ,Occasionale,5.0,1,67.0,F,False
BRC499 ,Occasionale,5.8,5,83.0,F,False
BRC506 ,Sociale,27.875,8,64.0,M,True
BRC520 ,Sociale,19.5,4,81.0,M,False
BRC528 ,Sociale,25.5,4,64.0,M,False
BRC530 ,Occasionale,1.0,1,84.0,M,False
BRC532 ,Regolare Fedele,32.666666666666664,9,49.0,M,True
BRC533 ,Occasionale,1.0,1,84.0,F,False
BRC551 ,Occasionale,1.0,1,81.0,F,False
BRC554 ,Occasionale,5.0,2,87.0,M,False
BRC560 ,Regolare Fedele,73.55555555555556,9,61.0,M,True
BRC562 ,Sociale,25.8,5,37.0,F,False
BRC572 ,Occasionale,1.0,1,18.0,M,False
BRC574 ,Occasionale,5.0,1,73.0,F,True
BRC580 ,Occasionale,1.0,1,25.0,F,False
BRC592 ,Occasionale,1.0,1,17.0,M,False
BRC600 ,Occasionale,2.5,2,21.0,M,False
BRC601 ,Occasionale,2.0,1,17.0,F,False
BRC603 ,Occasionale,1.0,1,24.0,M,False
BRC620 ,Sociale,14.0,1,42.0,M,False
BRC629 ,Sociale,16.0,1,31.0,M,False
BRC630 ,Sociale,10.666666666666666,3,77.0,M,False
BRC631 ,Sociale,23.0,3,84.0,M,True
BRC633 ,Occasionale,5.0,1,27.0,F,False
BRC634 ,Occasionale,5.5,2,60.0,F,True
BRC635 ,Sociale,16.5,2,56.0,M,True
BRC638 ,Occasionale,5.0,1,71.0,M,True
BRC643 ,Occasionale,1.0,1,64.0,M,True
BRC644 ,Sociale,17.0,1,70.0,F,True
BRC646 ,Occasionale,7.0,1,72.0,M,True
BRC647 ,Occasionale,1.0,1,71.0,M,True
BRC650 ,Sociale,18.0,1,65.0,F,True
BRD001 ,Sociale,12.25,4,77.0,M,False
BRD010 ,Regolare Fedele,33.333333333333336,9,84.0,M,True
BRD011 ,Occasionale,1.0,1,87.0,F,False
BRD016 ,Sociale,10.25,4,78.0,F,False
BRD019 ,Sociale,20.88888888888889,9,85.0,M,True
BRD023 ,Occasionale,2.3333333333333335,3,80.0,F,False
BRD027 ,Super Agonista,250.57142857142858,7,71.0,M,False
BRD033 ,Regolare Fedele,92.5,4,97.0,M,False
BRD036 ,Sociale,12.5,2,79.0,M,False
BRD037 ,Sociale,28.88888888888889,9,61.0,M,True
BRD044 ,Occasionale,2.5,2,79.0,F,False
BRD045 ,Regolare Fedele,46.5,6,87.0,M,False
BRD046 ,Regolare Fedele,34.857142857142854,7,75.0,M,True
BRD059 ,Occasionale,6.0,1,82.0,F,False
BRD065 ,Occasionale,7.0,2,79.0,M,False
BRD066 ,Regolare Fedele,58.888888888888886,9,66.0,M,True
BRD069 ,Sociale,29.0,3,61.0,M,False
BRD070 ,Regolare Fedele,39.333333333333336,6,87.0,F,False
BRD079 ,Occasionale,1.0,1,31.0,M,False
BRD080 ,Sociale,16.0,2,73.0,F,False
BRD082 ,Regolare Fedele,56.142857142857146,7,86.0,M,True
BRD087 ,Sociale,23.25,4,112.0,M,False
BRD088 ,Sociale,11.8,5,70.0,F,False
BRD094 ,Occasionale,1.0,2,59.0,M,False
BRD101 ,Regolare Fedele,99.16666666666667,6,84.0,M,True
BRD104 ,Sociale,15.0,2,87.0,M,False
BRD106 ,Sociale,17.333333333333332,3,72.0,M,False
BRD108 ,Occasionale,1.0,2,72.0,M,False
BRD123 ,Sociale,10.0,2,87.0,M,False
BRD128 ,Occasionale,1.5,2,68.0,F,True
BRD134 ,Regolare Fedele,61.25,4,78.0,F,False
BRD136 ,Sociale,22.0,7,82.0,M,False
BRD137 ,Sociale,12.375,8,76.0,F,True
BRD145 ,Regolare Fedele,31.0,8,65.0,F,True
BRD153 ,Sociale,12.166666666666666,6,81.0,F,False
BRD155 ,Sociale,20.0,2,95.0,M,False
BRD163 ,Sociale,26.0,4,89.0,F,False
BRD175 ,Regolare,32.5,2,56.0,M,True
BRD177 ,Occasionale,4.0,1,87.0,M,False
BRD178 ,Regolare Fedele,58.285714285714285,7,68.0,M,True
BRD180 ,Occasionale,1.0,2,89.0,M,False
BRD190 ,Regolare Fedele,107.88888888888889,9,75.0,F,True
BRD198 ,Agonista Attivo,72.77777777777777,9,75.0,M,True
BRD201 ,Occasionale,1.0,1,77.0,F,False
BRD210 ,Super Agonista,96.88888888888889,9,80.0,F,True
BRD212 ,Sociale,26.714285714285715,7,61.0,M,True
BRD213 ,Occasionale,5.0,1,76.0,M,False
BRD216 ,Occasionale,5.0,1,97.0,M,False
BRD226 ,Regolare Fedele,44.333333333333336,9,79.0,F,True
BRD242 ,Regolare Fedele,37.75,4,87.0,F,False
BRD254 ,Occasionale,3.0,1,78.0,M,False
BRD259 ,Occasionale,8.0,1,61.0,M,False
BRD272 ,Regolare Fedele,124.0,4,76.0,M,False
BRD279 ,Sociale,10.375,8,75.0,M,True
BRD300 ,Sociale,12.142857142857142,7,71.0,F,False
BRD305 ,Regolare Fedele,37.55555555555556,9,46.0,M,True
BRD308 ,Sociale,16.5,6,77.0,M,True
BRD309 ,Regolare Fedele,34.55555555555556,9,66.0,M,True
BRD312 ,Regolare Fedele,46.44444444444444,9,52.0,M,True
BRD319 ,Regolare Fedele,49.0,9,71.0,M,True
BRD324 ,Regolare Fedele,101.0,9,78.0,M,True
BRD325 ,Occasionale,1.5,2,76.0,M,False
BRD338 ,Occasionale,7.0,1,79.0,F,False
BRD340 ,Occasionale,1.0,1,19.0,F,False
BRD344 ,Regolare Fedele,74.42857142857143,7,61.0,F,True
BRD348 ,Occasionale,1.0,1,19.0,M,False
BRD350 ,Occasionale,1.0,1,18.0,M,False
BRD352 ,Occasionale,1.0,1,17.0,F,False
BRD354 ,Occasionale,3.0,1,24.0,F,False
BRD356 ,Occasionale,2.0,1,18.0,M,False
BRD358 ,Occasionale,1.0,1,17.0,M,False
BRD367 ,Occasionale,2.0,1,19.0,M,True
BRD369 ,Sociale,23.333333333333332,3,65.0,M,True
BRD370 ,Sociale,13.333333333333334,3,63.0,F,True
BRD371 ,Occasionale,7.666666666666667,3,52.0,M,True
BRD375 ,Occasionale,2.0,2,26.0,M,True
BRD377 ,Sociale,22.0,1,51.0,F,True
BRD378 ,Regolare,31.0,1,69.0,M,True
BRD380 ,Occasionale,2.0,1,38.0,M,True
BRD383 ,Occasionale,2.0,1,29.0,M,True
BRF003 ,Regolare Fedele,31.22222222222222,9,80.0,M,True
BRF007 ,Occasionale,1.0,1,68.0,M,False
BRF009 ,Occasionale,1.0,1,45.0,M,False
BRF010 ,Super Agonista,105.11111111111111,9,77.0,M,True
BRF018 ,Occasionale,2.0,1,23.0,F,False
BRF020 ,Occasionale,1.0,1,15.0,F,False
BRF021 ,Occasionale,2.0,1,17.0,F,False
BRF022 ,Occasionale,1.0,1,17.0,F,False
BRG003 ,Sociale,25.5,4,69.0,M,False
BRG007 ,Sociale,10.2,5,90.0,M,False
BRG012 ,Regolare Fedele,80.25,4,102.0,M,False
BRG024 ,Regolare,30.5,2,82.0,M,False
BRG025 ,Regolare Fedele,61.44444444444444,9,88.0,M,True
BRG029 ,Regolare Fedele,184.11111111111111,9,74.0,M,True
BRG031 ,Occasionale,8.5,2,73.0,M,False
BRG035 ,Sociale,16.77777777777778,9,71.0,M,True
BRG037 ,Sociale,26.333333333333332,3,90.0,M,False
BRG040 ,Sociale,15.0,2,70.0,M,True
BRG042 ,Occasionale,2.0,1,79.0,M,False
BRG043 ,Sociale,24.88888888888889,9,62.0,M,True
BRG048 ,Occasionale,4.0,3,36.0,M,False
BRG064 ,Sociale,25.666666666666668,9,87.0,M,True
BRG066 ,Occasionale,1.0,1,81.0,M,False
BRG072 ,Sociale,15.666666666666666,3,83.0,M,False
BRG117 ,Regolare Fedele,56.55555555555556,9,86.0,M,True
BRG119 ,Occasionale,5.0,5,66.0,M,True
BRG138 ,Sociale,11.0,1,97.0,M,False
BRG152 ,Regolare Fedele,74.44444444444444,9,79.0,M,True
BRG165 ,Occasionale,7.5,2,57.0,M,False
BRG172 ,Sociale,24.428571428571427,7,86.0,M,True
BRG176 ,Regolare,84.66666666666667,3,84.0,M,False
BRG180 ,Sociale,28.875,8,75.0,M,True
BRG181 ,Regolare Fedele,94.22222222222223,9,79.0,M,True
BRG184 ,Regolare Fedele,51.5,8,80.0,M,False
BRG192 ,Occasionale,1.0,1,58.0,M,False
BRG196 ,Sociale,10.0,3,51.0,M,False
BRG197 ,Sociale,20.11111111111111,9,68.0,M,True
BRG199 ,Sociale,16.0,9,81.0,M,True
BRG204 ,Occasionale,3.0,1,24.0,F,False
BRG206 ,Occasionale,1.0,1,23.0,M,False
BRG207 ,Occasionale,1.0,1,17.0,F,False
BRG208 ,Occasionale,1.5,2,79.0,M,False
BRG209 ,Occasionale,2.0,1,54.0,M,False
BRG210 ,Regolare Fedele,39.0,4,65.0,M,True
BRG211 ,Sociale,10.0,3,52.0,F,True
BRG212 ,Occasionale,5.5,2,70.0,M,False
BRG213 ,Sociale,18.0,2,73.0,M,True
BRG215 ,Occasionale,3.5,2,74.0,M,True
BRG216 ,Nuovo Entusiasta,58.0,1,64.0,M,True
BRJ003 ,Occasionale,1.0,1,43.0,M,False
BRK002 ,Occasionale,2.0,1,53.0,M,False
BRK020 ,Occasionale,3.0,2,18.0,M,True
BRL005 ,Regolare Fedele,65.77777777777777,9,91.0,M,True
BRL006 ,Sociale,17.5,8,72.0,M,True
BRL012 ,Sociale,16.0,5,79.0,M,False
BRL017 ,Sociale,28.555555555555557,9,76.0,F,True
BRL019 ,Agonista Attivo,69.22222222222223,9,79.0,F,True
BRL020 ,Agonista Attivo,74.77777777777777,9,80.0,M,True
BRL021 ,Super Agonista,169.0,6,70.0,F,False
BRL022 ,Regolare Fedele,35.888888888888886,9,86.0,F,True
BRL037 ,Occasionale,5.75,8,77.0,M,False
BRL039 ,Regolare,31.0,2,86.0,M,True
BRL043 ,Agonista Attivo,74.71428571428571,7,80.0,F,False
BRL048 ,Agonista Attivo,57.44444444444444,9,75.0,F,True
BRL055 ,Regolare Fedele,67.125,8,87.0,F,False
BRL056 ,Regolare,30.0,1,68.0,M,True
BRL057 ,Super Agonista,143.66666666666666,6,75.0,M,False
BRL060 ,Regolare,63.0,3,96.0,F,False
BRL084 ,Occasionale,3.0,2,62.0,M,False
BRL089 ,Agonista Attivo,59.333333333333336,9,80.0,M,True
BRL094 ,Sociale,15.666666666666666,3,80.0,M,False
BRL096 ,Sociale,12.333333333333334,6,86.0,F,False
BRL101 ,Sociale,21.8,5,67.0,M,False
BRL106 ,Occasionale,5.0,7,70.0,M,False
BRL107 ,Regolare Fedele,45.333333333333336,9,70.0,F,True
BRL109 ,Occasionale,4.75,4,65.0,M,False
BRL110 ,Occasionale,6.0,1,91.0,F,False
BRL113 ,Occasionale,2.5,2,87.0,M,False
BRL115 ,Occasionale,3.3333333333333335,3,80.0,F,False
BRL119 ,Sociale,14.5,2,87.0,M,False
BRL120 ,Super Agonista,112.5,6,77.0,M,False
BRL148 ,Regolare Fedele,49.8,5,83.0,F,False
BRL150 ,Sociale,24.444444444444443,9,79.0,M,True
BRL159 ,Nuovo Entusiasta,60.0,2,89.0,M,False
BRL161 ,Regolare Fedele,45.44444444444444,9,73.0,M,True
BRL164 ,Regolare Fedele,33.111111111111114,9,66.0,F,True
BRL165 ,Regolare Fedele,30.25,8,75.0,F,True
BRL168 ,Regolare Fedele,36.42857142857143,7,76.0,M,True
BRL177 ,Regolare Fedele,113.0,7,92.0,F,False
BRL178 ,Regolare Fedele,55.22222222222222,9,74.0,F,True
BRL183 ,Occasionale,4.0,2,65.0,F,False
BRL187 ,Super Agonista,160.33333333333334,6,73.0,F,False
BRL189 ,Agonista Attivo,54.22222222222222,9,75.0,F,True
BRL190 ,Sociale,10.5,4,75.0,F,False
BRL191 ,Sociale,19.875,8,69.0,F,True
BRL192 ,Occasionale,1.0,1,79.0,F,False
BRL193 ,Occasionale,6.0,2,73.0,M,False
BRL196 ,Sociale,11.0,5,58.0,F,True
BRL197 ,Sociale,25.333333333333332,9,67.0,F,True
BRL199 ,Regolare Fedele,116.22222222222223,9,91.0,F,True
BRL201 ,Occasionale,1.5,2,65.0,F,False
BRL202 ,Sociale,15.0,2,,F,False
BRL204 ,Occasionale,5.0,4,60.0,F,False
BRL207 ,Occasionale,5.0,1,88.0,M,False
BRL210 ,Regolare Fedele,41.22222222222222,9,84.0,F,True
BRL215 ,Sociale,12.5,4,62.0,M,False
BRL217 ,Sociale,22.5,4,61.0,F,False
BRL221 ,Occasionale,8.0,2,77.0,M,False
BRL226 ,Super Agonista,104.11111111111111,9,69.0,F,True
BRL231 ,Sociale,10.0,2,83.0,F,False
BRL233 ,Sociale,19.833333333333332,6,78.0,M,True
BRL240 ,Occasionale,3.5,2,90.0,F,False
BRL243 ,Agonista Attivo,89.0,9,83.0,F,True
BRL244 ,Agonista Attivo,92.5,4,90.0,M,False
BRL248 ,Sociale,23.285714285714285,7,73.0,M,True
BRL251 ,Regolare Fedele,78.22222222222223,9,83.0,F,True
BRL252 ,Occasionale,3.0,1,89.0,F,False
BRL256 ,Sociale,19.5,2,89.0,F,False
BRL257 ,Agonista Attivo,59.625,8,74.0,F,True
BRL259 ,Super Agonista,166.0,9,65.0,M,True
BRL260 ,Sociale,14.0,1,76.0,M,False
BRL261 ,Sociale,17.0,1,81.0,F,False
BRL262 ,Sociale,26.857142857142858,7,71.0,M,True
BRL269 ,Sociale,16.25,4,83.0,F,False
BRL275 ,Regolare Fedele,40.333333333333336,9,83.0,M,True
BRL283 ,Sociale,29.0,9,74.0,M,True
BRL287 ,Regolare Fedele,48.0,4,90.0,F,False
BRL288 ,Regolare Fedele,122.875,8,82.0,M,False
BRL289 ,Occasionale,8.5,4,31.0,M,False
BRL293 ,Regolare Fedele,131.25,4,87.0,M,False
BRL303 ,Sociale,21.5,8,70.0,F,True
BRL307 ,Occasionale,1.0,1,74.0,F,True
BRL310 ,Sociale,24.166666666666668,6,88.0,F,False
BRL320 ,Sociale,25.88888888888889,9,82.0,F,True
BRL322 ,Regolare Fedele,49.333333333333336,6,89.0,F,False
BRL330 ,Sociale,22.88888888888889,9,75.0,F,True
BRL343 ,Occasionale,1.0,1,72.0,F,False
BRL352 ,Sociale,13.0,3,90.0,M,False
BRL357 ,Regolare Fedele,54.22222222222222,9,61.0,F,True
BRL370 ,Regolare,98.33333333333333,3,91.0,M,False
BRL387 ,Super Agonista,127.0,9,64.0,F,True
BRL388 ,Sociale,20.0,1,74.0,M,True
BRL400 ,Super Agonista,100.33333333333333,9,77.0,F,True
BRL413 ,Occasionale,1.0,1,66.0,F,False
BRL416 ,Regolare Fedele,112.66666666666667,9,79.0,F,True
BRL423 ,Super Agonista,124.77777777777777,9,69.0,F,True
BRL424 ,Super Agonista,102.0,8,77.0,F,False
BRL427 ,Occasionale,6.25,4,88.0,F,False
BRL428 ,Occasionale,5.0,2,85.0,M,False
BRL431 ,Occasionale,3.0,1,88.0,F,False
BRL432 ,Sociale,18.8,5,53.0,F,True
BRL434 ,Sociale,26.375,8,81.0,M,True
BRL443 ,Occasionale,9.0,5,78.0,F,False
BRL448 ,Sociale,15.6,5,69.0,F,False
BRL451 ,Occasionale,1.6666666666666667,3,82.0,M,False
BRL453 ,Regolare Fedele,47.77777777777778,9,76.0,F,True
BRL457 ,Occasionale,4.5,2,83.0,F,True
BRL464 ,Sociale,13.0,3,87.0,F,False
BRL467 ,Agonista Attivo,62.0,8,63.0,F,True
BRL468 ,Regolare Fedele,43.0,9,78.0,M,True
BRL528 ,Agonista Attivo,142.44444444444446,9,69.0,F,True
BRL530 ,Sociale,19.0,4,78.0,F,False
BRL546 ,Occasionale,3.6,5,82.0,F,False
BRL563 ,Agonista Attivo,77.55555555555556,9,70.0,M,True
BRL578 ,Occasionale,2.0,2,79.0,F,False
BRL594 ,Regolare Fedele,57.111111111111114,9,71.0,F,True
BRL596 ,Sociale,20.25,8,79.0,F,True
BRL625 ,Nuovo Entusiasta,43.0,2,59.0,F,True
BRL627 ,Sociale,16.0,4,88.0,M,False
BRL639 ,Occasionale,2.142857142857143,7,68.0,F,True
BRL647 ,Occasionale,5.0,4,73.0,M,False
BRL678 ,Regolare Fedele,51.5,8,79.0,F,True
BRL679 ,Regolare Fedele,51.625,8,83.0,M,False
BRL688 ,Regolare Fedele,122.44444444444444,9,82.0,F,True
BRL711 ,Sociale,15.0,4,75.0,F,False
BRL712 ,Sociale,10.333333333333334,6,79.0,M,False
BRL724 ,Sociale,25.666666666666668,3,86.0,M,False
BRL730 ,Sociale,13.0,5,75.0,M,False
BRL752 ,Regolare Fedele,34.75,4,69.0,M,False
BRL755 ,Regolare Fedele,61.55555555555556,9,78.0,F,True
BRL758 ,Sociale,13.0,4,94.0,F,False
BRL759 ,Sociale,20.0,1,69.0,M,False
BRL764 ,Regolare Fedele,31.0,7,74.0,F,False
BRL776 ,Regolare Fedele,64.0,9,79.0,F,True
BRL778 ,Occasionale,9.333333333333334,3,74.0,M,True
BRL787 ,Occasionale,8.555555555555555,9,40.0,F,True
BRL799 ,Regolare Fedele,82.0,6,69.0,F,False
BRL802 ,Sociale,10.0,4,76.0,F,False
BRL809 ,Regolare Fedele,62.22222222222222,9,80.0,M,True
BRL814 ,Regolare,31.0,3,59.0,M,False
BRL837 ,Regolare Fedele,65.22222222222223,9,68.0,M,True
BRL848 ,Regolare Fedele,47.714285714285715,7,35.0,M,True
BRL852 ,Occasionale,3.4,5,87.0,F,False
BRL859 ,Regolare Fedele,38.142857142857146,7,89.0,F,False
BRL866 ,Occasionale,4.0,2,83.0,F,False
BRL868 ,Occasionale,5.833333333333333,6,77.0,M,False
BRL870 ,Occasionale,4.0,2,63.0,F,False
BRL874 ,Sociale,15.5,4,46.0,M,False
BRL878 ,Sociale,25.555555555555557,9,75.0,F,True
BRL883 ,Occasionale,3.0,5,53.0,M,True
BRL884 ,Sociale,21.625,8,74.0,M,True
BRL892 ,Sociale,19.8,5,78.0,M,True
BRL895 ,Sociale,29.625,8,56.0,F,True
BRL896 ,Sociale,15.5,2,58.0,F,False
BRL897 ,Sociale,10.0,1,75.0,M,False
BRL899 ,Sociale,12.714285714285714,7,69.0,F,True
BRL902 ,Regolare Fedele,39.75,4,71.0,F,True
BRL903 ,Occasionale,1.0,1,83.0,M,False
BRL904 ,Regolare Fedele,45.8,5,71.0,F,False
BRL905 ,Regolare Fedele,43.375,8,62.0,F,True
BRL906 ,Sociale,24.6,5,67.0,F,False
BRL909 ,Regolare,74.66666666666667,3,80.0,F,False
BRL910 ,Occasionale,6.333333333333333,3,84.0,F,False
BRL917 ,Sociale,28.5,4,87.0,M,False
BRL924 ,Occasionale,1.6666666666666667,3,20.0,M,False
BRL929 ,Occasionale,1.0,1,19.0,M,False
BRL932 ,Occasionale,4.0,1,24.0,M,False
BRL934 ,Occasionale,1.0,1,22.0,M,False
BRL935 ,Occasionale,1.0,1,17.0,F,False
BRL937 ,Occasionale,1.0,1,17.0,F,False
BRL942 ,Occasionale,2.0,1,18.0,M,False
BRL944 ,Occasionale,1.0,1,19.0,M,False
BRL947 ,Occasionale,1.0,1,17.0,F,False
BRL948 ,Occasionale,1.0,1,23.0,F,False
BRL967 ,Occasionale,5.25,4,60.0,F,False
BRL973 ,Regolare Fedele,117.25,4,74.0,M,True
BRL974 ,Regolare Fedele,31.0,4,69.0,M,True
BRL975 ,Sociale,22.0,3,82.0,M,True
BRL978 ,Occasionale,1.0,1,66.0,F,False
BRL980 ,Sociale,29.0,3,72.0,F,True
BRL981 ,Sociale,10.5,2,30.0,M,False
BRL984 ,Occasionale,8.0,1,71.0,F,True
BRL987 ,Occasionale,1.0,1,68.0,F,False
BRL988 ,Occasionale,1.0,1,91.0,F,False
BRL991 ,Occasionale,4.0,2,82.0,M,True
BRL992 ,Occasionale,4.0,2,68.0,F,True
BRL995 ,Occasionale,6.0,2,60.0,F,True
BRL996 ,Occasionale,1.0,1,76.0,F,False
BRL997 ,Regolare,32.0,2,60.0,F,True
BRL999 ,Occasionale,1.0,1,56.0,F,False
BRM001 ,Regolare Fedele,95.88888888888889,9,82.0,F,True
BRM003 ,Super Agonista,161.0,9,77.0,M,True
BRM004 ,Sociale,11.333333333333334,3,79.0,M,False
BRM011 ,Sociale,23.0,3,95.0,F,False
BRM020 ,Super Agonista,99.77777777777777,9,69.0,M,True
BRM021 ,Sociale,17.555555555555557,9,73.0,M,True
BRM023 ,Occasionale,9.833333333333334,6,82.0,M,True
BRM047 ,Sociale,15.2,5,92.0,F,True
BRM052 ,Occasionale,6.5,2,44.0,M,False
BRM066 ,Nuovo Entusiasta,46.0,2,62.0,M,True
BRM069 ,Regolare Fedele,68.0,4,87.0,F,False
BRM079 ,Regolare Fedele,38.22222222222222,9,56.0,M,True
BRM091 ,Agonista Attivo,97.0,9,72.0,M,True
BRM098 ,Sociale,20.333333333333332,3,78.0,F,False
BRM100 ,Regolare,34.0,3,74.0,M,False
BRM101 ,Occasionale,1.0,1,19.0,M,False
BRM103 ,Occasionale,1.0,1,19.0,F,False
BRM107 ,Occasionale,1.0,1,23.0,M,False
BRM108 ,Occasionale,2.0,1,14.0,F,False
BRM109 ,Occasionale,1.0,1,25.0,M,False
BRM110 ,Occasionale,1.0,1,17.0,F,False
BRM114 ,Occasionale,3.0,1,47.0,M,False
BRM115 ,Regolare,36.5,2,74.0,M,True
BRM117 ,Sociale,17.0,1,61.0,M,True
BRN002 ,Occasionale,3.0,5,79.0,F,True
BRN003 ,Regolare Fedele,40.22222222222222,9,83.0,M,True
BRN006 ,Sociale,23.0,9,79.0,M,True
BRN015 ,Regolare Fedele,32.55555555555556,9,73.0,F,True
BRN019 ,Super Agonista,88.0,9,72.0,F,True
BRN023 ,Regolare Fedele,46.111111111111114,9,71.0,M,True
BRN029 ,Super Agonista,149.33333333333334,6,82.0,M,False
BRN051 ,Sociale,21.88888888888889,9,80.0,M,True
BRN054 ,Agonista Attivo,60.857142857142854,7,88.0,M,False
BRN063 ,Regolare Fedele,32.333333333333336,9,87.0,M,True
BRN075 ,Regolare Fedele,43.44444444444444,9,86.0,M,True
BRN077 ,Occasionale,7.0,7,103.0,M,False
BRN085 ,Sociale,21.0,4,94.0,F,False
BRN087 ,Occasionale,4.0,1,70.0,F,False
BRN089 ,Regolare Fedele,45.666666666666664,9,63.0,F,True
BRN091 ,Regolare Fedele,59.22222222222222,9,76.0,M,True
