MmbCode,Eta,GareMedie,AnniPresenza,EngagementScore,RischioChurn,Regione
CRL822 ,63.0,6.0,2,5.8882317507255895,CRITICO,LOM
CRD038 ,83.0,6.0,2,5.8882317507255895,CRITICO,LAZ
MLT106 ,68.0,6.0,2,5.8882317507255895,CRITICO,LAZ
FRS167 ,78.0,6.0,2,5.8882317507255895,CRITICO,PUG
BRL995 ,60.0,6.0,2,5.8882317507255895,CRITICO,LOM
FNZ003 ,79.0,6.5,2,5.915954766989759,CRITICO,TOS
TRT185 ,47.0,6.5,2,5.915954766989759,CRITICO,LAZ
BTR026 ,79.0,7.0,2,5.9436777832539285,CRITICO,FRI
BNN257 ,86.0,7.0,2,5.9436777832539285,CRITICO,LAZ
GNR217 ,73.0,7.0,2,5.9436777832539285,CRITICO,LAZ
LNC157 ,58.0,7.0,2,5.9436777832539285,CRITICO,PUG
CRR734 ,74.0,7.0,2,5.9436777832539285,CRITICO,PIE
LNM009 ,79.0,7.5,2,5.971400799518099,CRITICO,LOM
PCL171 ,74.0,7.5,2,5.971400799518099,CRITICO,SIC
SBR059 ,63.0,8.0,2,5.999123815782268,CRITICO,CAB
TRL454 ,69.0,8.0,2,5.999123815782268,CRITICO,PIE
RBR082 ,73.0,8.0,2,5.999123815782268,CRITICO,PIE
MJR005 ,62.0,8.0,2,5.999123815782268,CRITICO,LOM
PSG023 ,70.0,8.5,2,6.026846832046438,CRITICO,LOM
NVC005 ,65.0,9.5,2,6.082292864574777,CRITICO,LOM
MSN379 ,72.0,9.5,2,6.082292864574777,CRITICO,LOM
LSZ023 ,66.0,9.5,2,6.082292864574777,CRITICO,LOM
SLP026 ,73.0,9.5,2,6.082292864574777,CRITICO,ABR
LBN146 ,68.0,9.5,2,6.082292864574777,CRITICO,MAR
SSS004 ,86.0,9.5,2,6.082292864574777,CRITICO,LOM
VNT095 ,70.0,10.0,2,6.110015880838946,CRITICO,LOM
JRN009 ,56.0,10.5,2,6.137738897103116,CRITICO,LOM
FRN825 ,70.0,11.0,2,6.165461913367285,CRITICO,MAR
VNN220 ,69.0,11.0,2,6.165461913367285,CRITICO,EMI
PCC110 ,77.0,11.0,2,6.165461913367285,CRITICO,PIE
BRN962 ,66.0,11.0,2,6.165461913367285,CRITICO,LOM
LMN153 ,73.0,11.5,2,6.193184929631455,CRITICO,TOS
PNP048 ,71.0,11.5,2,6.193184929631455,CRITICO,PUG
ZNR080 ,73.0,12.0,2,6.2209079458956245,CRITICO,TOS
PDN068 ,73.0,12.0,2,6.2209079458956245,CRITICO,SAR
CLL059 ,74.0,12.0,2,6.2209079458956245,CRITICO,UMB
BSN125 ,77.0,12.0,2,6.2209079458956245,CRITICO,LAZ
CMN053 ,74.0,12.0,2,6.2209079458956245,CRITICO,SAR
RND063 ,78.0,13.0,2,6.2763539784239635,CRITICO,LAZ
BLL402 ,79.0,13.0,2,6.2763539784239635,CRITICO,PUG
MNR526 ,71.0,13.0,2,6.2763539784239635,CRITICO,SAR
PRN638 ,88.0,13.0,2,6.2763539784239635,CRITICO,LAZ
MBL007 ,76.0,13.0,2,6.2763539784239635,CRITICO,TOS
FVL002 ,73.0,13.5,2,6.304076994688133,CRITICO,VEN
STL253 ,13.0,13.5,2,6.304076994688133,CRITICO,MAR
CHL131 ,83.0,13.5,2,6.304076994688133,CRITICO,LOM
MSL042 ,64.0,9.0,2,6.305832506781443,CRITICO,LAZ
LSN132 ,69.0,9.0,2,6.305832506781443,CRITICO,LOM
SRN255 ,66.0,9.0,2,6.305832506781443,CRITICO,SAR
PLR359 ,68.0,14.0,2,6.3318000109523025,CRITICO,LOM
RSS092 ,77.0,14.0,2,6.3318000109523025,CRITICO,VEN
SLC016 ,78.0,14.0,2,6.3318000109523025,CRITICO,LAZ
FLN057 ,70.0,14.5,2,6.359523027216472,CRITICO,LAZ
PDL010 ,59.0,14.5,2,6.359523027216472,CRITICO,PUG
TZS001 ,84.0,5.5,2,6.383735539542468,CRITICO,SAR
CLN251 ,68.0,5.5,2,6.383735539542468,CRITICO,LOM
MRC074 ,70.0,15.0,2,6.3872460434806415,CRITICO,ABR
FCR043 ,82.0,15.0,2,6.3872460434806415,CRITICO,LOM
BRX175 ,69.0,16.5,2,6.47041509227315,CRITICO,TOS
SND077 ,86.0,16.5,2,6.47041509227315,CRITICO,PIE
BRC635 ,56.0,16.5,2,6.47041509227315,CRITICO,MAR
BLN247 ,76.0,17.0,2,6.4981381085373195,CRITICO,PUG
PNS018 ,66.0,17.0,2,6.4981381085373195,CRITICO,LAZ
MNN120 ,74.0,17.5,2,6.525861124801489,CRITICO,LOM
TMR044 ,62.0,17.5,2,6.525861124801489,CRITICO,TOS
GTR055 ,66.0,18.5,2,6.581307157329828,CRITICO,VEN
GRN751 ,65.0,18.5,2,6.581307157329828,CRITICO,EMI
NDN021 ,73.0,20.5,2,6.692199222386506,CRITICO,SAR
LJD001 ,69.0,21.0,2,6.7199222386506765,CRITICO,VEN
NDD026 ,71.0,21.0,2,6.7199222386506765,CRITICO,SAR
RMM011 ,65.0,21.0,2,6.7199222386506765,CRITICO,SIC
BSL213 ,62.0,22.5,2,6.803091287443184,CRITICO,LAZ
CSR355 ,67.0,22.5,2,6.803091287443184,CRITICO,VEN
MRX075 ,69.0,22.5,2,6.803091287443184,CRITICO,VEN
DCC014 ,70.0,23.0,2,6.8308143037073545,CRITICO,ABR
RCN257 ,72.0,23.0,2,6.8308143037073545,CRITICO,CAM
BBN033 ,62.0,24.0,2,6.886260336235694,CRITICO,PIE
RML169 ,19.0,24.5,2,6.913983352499863,CRITICO,SIC
RCL198 ,84.0,24.5,2,6.913983352499863,CRITICO,PIE
BLD083 ,83.0,26.5,2,7.024875417556541,CRITICO,LOM
SMR130 ,71.0,28.0,2,7.10804446634905,CRITICO,LOM
STR144 ,71.0,28.5,2,7.135767482613219,CRITICO,SAR
TRN522 ,79.0,11.5,2,7.151554369288841,CRITICO,PIE
MRL740 ,78.0,5.0,2,7.262559678645664,CRITICO,LIG
FLL154 ,74.0,5.0,2,7.262559678645664,CRITICO,LAZ
ZVR001 ,57.0,5.0,2,7.262559678645664,CRITICO,CAM
DSD048 ,84.0,5.0,2,7.262559678645664,CRITICO,LAZ
MRN858 ,73.0,5.0,2,7.262559678645664,CRITICO,TOS
PTC105 ,30.0,32.5,2,7.357551612726575,CRITICO,CAB
PSM007 ,68.0,8.0,2,7.428897776230688,CRITICO,EMI
SVM002 ,66.0,8.0,2,7.428897776230688,CRITICO,PIE
MRL901 ,64.0,11.0,2,7.595235873815699,CRITICO,LOM
MSL319 ,67.0,11.0,2,7.595235873815699,CRITICO,SIC
BNZ119 ,64.0,17.5,2,7.637118517147854,CRITICO,LOM
LDR044 ,75.0,17.5,2,7.637118517147854,CRITICO,LOM
PTK004 ,65.0,31.0,2,7.815508105059608,CRITICO,TOS
GNT129 ,43.0,20.0,2,8.04638575386103,CRITICO,PIE
TNZ021 ,66.0,7.5,2,8.094416702306269,CRITICO,PUG
DGC009 ,84.0,38.0,2,8.144258374674713,CRITICO,FRI
GRR528 ,55.0,38.0,2,8.185731596713484,CRITICO,VEN
PLL442 ,70.0,47.5,2,8.189242100651661,CRITICO,SAR
TRL044 ,72.0,48.5,2,8.24468813318,CRITICO,EMI
DRD012 ,78.0,23.0,2,8.260588264155768,CRITICO,LAZ
NDN022 ,65.0,4.5,2,8.306210573270207,CRITICO,VEN
RST036 ,72.0,4.5,2,8.306210573270207,CRITICO,EMI
BRL457 ,83.0,4.5,2,8.306210573270207,CRITICO,LOM
PNC040 ,61.0,4.5,2,8.306210573270207,CRITICO,LAZ
MRL745 ,76.0,4.5,2,8.306210573270207,CRITICO,PIE
BSS067 ,66.0,4.5,2,8.306210573270207,CRITICO,PUG
TMR094 ,77.0,4.5,2,8.306210573270207,CRITICO,FRI
MSD115 ,72.0,4.5,2,8.306210573270207,CRITICO,PUG
CNT024 ,75.0,4.5,2,8.306210573270207,CRITICO,LOM
PZR072 ,61.0,26.0,2,8.322601014669207,CRITICO,LOM
GRL290 ,85.0,36.5,2,8.537705182497316,CRITICO,VEN
CRN288 ,64.0,13.0,2,8.547921725999224,CRITICO,LOM
CLN080 ,82.0,50.5,2,8.574667044262442,CRITICO,LOM
LBL107 ,59.0,19.5,2,8.60103890414388,CRITICO,SAR
BLN459 ,56.0,5.0,3,8.610563495975027,CRITICO,LOM
BRR861 ,55.0,5.0,3,8.610563495975027,CRITICO,LOM
MNN451 ,58.0,56.0,2,8.660533377142544,CRITICO,TOS
FRN829 ,67.0,13.5,2,8.672498047319712,CRITICO,LAZ
RTT003 ,72.0,6.666666666666667,3,8.702973550188926,CRITICO,MAR
SNN294 ,75.0,8.333333333333334,3,8.795383604402824,CRITICO,LOM
MRR841 ,70.0,36.0,2,8.804460106985784,CRITICO,SAR
VTT038 ,61.0,7.0,2,8.846590871174318,CRITICO,LIG
MRX068 ,82.0,7.0,2,8.846590871174318,CRITICO,PIE
CPC142 ,70.0,7.0,2,8.846590871174318,CRITICO,LAZ
VNT071 ,73.0,7.0,2,8.846590871174318,CRITICO,LIG
BRN971 ,85.0,9.333333333333334,3,8.850829636931163,CRITICO,PIE
GCL055 ,76.0,9.333333333333334,3,8.850829636931163,CRITICO,LIG
TRT184 ,94.0,9.333333333333334,3,8.850829636931163,CRITICO,LOM
SDT007 ,70.0,10.666666666666666,3,8.924757680302282,CRITICO,SAR
BNB001 ,64.0,35.0,2,8.925940654495841,CRITICO,LIG
CNN454 ,79.0,11.666666666666666,3,8.98020371283062,CRITICO,LOM
PCZ011 ,78.0,11.666666666666666,3,8.988861721748279,CRITICO,CAM
ZNT057 ,47.0,12.0,3,8.9986857236734,CRITICO,VEN
GSN139 ,56.0,8.5,2,9.06960230653826,CRITICO,MAR
SRN247 ,71.0,13.666666666666666,3,9.091095777887299,CRITICO,SAR
PPC058 ,73.0,13.666666666666666,3,9.091095777887299,CRITICO,SAR
VRP004 ,62.0,32.5,2,9.104539564533804,CRITICO,SIC
SCL141 ,87.0,16.0,3,9.220469853786758,CRITICO,LAZ
BRG213 ,73.0,18.0,2,9.223896314122054,CRITICO,LOM
PST098 ,81.0,15.0,2,9.29015913140103,CRITICO,LOM
NGZ032 ,81.0,18.0,3,9.331361918843436,CRITICO,LAZ
TRL453 ,63.0,37.0,2,9.34696727270451,CRITICO,MAR
PTT072 ,88.0,18.333333333333332,3,9.349843929686216,CRITICO,LAZ
BRR873 ,62.0,12.0,2,9.463776217078777,CRITICO,PIE
TNR061 ,79.0,20.5,2,9.492335161878616,CRITICO,LAZ
NGL030 ,78.0,21.0,3,9.497700016428453,CRITICO,LAZ
MRM035 ,72.0,13.0,3,9.504619104652596,CRITICO,PIE
CSL161 ,74.0,21.666666666666668,3,9.534664038114013,CRITICO,LIG
FRR054 ,41.0,4.0,2,9.564136250072488,CRITICO,VEN
ZZL005 ,71.0,4.0,2,9.564136250072488,CRITICO,PUG
GLD097 ,68.0,4.0,2,9.564136250072488,CRITICO,PIE
GRC126 ,78.0,4.0,2,9.564136250072488,CRITICO,PIE
MNC359 ,62.0,4.0,2,9.564136250072488,CRITICO,SIC
NGR095 ,73.0,4.0,2,9.564136250072488,CRITICO,PUG
STR016 ,64.0,4.0,2,9.564136250072488,CRITICO,LOM
TRR375 ,75.0,4.0,2,9.564136250072488,CRITICO,LOM
BRS061 ,60.0,4.0,2,9.564136250072488,CRITICO,LOM
MCC089 ,67.0,4.0,2,9.564136250072488,CRITICO,LIG
CRD003 ,89.0,4.0,2,9.564136250072488,CRITICO,TOS
BRL992 ,68.0,4.0,2,9.564136250072488,CRITICO,LOM
BRL991 ,82.0,4.0,2,9.564136250072488,CRITICO,LOM
PSR203 ,72.0,4.0,2,9.564136250072488,CRITICO,PUG
DGS004 ,69.0,4.0,2,9.564136250072488,CRITICO,SAR
SLL264 ,70.0,29.5,2,9.586980346063399,CRITICO,TOS
PNT107 ,69.0,23.0,3,9.608592081485131,CRITICO,SAR
GBN036 ,84.0,23.666666666666668,3,9.64555610317069,CRITICO,LAZ
PRN679 ,57.0,22.0,3,9.647843358979403,CRITICO,SIC
CCG041 ,78.0,6.5,2,9.702751331393333,CRITICO,LIG
CGS012 ,67.0,6.5,2,9.702751331393333,CRITICO,PIE
CMN061 ,59.0,29.0,2,9.771775761303383,CRITICO,MAR
ZRP001 ,57.0,12.0,2,9.839328998527204,CRITICO,TOS
PGN050 ,66.0,9.0,2,9.841366412714184,CRITICO,LOM
MNL634 ,83.0,11.5,2,9.97998149403503,CRITICO,EMI
PSN206 ,66.0,30.333333333333332,3,10.015196320026284,CRITICO,SAR
PRN682 ,71.0,6.0,2,10.054898417392256,CRITICO,PIE
TRN044 ,71.0,31.333333333333332,3,10.070642352554623,CRITICO,EMI
DBP009 ,69.0,25.666666666666668,3,10.08873457839501,CRITICO,MAR
MNS161 ,58.0,25.0,2,10.184574639947185,CRITICO,LAZ
GCL058 ,54.0,29.5,2,10.247982074093523,CRITICO,EMI
SPR136 ,72.0,22.0,2,10.254727104631915,CRITICO,PIE
CRL818 ,60.0,16.5,2,10.257211656676724,CRITICO,LOM
BLR071 ,81.0,35.333333333333336,3,10.29242648266798,CRITICO,LAZ
MSL245 ,83.0,34.0,2,10.314283879909889,CRITICO,TOS
LNT021 ,77.0,7.5,2,10.326559559449127,CRITICO,LAZ
SNP009 ,69.0,30.5,2,10.360021082372,CRITICO,LAZ
MRR816 ,47.0,13.333333333333334,3,10.391902308420914,CRITICO,TRT
SRN252 ,64.0,4.333333333333333,3,10.450711057182058,CRITICO,LAZ
PCR047 ,63.0,5.333333333333333,3,10.499577307808668,CRITICO,LOM
LNC105 ,67.0,52.5,2,10.50795224594981,CRITICO,MAR
RZT040 ,74.0,8.5,2,10.5579663240148,CRITICO,SAR
MNM026 ,51.0,42.5,2,10.560935521193809,CRITICO,LAZ
LSL090 ,72.0,10.0,2,10.57430159512466,CRITICO,TOS
MSL322 ,77.0,56.5,2,10.630426572106252,CRITICO,LAZ
DCN131 ,69.0,18.0,2,10.635216794126883,CRITICO,SAR
TTN086 ,57.0,6.0,2,10.685180859681374,CRITICO,PUG
SCC178 ,83.0,6.0,2,10.685180859681374,CRITICO,FRI
GNN245 ,82.0,6.0,2,10.685180859681374,CRITICO,LOM
MSL326 ,71.0,6.0,2,10.685180859681374,CRITICO,PUG
NTD050 ,67.0,36.5,2,10.723048317690232,CRITICO,SAR
FRR601 ,52.0,21.5,2,10.771223841406437,CRITICO,EMI
PLL433 ,73.0,17.333333333333332,3,10.78073034010776,CRITICO,EMI
BLN462 ,71.0,9.0,3,10.866245931173129,CRITICO,LAZ
GSR100 ,52.0,8.0,2,10.877173638299652,CRITICO,MAR
GRM017 ,70.0,24.5,2,10.973592807792771,CRITICO,LAZ
RSN457 ,57.0,47.666666666666664,3,10.976260883850827,CRITICO,PIE
MCV019 ,58.0,53.5,2,11.010606078627125,CRITICO,SAR
DLL094 ,68.0,14.0,2,11.068642116215461,CRITICO,PIE
DLN482 ,54.0,18.666666666666668,3,11.073670525620416,CRITICO,PIE
CHG030 ,65.0,40.5,2,11.076754908788274,CRITICO,LIG
CSR353 ,66.0,41.0,2,11.083280759039942,CRITICO,SAR
FNR116 ,68.0,41.5,2,11.085528723485542,CRITICO,SAR
MRX054 ,70.0,3.5,2,11.107761636445087,CRITICO,EMI
SRT079 ,73.0,3.5,2,11.107761636445087,CRITICO,FRI
PNS045 ,76.0,3.5,2,11.107761636445087,CRITICO,TOS
TSZ032 ,67.0,3.5,2,11.107761636445087,CRITICO,PUG
RSN455 ,69.0,3.5,2,11.107761636445087,CRITICO,PIE
SCL413 ,58.0,3.5,2,11.107761636445087,CRITICO,PIE
CRC471 ,61.0,3.5,2,11.107761636445087,CRITICO,SAR
SLL265 ,71.0,3.5,2,11.107761636445087,CRITICO,LOM
MNL642 ,66.0,20.5,2,11.136769536731055,CRITICO,LOM
PRD183 ,82.0,7.0,3,11.186760089381773,CRITICO,LOM
KMR006 ,59.0,45.5,2,11.232410013200004,CRITICO,TOS
DBL066 ,72.0,21.5,2,11.279367309295509,CRITICO,TOS
SDR002 ,77.0,3.5,4,11.305172224960298,CRITICO,PUG
FRZ034 ,71.0,4.25,4,11.346756749356551,CRITICO,TRT
VDT003 ,79.0,8.0,2,11.357268782822615,CRITICO,LAZ
VLC136 ,82.0,8.0,2,11.357268782822615,CRITICO,LAZ
CRR721 ,67.0,16.333333333333332,3,11.390003489868544,CRITICO,LAZ
MCN149 ,73.0,17.5,2,11.45931733437244,CRITICO,PUG
SRN010 ,82.0,17.5,2,11.45931733437244,CRITICO,LIG
NTS027 ,63.0,20.0,2,11.461425315078124,CRITICO,LOM
VNL173 ,76.0,6.75,4,11.4853718306774,CRITICO,VEN
RCN215 ,79.0,6.75,4,11.4853718306774,CRITICO,TOS
MLN245 ,44.0,28.666666666666668,3,11.503500482559906,CRITICO,LAZ
SNN239 ,87.0,7.5,4,11.526956355073654,CRITICO,LOM
VRR034 ,71.0,7.75,4,11.540817863205739,CRITICO,LOM
STN180 ,80.0,8.0,4,11.554679371337823,CRITICO,TOS
STN260 ,71.0,8.25,4,11.568540879469909,CRITICO,LOM
MRS195 ,67.0,8.75,4,11.596263895734078,CRITICO,LOM
LCR113 ,62.0,9.25,4,11.623986911998248,CRITICO,CAB
MPD005 ,84.0,9.5,4,11.637848420130332,CRITICO,PIE
TRG030 ,77.0,10.25,4,11.679432944526587,CRITICO,LAZ
BRT352 ,82.0,10.25,4,11.679432944526587,CRITICO,LAZ
SLP030 ,82.0,10.25,4,11.679432944526587,CRITICO,LAZ
PRL351 ,85.0,10.5,4,11.693294452658671,CRITICO,LOM
LNL226 ,68.0,12.0,3,11.709414191225958,CRITICO,LOM
TSR097 ,60.0,7.666666666666667,3,11.726805664660345,CRITICO,EMI
LFT011 ,76.0,11.25,4,11.734878977054926,CRITICO,CAB
ZNN069 ,80.0,11.5,4,11.74874048518701,CRITICO,VEN
DNR029 ,71.0,12.5,4,11.80418651771535,CRITICO,CAB
BTC021 ,78.0,12.5,4,11.80418651771535,CRITICO,EMI
VSZ014 ,71.0,12.75,4,11.818048025847434,CRITICO,SIC
PNR207 ,67.0,5.5,2,11.823018471746678,CRITICO,VEN
VRN173 ,56.0,5.5,2,11.823018471746678,CRITICO,CAB
MTN074 ,71.0,10.0,2,11.825285484842198,CRITICO,SIC
CSP013 ,68.0,12.0,4,11.90004310153803,CRITICO,LOM
BSV003 ,65.0,14.5,4,11.915078582772027,CRITICO,LOM
SND094 ,74.0,41.0,3,11.915521190555443,CRITICO,SIC
BRT525 ,82.0,48.5,2,11.9576267922246,CRITICO,LAZ
DML241 ,65.0,15.5,4,11.970524615300366,CRITICO,PUG
FNL074 ,84.0,14.5,2,11.971111285004685,CRITICO,PUG
DNV020 ,68.0,49.0,2,11.97580155636182,CRITICO,LAZ
CBZ006 ,62.0,58.5,2,11.9851949700913,CRITICO,SAR
CRN949 ,63.0,42.333333333333336,3,11.986497119719338,CRITICO,SIC
VTD024 ,83.0,66.0,3,11.99277148020371,CRITICO,LAZ
PZT058 ,58.0,16.0,4,11.998247631564537,CRITICO,LOM
BTT030 ,88.0,16.5,4,12.025970647828705,CRITICO,LAZ
MNC088 ,78.0,28.0,3,12.028798824190876,CRITICO,EMI
BNN011 ,77.0,28.0,3,12.028798824190876,CRITICO,SAR
NRL074 ,65.0,16.666666666666668,3,12.087920908995404,CRITICO,PIE
MNZ032 ,73.0,32.333333333333336,3,12.117128703649414,CRITICO,SAR
DLG028 ,81.0,3.3333333333333335,3,12.141970714937576,CRITICO,PIE
SPN272 ,66.0,18.75,4,12.150724221017468,CRITICO,LOM
CMN045 ,66.0,12.0,3,12.156730547518503,CRITICO,SAR
SLR052 ,87.0,19.0,4,12.164585729149554,CRITICO,LOM
TRP055 ,74.0,12.666666666666666,3,12.174663198273759,CRITICO,SAR
MTR008 ,71.0,19.5,4,12.192308745413722,CRITICO,TRT
GRT304 ,65.0,14.0,3,12.199465429179517,CRITICO,SAR
CHP014 ,74.0,10.0,3,12.20735726277705,CRITICO,CAM
FRN833 ,65.0,39.5,2,12.238427463613355,CRITICO,LAZ
RMP023 ,77.0,70.66666666666667,3,12.251519632002628,CRITICO,LAZ
DBD003 ,78.0,7.5,2,12.253868356344784,CRITICO,LAZ
CRG027 ,65.0,7.5,2,12.276785939259067,CRITICO,SIC
RMN008 ,92.0,45.666666666666664,3,12.291911113924773,CRITICO,LAZ
BLC217 ,61.0,33.0,2,12.332976919709651,CRITICO,TOS
GSC069 ,67.0,23.75,4,12.427954383659165,CRITICO,PIE
PRC354 ,51.0,23.75,4,12.427954383659165,CRITICO,LAZ
RDR012 ,59.0,26.0,2,12.485934452574423,CRITICO,LOM
MRL706 ,60.0,7.666666666666667,3,12.49558844089421,CRITICO,LOM
PDN067 ,66.0,41.333333333333336,3,12.498487690757912,CRITICO,SAR
CPN090 ,62.0,49.0,2,12.541237769409143,CRITICO,SIC
CPN068 ,68.0,5.25,4,12.54149589098718,CRITICO,LAZ
MZZ011 ,70.0,9.5,2,12.562829547784247,CRITICO,EMI
VLL253 ,72.0,26.0,2,12.5919104658085,CRITICO,VEN
CLT040 ,71.0,26.75,4,12.594292481244182,CRITICO,LOM
RPD001 ,86.0,27.25,4,12.62201549750835,CRITICO,LAZ
LNZ010 ,75.0,25.5,2,12.624055182754734,CRITICO,VEN
FRC367 ,49.0,27.75,4,12.64973851377252,CRITICO,MAR
CMN060 ,65.0,63.5,2,12.665988244807725,CRITICO,SIC
MLR183 ,65.0,6.5,4,12.666748894069148,CRITICO,LAZ
SRR156 ,89.0,28.75,4,12.70518454630086,CRITICO,LOM
DNN302 ,58.0,18.666666666666668,3,12.708363365728896,CRITICO,TRT
STD024 ,64.0,20.333333333333332,3,12.715164651435426,CRITICO,EMI
ZCN069 ,66.0,31.0,2,12.731609702577135,CRITICO,SAR
PRT078 ,67.0,4.666666666666667,3,12.74289489872368,CRITICO,LAZ
VNC025 ,67.0,29.75,4,12.760630578829199,CRITICO,VEN
GRL611 ,64.0,57.0,2,12.773643520618913,CRITICO,CAB
TZG001 ,72.0,40.5,2,12.78062667068357,CRITICO,SAR
CFC006 ,56.0,14.75,4,12.78386929207964,CRITICO,LOM
VLN060 ,72.0,20.25,4,12.793206410317195,CRITICO,FRI
TRN194 ,91.0,48.333333333333336,3,12.84422322684,CRITICO,VEN
BRX146 ,66.0,27.5,2,12.851979154661219,CRITICO,LOM
GRG040 ,70.0,4.0,3,12.85871937824698,CRITICO,LIG
BNL311 ,61.0,9.0,4,12.893042952603318,CRITICO,LIG
CMC126 ,57.0,14.5,2,12.921202817242719,CRITICO,LIG
GST059 ,60.0,10.333333333333334,3,12.94072062624884,CRITICO,EMI
FCV004 ,85.0,12.5,4,12.968711732150139,CRITICO,LOM
SCT039 ,83.0,8.0,4,12.984453331786241,CRITICO,LAZ
MTT063 ,78.0,8.333333333333334,3,12.989704679883102,CRITICO,LOM
VGR027 ,75.0,5.666666666666667,3,12.994137965337705,CRITICO,LAZ
BRL975 ,82.0,22.0,3,13.041518141980049,CRITICO,VEN
DLL392 ,81.0,3.0,2,13.044224123476884,CRITICO,LIG
DNT011 ,71.0,3.0,2,13.044224123476884,CRITICO,SAR
CZL008 ,72.0,3.0,2,13.044224123476884,CRITICO,LAZ
PLR354 ,53.0,3.0,2,13.044224123476884,CRITICO,PIE
MCN199 ,68.0,3.0,2,13.044224123476884,CRITICO,PIE
GVD015 ,85.0,3.0,2,13.044224123476884,CRITICO,VEN
BRN356 ,60.0,3.0,2,13.044224123476884,CRITICO,LAZ
DRC090 ,55.0,65.5,2,13.056899120076974,CRITICO,LAZ
PSZ055 ,69.0,9.75,4,13.05918621735823,CRITICO,SAR
MRN460 ,46.0,47.5,2,13.1424003659815,CRITICO,PUG
MRR850 ,62.0,5.0,2,13.155116188533563,CRITICO,LIG
VNN011 ,80.0,5.0,2,13.155116188533563,CRITICO,EMI
NRD013 ,76.0,5.0,2,13.155116188533563,CRITICO,LAZ
MSL325 ,58.0,5.0,2,13.155116188533563,CRITICO,PUG
TBN006 ,80.0,26.0,3,13.165526924097273,CRITICO,LAZ
NCR052 ,62.0,17.0,3,13.17231946412078,CRITICO,LAZ
VTR075 ,66.0,15.5,2,13.20161257463677,CRITICO,ABR
ZZD003 ,69.0,22.25,4,13.231018033565796,CRITICO,CAM
MML036 ,78.0,3.6666666666666665,3,13.254819931888644,CRITICO,CAM
FRR101 ,77.0,7.0,2,13.26600825359024,CRITICO,LOM
BRV008 ,72.0,7.0,2,13.26600825359024,CRITICO,CAM
GRR519 ,52.0,7.0,2,13.26600825359024,CRITICO,LAZ
FSB002 ,84.0,29.333333333333332,3,13.273848230502463,CRITICO,CAM
CRN941 ,74.0,12.333333333333334,3,13.280733625989047,CRITICO,SAR
BNL458 ,70.0,9.5,2,13.355020137302049,CRITICO,ABR
DGG005 ,78.0,9.0,2,13.376900318646918,CRITICO,LAZ
SKN008 ,1.0,9.0,2,13.376900318646918,CRITICO,LOM
CPM008 ,69.0,9.0,2,13.376900318646918,CRITICO,PIE
FNG016 ,70.0,32.5,2,13.387481190191364,CRITICO,SAR
TRC258 ,75.0,15.333333333333334,3,13.403454681206057,CRITICO,SAR
CSG022 ,68.0,19.0,2,13.409928001814379,CRITICO,SIC
CTT066 ,56.0,38.0,3,13.416473045600693,CRITICO,LAZ
CRN226 ,79.0,6.5,2,13.442836487419868,CRITICO,MAR
TRN520 ,72.0,48.333333333333336,3,13.450690064534495,CRITICO,PIE
CRT380 ,68.0,35.0,2,13.48512213524624,CRITICO,SIC
RLT029 ,77.0,11.0,2,13.4877923837036,CRITICO,VEN
SMC010 ,31.0,11.0,2,13.4877923837036,CRITICO,PIE
LNL229 ,50.0,24.0,2,13.501484025385459,CRITICO,CAM
CRC401 ,73.0,43.25,4,13.509152017961776,CRITICO,PIE
CRR626 ,80.0,43.25,4,13.509152017961776,CRITICO,PIE
PDN013 ,64.0,6.25,4,13.519485546051039,CRITICO,LOM
TRT179 ,61.0,17.0,3,13.535381826498321,CRITICO,ABR
SCV038 ,56.0,55.0,2,13.558936290056838,CRITICO,LAZ
VTG008 ,80.0,3.25,4,13.572427920246902,CRITICO,CAM
CNT207 ,65.0,19.0,2,13.589768187608236,CRITICO,SIC
TRT181 ,77.0,45.0,4,13.606182574886368,CRITICO,LOM
DCN047 ,59.0,67.33333333333333,3,13.64398457741554,CRITICO,LAZ
MNL635 ,70.0,21.5,2,13.677138624591965,CRITICO,EMI
PNL261 ,67.0,25.666666666666668,3,13.681804043118161,CRITICO,PIE
RVC012 ,59.0,11.25,4,13.683288671126459,CRITICO,LOM
ZLC012 ,82.0,12.75,4,13.706151097764591,CRITICO,VEN
CML214 ,58.0,32.0,2,13.722027946408236,CRITICO,LAZ
DLC219 ,76.0,55.0,2,13.728466683802829,CRITICO,SIC
MNN632 ,40.0,14.0,4,13.753285773555618,CRITICO,LOM
PTC063 ,37.0,28.0,2,13.820800125317646,CRITICO,EMI
GRP101 ,70.0,36.666666666666664,3,13.823571466402106,CRITICO,LAZ
BRM066 ,62.0,46.0,2,13.841431924602436,CRITICO,PIE
PSL061 ,65.0,21.0,2,13.849199805190601,CRITICO,TOS
MTN186 ,80.0,13.333333333333334,3,13.85710370807509,CRITICO,VEN
VLS021 ,83.0,32.0,3,13.859487662000198,CRITICO,EMI
SRT113 ,69.0,47.5,2,13.871376429060417,CRITICO,CAB
FSL047 ,72.0,51.75,4,13.980443294452659,CRITICO,LAZ
VSR074 ,69.0,22.0,3,14.013345582716417,CRITICO,VEN
VRG003 ,62.0,33.0,2,14.016174241566558,CRITICO,LAZ
STC002 ,76.0,3.0,5,14.055226986473906,CRITICO,TOS
