MmbCode,Eta,GareMedie,AnniPresenza,EngagementScore,RischioChurn,Regione
SLL258 ,78.0,10.0,3,22.524157294980355,CRITICO,LAZ
NTZ007 ,85.0,20.0,7,22.530651278566324,CRITICO,VEN
CRZ176 ,55.0,4.333333333333333,6,22.542016076585718,CRITICO,PUG
BRG040 ,70.0,15.0,2,22.548411278648796,CRITICO,PIE
PRZ130 ,63.0,6.0,8,22.554898417392256,CRITICO,LAZ
GHL079 ,65.0,9.666666666666666,3,22.56055867567976,CRITICO,EMI
MRN800 ,72.0,1.75,4,22.571778031672068,CRITICO,LOM
BNS035 ,72.0,1.75,4,22.571778031672068,CRITICO,LAZ
PDR026 ,81.0,42.6,5,22.579195273543945,CRITICO,SAR
PCL119 ,55.0,51.666666666666664,3,22.584033480827586,CRITICO,ABR
PNT092 ,66.0,4.25,4,22.58750137416127,CRITICO,TOS
SML100 ,78.0,7.0,5,22.594076347788338,CRITICO,MAR
DCS034 ,73.0,14.166666666666666,6,22.598137528944655,CRITICO,VEN
FRT293 ,73.0,1.6666666666666667,3,22.600425840241748,CRITICO,PIE
FJN002 ,75.0,1.6666666666666667,3,22.600425840241748,CRITICO,VEN
SLL211 ,83.0,1.6666666666666667,3,22.600425840241748,CRITICO,EMI
FND021 ,87.0,27.166666666666668,6,22.605606270828204,CRITICO,VEN
BNL203 ,77.0,20.333333333333332,3,22.606055599826085,CRITICO,CAM
MDL015 ,63.0,23.714285714285715,7,22.606207996192605,CRITICO,TOS
DNN143 ,71.0,26.0,4,22.60669631339473,CRITICO,LAZ
PRC139 ,85.0,13.5,4,22.60722247249973,CRITICO,LAZ
MRR752 ,73.0,14.2,5,22.607372137476034,CRITICO,CAM
BRD370 ,63.0,13.333333333333334,3,22.609722865371722,CRITICO,EMI
SMD033 ,76.0,21.25,4,22.628678234136196,CRITICO,LOM
CRN531 ,87.0,18.714285714285715,7,22.635870425230255,CRITICO,LAZ
FRP078 ,80.0,7.625,8,22.644998220250805,CRITICO,MAR
SBP009 ,55.0,22.857142857142858,7,22.65162539968181,CRITICO,LAZ
DLN483 ,63.0,50.666666666666664,3,22.656434375163215,CRITICO,LAZ
GVS004 ,83.0,10.5,4,22.660746096834693,CRITICO,LOM
LZR034 ,70.0,35.5,4,22.661108746357545,CRITICO,LAZ
ZNC070 ,68.0,12.857142857142858,7,22.661686847519487,CRITICO,TOS
CPR201 ,75.0,9.166666666666666,6,22.662248556464164,CRITICO,LOM
LDL005 ,80.0,2.8,5,22.662690940509382,CRITICO,LOM
CRC361 ,78.0,2.8,5,22.662690940509382,CRITICO,MAR
MLL257 ,77.0,2.8,5,22.662690940509382,CRITICO,LAZ
DLR204 ,85.0,9.5,2,22.664354993306354,CRITICO,LAZ
MTL004 ,77.0,29.428571428571427,7,22.664939280211726,CRITICO,LOM
BNL454 ,66.0,40.75,4,22.6688541459718,CRITICO,PIE
CLR298 ,64.0,12.0,2,22.67439631798865,CRITICO,TOS
PGG037 ,73.0,13.166666666666666,6,22.682532250007363,CRITICO,LAZ
GLB016 ,65.0,39.857142857142854,7,22.68294470892968,CRITICO,TOS
RRR031 ,59.0,74.33333333333333,3,22.68336307086448,CRITICO,SIC
LNR004 ,78.0,28.0,7,22.69184860947523,CRITICO,CAM
TNC048 ,86.0,8.5,8,22.693513498713102,CRITICO,LOM
SRR201 ,29.0,61.0,2,22.70086662219203,CRITICO,TOS
NDM009 ,60.0,5.5,2,22.701584336155104,CRITICO,LAZ
BRS186 ,77.0,5.5,2,22.701584336155104,CRITICO,PIE
BRN671 ,75.0,6.75,4,22.70472062855235,CRITICO,SIC
SRK003 ,81.0,7.8,5,22.707513945776473,CRITICO,LAZ
DML137 ,79.0,8.5,2,22.71948797835039,CRITICO,PIE
RLL030 ,76.0,22.333333333333332,3,22.7211566147731,CRITICO,LOM
VNN214 ,70.0,24.0,3,22.7214812388252,CRITICO,LAZ
NTL102 ,66.0,13.333333333333334,3,22.724229292658976,CRITICO,MAR
NMD004 ,45.0,14.142857142857142,7,22.724275566789657,CRITICO,PIE
PRD172 ,69.0,11.285714285714286,7,22.726147350747752,CRITICO,SAR
BNN062 ,79.0,29.0,2,22.735400083056753,CRITICO,TOS
DST075 ,74.0,29.0,2,22.735400083056753,CRITICO,CAM
FNN155 ,43.0,5.0,5,22.74115057738178,CRITICO,SIC
BBN017 ,67.0,4.333333333333333,3,22.748281926983985,CRITICO,PIE
CNG014 ,79.0,37.0,4,22.75232827013258,CRITICO,FRI
BTN158 ,70.0,9.625,8,22.755890285307483,CRITICO,ABR
DSC008 ,61.0,11.25,4,22.756156128051856,CRITICO,TOS
SCL275 ,70.0,69.66666666666667,3,22.759105728905524,CRITICO,LAZ
SNT098 ,63.0,9.75,8,22.762821039373527,CRITICO,LAZ
ZDL006 ,83.0,8.333333333333334,6,22.763800206699074,CRITICO,SAR
CCN014 ,79.0,9.875,8,22.76975179343957,CRITICO,MAR
TSN029 ,77.0,13.5,2,22.77002963554014,CRITICO,EMI
RNL110 ,79.0,3.0,4,22.775906087013084,CRITICO,LAZ
BNR267 ,78.0,3.0,4,22.775906087013084,CRITICO,LOM
CLZ090 ,78.0,10.125,8,22.783613301571656,CRITICO,PIE
GCG021 ,81.0,75.0,2,22.788896077301708,CRITICO,VEN
FLL015 ,71.0,7.6,5,22.789031947287032,CRITICO,LAZ
SBL019 ,65.0,4.0,4,22.792831233497868,CRITICO,LAZ
PTT048 ,73.0,9.666666666666666,3,22.793181273744395,CRITICO,VEN
SNZ070 ,76.0,10.166666666666666,6,22.79440291470609,CRITICO,VEN
BRR650 ,79.0,17.5,4,22.79763426188245,CRITICO,TOS
MDR010 ,81.0,14.0,6,22.80734248869922,CRITICO,EMI
BNZ109 ,74.0,10.625,8,22.811336317835824,CRITICO,TOS
BRR713 ,81.0,10.625,8,22.811336317835824,CRITICO,TOS
SRN253 ,71.0,15.333333333333334,3,22.815058831071713,CRITICO,SIC
LLR058 ,70.0,32.0,6,22.815948403348507,CRITICO,VEN
BRP143 ,69.0,5.666666666666667,3,22.822209970355104,CRITICO,LOM
BTC008 ,89.0,33.333333333333336,6,22.823636228182362,CRITICO,LOM
DCG019 ,66.0,50.666666666666664,3,22.826725673836997,CRITICO,ABR
MZN036 ,66.0,7.8,5,22.829407404314487,CRITICO,PUG
CNN238 ,82.0,22.0,6,22.832205198379146,CRITICO,LAZ
CVR071 ,79.0,31.0,6,22.83401486572345,CRITICO,LAZ
CSD088 ,81.0,18.8,5,22.837521650252626,CRITICO,LAZ
FRR063 ,90.0,45.2,5,22.83866233304572,CRITICO,LOM
DGY001 ,90.0,11.25,8,22.845990088166037,CRITICO,LOM
GCN061 ,67.0,23.285714285714285,7,22.85021192811057,CRITICO,LOM
RNL162 ,73.0,15.142857142857142,7,22.851838445455865,CRITICO,LOM
MGS010 ,91.0,13.5,6,22.855529070086448,CRITICO,LOM
FLN181 ,86.0,7.625,8,22.858575935486936,CRITICO,LOM
RZL051 ,51.0,16.333333333333332,6,22.85888205608593,CRITICO,SIC
DBC020 ,75.0,18.142857142857142,7,22.862664870458197,CRITICO,LOM
CPL007 ,84.0,11.75,8,22.873713104430205,CRITICO,LAZ
CVT035 ,93.0,3.8,5,22.87832183083258,CRITICO,LOM
VGC023 ,67.0,7.0,3,22.896138013726222,CRITICO,LIG
MND236 ,76.0,112.33333333333333,3,22.898248528572047,CRITICO,MAR
CMT025 ,57.0,20.333333333333332,3,22.89929178618919,CRITICO,EMI
HRT003 ,77.0,26.285714285714285,7,22.90033808829392,CRITICO,UMB
BRX159 ,52.0,4.75,4,22.914932214166583,CRITICO,PUG
MGN019 ,76.0,12.75,8,22.929159136958546,CRITICO,LOM
MLL283 ,72.0,65.75,4,22.933647675409794,CRITICO,FRI
TRR338 ,69.0,5.0,7,22.937803577422084,CRITICO,CAB
GRT249 ,64.0,9.333333333333334,3,22.941354428488676,CRITICO,SAR
VNZ002 ,76.0,21.0,3,22.94503368451994,CRITICO,MAR
LMN061 ,82.0,23.0,4,22.95027826674432,CRITICO,LOM
PTZ009 ,86.0,3.6,5,22.966323981869902,CRITICO,PIE
CNB029 ,40.0,14.5,4,22.96633835210006,CRITICO,SIC
TML077 ,92.0,10.428571428571429,7,22.97129504330362,CRITICO,LAZ
SCR156 ,73.0,17.4,5,22.976265195256545,CRITICO,LAZ
PLS037 ,79.0,36.0,5,22.989104657005004,CRITICO,LAZ
NFS005 ,67.0,36.0,2,22.996115683514308,CRITICO,CAB
PNN097 ,71.0,64.71428571428571,7,23.03259483520696,CRITICO,SAR
MRL567 ,74.0,5.833333333333333,6,23.03578436244451,CRITICO,VEN
DVN010 ,69.0,14.666666666666666,3,23.03736148452767,CRITICO,ABR
PRS021 ,79.0,13.8,5,23.03771287760802,CRITICO,LOM
PRG030 ,75.0,56.5,2,23.03960562586156,CRITICO,EMI
GNZ067 ,78.0,50.5,6,23.04412416020582,CRITICO,TOS
BLL059 ,69.0,14.875,8,23.046981956081265,CRITICO,MAR
GNR048 ,77.0,6.0,5,23.05123448024211,CRITICO,TRT
FLS006 ,81.0,19.857142857142858,7,23.05170989738187,CRITICO,MAR
MNR310 ,62.0,12.25,4,23.065071649334712,CRITICO,LAZ
CLR243 ,79.0,28.8,5,23.065134152661553,CRITICO,PIE
MCP004 ,75.0,2.6666666666666665,3,23.066244658812295,CRITICO,LAZ
GRL515 ,74.0,2.6666666666666665,3,23.066244658812295,CRITICO,LAZ
MCR035 ,62.0,2.6666666666666665,3,23.066244658812295,CRITICO,LAZ
VSN008 ,63.0,11.0,7,23.066913831057136,CRITICO,SIC
PRR413 ,73.0,3.5,4,23.08030476469576,CRITICO,PIE
DLR074 ,82.0,14.142857142857142,7,23.09897299125354,CRITICO,VEN
TMN109 ,71.0,31.2,5,23.099037765178867,CRITICO,FRI
FLL100 ,74.0,14.333333333333334,6,23.10477514074268,CRITICO,SAR
GRN757 ,63.0,91.5,2,23.10651643014491,CRITICO,LOM
TRV005 ,75.0,16.125,8,23.11628949674169,CRITICO,VEN
CTL122 ,82.0,16.125,8,23.11628949674169,CRITICO,LAZ
LGR024 ,81.0,13.333333333333334,6,23.119739203666942,CRITICO,LOM
PRL135 ,84.0,26.142857142857142,7,23.12206156505703,CRITICO,LAZ
ZMG003 ,93.0,15.166666666666666,6,23.133422071263816,CRITICO,LIG
GLZ052 ,80.0,18.0,4,23.135757924770147,CRITICO,TOS
BRR102 ,81.0,16.5,8,23.137081758939818,CRITICO,PIE
DNN208 ,79.0,6.25,4,23.139683037106945,CRITICO,LAZ
MRM028 ,62.0,8.0,2,23.142381802598408,CRITICO,TOS
PCZ012 ,78.0,9.333333333333334,6,23.148574751392818,CRITICO,VEN
PTR109 ,72.0,7.166666666666667,6,23.152037049938837,CRITICO,LAZ
MRR835 ,79.0,48.5,2,23.153381881509922,CRITICO,LAZ
CRV016 ,69.0,50.57142857142857,7,23.154645137243932,CRITICO,LOM
GRC066 ,71.0,16.875,8,23.157874021137943,CRITICO,CAB
CLR083 ,75.0,16.875,8,23.157874021137943,CRITICO,LAZ
FLR051 ,81.0,12.666666666666666,6,23.16021426015286,CRITICO,PIE
CHC002 ,76.0,14.166666666666666,6,23.16103801539824,CRITICO,LOM
RSN145 ,69.0,11.0,6,23.167776755022274,CRITICO,EMI
DFV004 ,83.0,4.0,6,23.180163862910316,CRITICO,LAZ
MTL038 ,64.0,29.333333333333332,6,23.191936277836106,CRITICO,PIE
TRR287 ,77.0,27.833333333333332,6,23.205279672025217,CRITICO,TOS
GNP013 ,56.0,88.5,2,23.206138540506892,CRITICO,VEN
BRR639 ,71.0,17.875,8,23.213320053666283,CRITICO,EMI
PND060 ,38.0,11.666666666666666,3,23.22090939956148,CRITICO,PIE
MSG075 ,74.0,44.5,4,23.236234014427293,CRITICO,ABR
VNR060 ,79.0,16.0,6,23.244806055155557,CRITICO,LAZ
TMC060 ,47.0,6.333333333333333,3,23.245515895244715,CRITICO,LAZ
CRP086 ,84.0,18.5,8,23.247973823996496,CRITICO,LAZ
BZC018 ,76.0,3.25,4,23.24804140736736,CRITICO,PIE
VLV011 ,89.0,3.25,4,23.24804140736736,CRITICO,LOM
ZCN070 ,67.0,22.5,2,23.248858434058427,CRITICO,VEN
LNL170 ,74.0,18.875,8,23.26876608619462,CRITICO,LAZ
CRR720 ,61.0,6.333333333333333,3,23.269546778082873,CRITICO,LOM
VRL143 ,59.0,16.5,2,23.271092159163814,CRITICO,PIE
RCD046 ,65.0,16.2,5,23.287019413764742,CRITICO,LAZ
PZZ014 ,53.0,40.0,2,23.287818084674456,CRITICO,VEN
GSN025 ,44.0,69.0,4,23.288393634056632,CRITICO,SIC
FVZ005 ,78.0,19.25,8,23.28955834839275,CRITICO,TOS
NCR074 ,29.0,8.666666666666666,3,23.28973160652596,CRITICO,EMI
CNN036 ,74.0,14.25,4,23.290029958630775,CRITICO,LAZ
PTR183 ,75.0,25.5,2,23.29736508745734,CRITICO,SAR
SPC035 ,75.0,26.0,6,23.299151738796176,CRITICO,SAR
GTL010 ,70.0,8.75,4,23.300054396576364,CRITICO,LAZ
FLN068 ,83.0,28.4,5,23.30226806969548,CRITICO,LOM
CPP028 ,74.0,19.5,8,23.303419856524833,CRITICO,SAR
TFN012 ,81.0,31.666666666666668,6,23.309801222825612,CRITICO,VEN
MNN743 ,70.0,41.666666666666664,3,23.32031003684692,CRITICO,TRT
LNN301 ,73.0,89.33333333333333,3,23.33316184137303,CRITICO,VEN
PPC059 ,68.0,13.0,3,23.339846041916026,CRITICO,MAR
GBR038 ,78.0,17.333333333333332,6,23.349430149690974,CRITICO,LOM
MRR162 ,83.0,18.0,4,23.350905362096547,CRITICO,VEN
DBL060 ,82.0,13.0,6,23.354732811714747,CRITICO,LOM
FMT016 ,85.0,12.0,4,23.360790721671467,CRITICO,LAZ
MNN043 ,78.0,6.166666666666667,6,23.364004619755956,CRITICO,CAM
PZR018 ,84.0,20.625,8,23.365796643119214,CRITICO,VEN
PLG096 ,71.0,20.75,8,23.37272739718526,CRITICO,CAB
CTT058 ,73.0,70.85714285714286,7,23.37319189216676,CRITICO,EMI
PRR447 ,67.0,14.5,2,23.37605936865868,CRITICO,PUG
BDG004 ,66.0,83.75,4,23.37770813248283,CRITICO,TOS
SRN223 ,74.0,13.8,5,23.390388864927388,CRITICO,SAR
PRL454 ,77.0,21.25,8,23.400450413449427,CRITICO,EMI
MNN755 ,67.0,24.0,2,23.400978961997126,CRITICO,LAZ
DMN276 ,60.0,13.333333333333334,3,23.41546098807745,CRITICO,PUG
VRM006 ,92.0,21.625,8,23.421242675647555,CRITICO,PIE
MGN003 ,70.0,21.875,8,23.43510418377964,CRITICO,PIE
RVC028 ,86.0,11.0,4,23.435512976069376,CRITICO,LOM
SCR179 ,75.0,11.6,5,23.437380492667423,CRITICO,LOM
MFR011 ,63.0,10.5,2,23.451795623336295,CRITICO,LOM
BSL075 ,75.0,10.5,2,23.451795623336295,CRITICO,LOM
LFN031 ,66.0,18.4,5,23.464571391733095,CRITICO,CAM
SDD004 ,70.0,34.2,5,23.4652059431846,CRITICO,MAR
MTN045 ,88.0,4.833333333333333,6,23.467917937533965,CRITICO,PIE
MRT424 ,84.0,32.5,4,23.474528202181187,CRITICO,TOS
MRM083 ,85.0,11.285714285714286,7,23.480140633246005,CRITICO,UMB
PCL170 ,66.0,6.0,2,23.480824343318183,CRITICO,TOS
MNN760 ,67.0,6.0,2,23.480824343318183,CRITICO,TOS
CRN663 ,79.0,32.2,5,23.48313285301705,CRITICO,TOS
SRL002 ,73.0,22.75,8,23.483619462241936,CRITICO,CAB
GML019 ,65.0,4.6,5,23.487085355706583,CRITICO,EMI
GNN045 ,83.0,12.125,8,23.492356842211272,CRITICO,TOS
MRC129 ,68.0,31.25,4,23.4935807911113,CRITICO,ABR
RMN164 ,74.0,25.166666666666668,6,23.498297616462242,CRITICO,VEN
FRG049 ,62.0,28.0,2,23.50338588401433,CRITICO,CAB
TMR089 ,73.0,23.25,8,23.511342478506105,CRITICO,LAZ
FRN733 ,77.0,14.333333333333334,6,23.512775913753806,CRITICO,LAZ
FRN029 ,77.0,23.5,8,23.52520398663819,CRITICO,LAZ
LNC129 ,79.0,23.625,8,23.532134740704233,CRITICO,SIC
VLN075 ,65.0,13.5,2,23.54028653980191,CRITICO,LAZ
MRL471 ,75.0,33.6,5,23.542294386443572,CRITICO,LOM
PCR018 ,73.0,17.0,6,23.545515956566774,CRITICO,EMI
TRL279 ,79.0,23.875,8,23.545996248836317,CRITICO,LOM
FRN130 ,83.0,17.2,5,23.54901245913598,CRITICO,PIE
MRR824 ,68.0,77.33333333333333,3,23.5588706946506,CRITICO,SIC
CHN182 ,85.0,40.333333333333336,3,23.558873573852836,CRITICO,VEN
NCL091 ,70.0,1.5,2,23.567656792482587,CRITICO,CAB
CRZ030 ,72.0,1.5,2,23.567656792482587,CRITICO,VEN
GLN370 ,66.0,1.5,2,23.567656792482587,CRITICO,LIG
ZNT060 ,70.0,1.5,2,23.567656792482587,CRITICO,EMI
GVG018 ,67.0,1.5,2,23.567656792482587,CRITICO,LOM
GNM024 ,77.0,1.5,2,23.567656792482587,CRITICO,PUG
HRR004 ,58.0,1.5,2,23.567656792482587,CRITICO,LAZ
BRN545 ,84.0,1.5,2,23.567656792482587,CRITICO,EMI
PZN151 ,71.0,1.5,2,23.567656792482587,CRITICO,EMI
MSR315 ,64.0,1.5,2,23.567656792482587,CRITICO,EMI
LBR087 ,78.0,1.5,2,23.567656792482587,CRITICO,LIG
DLC047 ,61.0,1.5,2,23.567656792482587,CRITICO,TOS
PSS058 ,66.0,1.5,2,23.567656792482587,CRITICO,LIG
DNN309 ,63.0,1.5,2,23.567656792482587,CRITICO,VEN
SCS015 ,48.0,1.5,2,23.567656792482587,CRITICO,PIE
ZLP004 ,73.0,1.5,2,23.567656792482587,CRITICO,LIG
SFP005 ,81.0,1.5,2,23.567656792482587,CRITICO,SIC
MRX051 ,72.0,1.5,2,23.567656792482587,CRITICO,LAZ
CPZ075 ,82.0,1.5,2,23.567656792482587,CRITICO,VEN
MRX056 ,62.0,1.5,2,23.567656792482587,CRITICO,SIC
PLL438 ,66.0,1.5,2,23.567656792482587,CRITICO,VEN
VTT037 ,65.0,1.5,2,23.567656792482587,CRITICO,LAZ
RLN096 ,69.0,1.5,2,23.567656792482587,CRITICO,CAB
FNN175 ,76.0,1.5,2,23.567656792482587,CRITICO,PUG
BRT507 ,70.0,1.5,2,23.567656792482587,CRITICO,LAZ
MKD002 ,67.0,1.5,2,23.567656792482587,CRITICO,EMI
CTC022 ,75.0,1.5,2,23.567656792482587,CRITICO,CAM
MRC102 ,87.0,1.5,2,23.567656792482587,CRITICO,LAZ
FSD018 ,64.0,1.5,2,23.567656792482587,CRITICO,LOM
BRD128 ,68.0,1.5,2,23.567656792482587,CRITICO,LOM
BLP028 ,78.0,1.5,2,23.567656792482587,CRITICO,LOM
PCL114 ,80.0,4.4,5,23.57013262278061,CRITICO,LOM
PTR095 ,76.0,4.4,5,23.57013262278061,CRITICO,FRI
CSL240 ,79.0,24.5,8,23.58065001916653,CRITICO,EMI
FCZ014 ,63.0,27.75,4,23.581877319178034,CRITICO,CAM
FCC003 ,70.0,11.857142857142858,7,23.584735199836473,CRITICO,VEN
BRR224 ,69.0,5.25,4,23.59595430701919,CRITICO,LOM
GRN018 ,86.0,5.25,4,23.59595430701919,CRITICO,LAZ
NLR001 ,62.0,16.0,6,23.629440902243132,CRITICO,LIG
STR121 ,80.0,12.666666666666666,3,23.633989922656532,CRITICO,LOM
PLN081 ,85.0,17.0,2,23.641396095353457,CRITICO,VEN
CCN112 ,75.0,5.5,6,23.646805615462384,CRITICO,MAR
DFL077 ,34.0,12.0,7,23.654220275238202,CRITICO,CAM
ZPL002 ,69.0,14.875,8,23.65840638929867,CRITICO,LAZ
PFR001 ,81.0,51.2,5,23.66061022789554,CRITICO,PIE
NGD028 ,73.0,9.2,5,23.666829117677832,CRITICO,LAZ
MRL472 ,76.0,38.666666666666664,6,23.667475625401686,CRITICO,LOM
RGZ009 ,75.0,39.666666666666664,3,23.670433903618946,CRITICO,PUG
GRR506 ,74.0,32.75,4,23.680383692335347,CRITICO,LIG
ZNL031 ,80.0,26.375,8,23.684611330157164,CRITICO,FRI
ZNR034 ,79.0,26.375,8,23.684611330157164,CRITICO,FRI
MRR707 ,77.0,21.0,2,23.684617906985366,CRITICO,LOM
DFT027 ,78.0,41.666666666666664,3,23.687970670866036,CRITICO,LAZ
CPN072 ,59.0,37.0,3,23.689999393879134,CRITICO,LIG
GRZ035 ,78.0,12.333333333333334,3,23.69047295835474,CRITICO,MAR
PRN531 ,78.0,26.5,8,23.691542084223208,CRITICO,LAZ
CMR167 ,78.0,5.333333333333333,3,23.69505282882998,CRITICO,LOM
PLS052 ,87.0,4.0,5,23.699638011579804,CRITICO,SAR
LPM011 ,74.0,19.6,5,23.70263084308343,CRITICO,ABR
MND012 ,84.0,55.857142857142854,7,23.70602534685393,CRITICO,   
CRZ038 ,65.0,4.0,2,23.706271873803438,CRITICO,CAM
MNL638 ,69.0,4.0,2,23.706271873803438,CRITICO,CAB
MNR513 ,79.0,7.5,4,23.706665344659907,CRITICO,LAZ
MRL446 ,85.0,11.2,5,23.719237159221798,CRITICO,LAZ
CMN162 ,78.0,27.0,8,23.719265100487377,CRITICO,LAZ
BLR016 ,78.0,26.833333333333332,6,23.737126144907222,CRITICO,LAZ
TSN113 ,62.0,13.0,3,23.7527336483081,CRITICO,PUG
PLT202 ,62.0,9.666666666666666,3,23.77115978614319,CRITICO,VEN
MRT425 ,67.0,21.666666666666668,3,23.773836233704053,CRITICO,ABR
BCC080 ,71.0,3.0,4,23.777449208696126,CRITICO,ABR
MRX053 ,73.0,19.0,3,23.781432543769412,CRITICO,VEN
CRR046 ,73.0,15.75,4,23.781545815257722,CRITICO,PIE
CTN046 ,67.0,45.666666666666664,3,23.782805100087742,CRITICO,SAR
MRR815 ,73.0,44.25,4,23.787924454299905,CRITICO,EMI
SCY007 ,79.0,14.5,6,23.7911869590258,CRITICO,VEN
CRZ079 ,81.0,8.875,8,23.794895971549526,CRITICO,LOM
MLL284 ,62.0,52.333333333333336,3,23.811390313009056,CRITICO,PIE
FRN207 ,48.0,36.166666666666664,6,23.812476239236027,CRITICO,EMI
FRL193 ,73.0,20.333333333333332,6,23.814444140359125,CRITICO,LAZ
DCZ023 ,82.0,21.0,6,23.816032746714612,CRITICO,LAZ
VLT023 ,62.0,21.6,5,23.817561772698415,CRITICO,EMI
MRN228 ,74.0,11.75,4,23.81795995388226,CRITICO,BAS
DZF001 ,68.0,21.571428571428573,7,23.824743348832087,CRITICO,MAR
TCR023 ,80.0,25.0,8,23.829179293710933,CRITICO,EMI
SRZ024 ,64.0,42.0,2,23.839899860057397,CRITICO,CAB
RSN381 ,82.0,17.375,8,23.846722840197728,CRITICO,LAZ
LNC023 ,72.0,14.0,8,23.84736311225394,CRITICO,CAM
SVN035 ,85.0,29.5,8,23.857880181808223,CRITICO,LOM
BRN936 ,93.0,12.857142857142858,7,23.876089682489056,CRITICO,VEN
BSN080 ,57.0,2.5,4,23.877934709797124,CRITICO,LOM
TRP067 ,37.0,2.5,4,23.877934709797124,CRITICO,CAM
BRS157 ,84.0,8.6,5,23.893380208723286,CRITICO,LOM
CNT159 ,87.0,7.571428571428571,7,23.909050994254876,CRITICO,LOM
FDC028 ,79.0,41.285714285714285,7,23.91049793471269,CRITICO,LAZ
VRS013 ,70.0,33.714285714285715,7,23.912464180535224,CRITICO,PIE
CCN255 ,78.0,40.833333333333336,6,23.915104254216217,CRITICO,TOS
MGS033 ,67.0,29.0,5,23.9164152018332,CRITICO,PIE
RND051 ,77.0,4.4,5,23.91833594575897,CRITICO,PIE
GHL054 ,71.0,22.25,4,23.9326296057859,CRITICO,TOS
CRN050 ,80.0,21.285714285714285,7,23.93293492052109,CRITICO,TOS
PSR067 ,86.0,16.5,6,23.938805897373037,CRITICO,LAZ
RSL330 ,55.0,32.5,2,23.941574407008154,CRITICO,LAZ
BSR163 ,54.0,16.0,7,23.94269207600898,CRITICO,LOM
PPR094 ,60.0,12.0,2,23.943130168117847,CRITICO,LOM
TRS025 ,65.0,18.0,3,23.953776725298436,CRITICO,EMI
MRS188 ,65.0,8.666666666666666,6,23.957748059057646,CRITICO,LAZ
PSS018 ,87.0,23.571428571428573,7,23.962469574269797,CRITICO,LAZ
CCR183 ,75.0,31.5,8,23.9687722468649,CRITICO,CAM
MRL120 ,79.0,8.166666666666666,6,23.977310789515023,CRITICO,LAZ
MNR022 ,87.0,10.25,8,23.98207847068871,CRITICO,LOM
TDN065 ,74.0,72.66666666666667,3,23.994445331461137,CRITICO,SAR
MNL503 ,72.0,32.0,8,23.996495263129074,CRITICO,LAZ
BRN263 ,71.0,21.0,8,23.999170777766796,CRITICO,SIC
JPL001 ,76.0,32.5,8,24.024218279393242,CRITICO,SIC
CRS166 ,75.0,14.166666666666666,6,24.025477826188265,CRITICO,PUG
PTL206 ,75.0,51.333333333333336,3,24.026007655946223,CRITICO,SAR
PRC117 ,78.0,29.75,4,24.03748040373521,CRITICO,LOM
CSC091 ,86.0,44.285714285714285,7,24.038706939464348,CRITICO,MAR
TSN047 ,67.0,13.25,8,24.04092097213661,CRITICO,CAM
BDN011 ,73.0,29.333333333333332,6,24.04151072443875,CRITICO,LAZ
MSR284 ,83.0,33.0,8,24.05194129565741,CRITICO,EMI
GMZ008 ,74.0,33.0,8,24.05194129565741,CRITICO,MAR
GRC026 ,93.0,63.42857142857143,7,24.058682081022422,CRITICO,PIE
DFM004 ,78.0,23.166666666666668,6,24.063237353052877,CRITICO,SAR
MSM031 ,73.0,14.875,8,24.068604644499366,CRITICO,CAB
RGN176 ,48.0,22.0,3,24.070916960920968,CRITICO,MAR
MZN027 ,73.0,16.125,8,24.07218554759063,CRITICO,LOM
GNS001 ,76.0,9.0,6,24.077645878742654,CRITICO,LOM
CNN450 ,69.0,24.666666666666668,3,24.082920701011815,CRITICO,LAZ
TTT006 ,72.0,4.0,4,24.085446527308576,CRITICO,UMB
FRC246 ,80.0,22.0,2,24.089424997412195,CRITICO,PIE
GDM011 ,66.0,21.0,6,24.103700592733627,CRITICO,TOS
GHT019 ,83.0,7.428571428571429,7,24.103708626685336,CRITICO,EMI
DTG009 ,59.0,41.5,2,24.119279261479292,CRITICO,PIE
CRC077 ,42.0,80.4,5,24.1196443989775,CRITICO,LOM
CRR662 ,75.0,5.0,4,24.122006737186354,CRITICO,EMI
RCG012 ,78.0,11.5,2,24.12211711776598,CRITICO,LAZ
CRT391 ,80.0,11.5,2,24.12211711776598,CRITICO,LAZ
BCL099 ,86.0,26.5,8,24.122623757093802,CRITICO,PUG
MRN140 ,75.0,11.0,6,24.128488664303664,CRITICO,PUG
CML053 ,88.0,9.5,6,24.138938632706,CRITICO,LOM
MRL800 ,79.0,23.375,8,24.142531943176813,CRITICO,LOM
CRN128 ,69.0,5.833333333333333,6,24.1543451377464,CRITICO,CAB
WCT001 ,78.0,20.375,8,24.155760535822523,CRITICO,EMI
DCL085 ,77.0,28.333333333333332,6,24.158366295124345,CRITICO,LAZ
DMG039 ,78.0,51.666666666666664,3,24.160516535297,CRITICO,SAR
RBD029 ,80.0,5.4,5,24.160653666361185,CRITICO,LOM
GNN038 ,79.0,3.25,4,24.16452946501156,CRITICO,LAZ
GRZ084 ,87.0,10.0,7,24.169015247201287,CRITICO,LOM
SMN059 ,82.0,13.666666666666666,6,24.171726379164937,CRITICO,LOM
VSD031 ,51.0,3.5,2,24.172836982962288,CRITICO,SIC
SLL023 ,73.0,21.6,5,24.17317965488852,CRITICO,VEN
GSL094 ,61.0,75.0,4,24.176897051651167,CRITICO,TOS
